ubicacion,owners,owner_count,articles,article_count,tipologia,width_mode,stock_pal_total,pasillo,columna,altura,denominacion_propietario,assigned_owner,owner_bucket,unit_resultante,eu_equivalente_factor
013-099-10,[4],1,['87037'],1,EU,EU,13.0,13.0,99.0,10.0,SOLAN,4,4,posicion_rack,1.0
013-099-20,[98],1,['129146'],1,EU,EU,32.0,13.0,99.0,20.0,MAHOU CANAL,98,98,posicion_rack,1.0
013-099-30,[95],1,['84039'],1,EU,EU,60.0,13.0,99.0,30.0,INNOVACION,95,95,posicion_rack,1.0
013-100-10,[64],1,['139004'],1,EU,EU,32.0,13.0,100.0,10.0,CORONA,64,64,posicion_rack,1.0
013-100-20,[23],1,['161180'],1,EU,EU,2.0,13.0,100.0,20.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
013-100-30,[24],1,['143020'],1,EU,EU,26.0,13.0,100.0,30.0,MCC MADRID,24,24,posicion_rack,1.0
013-101-10,[4],1,['87012'],1,EU,EU,2.0,13.0,101.0,10.0,SOLAN,4,4,posicion_rack,1.0
013-101-20,[4],1,['36024'],1,EU,EU,5.0,13.0,101.0,20.0,SOLAN,4,4,posicion_rack,1.0
013-101-30,[95],1,['84039'],1,EU,EU,58.0,13.0,101.0,30.0,INNOVACION,95,95,posicion_rack,1.0
013-102-10,[4],1,['91240'],1,EU,EU,1.0,13.0,102.0,10.0,SOLAN,4,4,posicion_rack,1.0
013-102-20,[4],1,['35012'],1,EU,EU,6.0,13.0,102.0,20.0,SOLAN,4,4,posicion_rack,1.0
013-102-30,[34],1,['174081'],1,EU,EU,1.0,13.0,102.0,30.0,CUENTAS NACIONALES,34,34,posicion_rack,1.0
013-102-40,[82],1,['22211'],1,EU,EU,2.0,13.0,102.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
013-103-00,[29],1,['202018'],1,suelo_estandar,00,1.0,13.0,103.0,0.0,MAHOU FUTBOL,29,29,posicion_suelo,1.0
013-103-10,[23],1,['41051'],1,EU,EU,1.0,13.0,103.0,10.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
013-103-30,[95],1,['84026'],1,EU,EU,24.0,13.0,103.0,30.0,INNOVACION,95,95,posicion_rack,1.0
013-103-40,[82],1,['22211'],1,EU,EU,6.0,13.0,103.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
013-105-10,[95],1,['86013'],1,EU,EU,284.0,13.0,105.0,10.0,INNOVACION,95,95,posicion_rack,1.0
013-105-20,[4],1,['91237'],1,EU,EU,1.0,13.0,105.0,20.0,SOLAN,4,4,posicion_rack,1.0
013-105-30,[95],1,['84005'],1,EU,EU,39.0,13.0,105.0,30.0,INNOVACION,95,95,posicion_rack,1.0
013-106-10,[4],1,['49045'],1,EU,EU,2.0,13.0,106.0,10.0,SOLAN,4,4,posicion_rack,1.0
013-106-20,[4],1,['91167'],1,EU,EU,1.0,13.0,106.0,20.0,SOLAN,4,4,posicion_rack,1.0
013-107-00,[3],1,['31021'],1,EU,EU,52.0,13.0,107.0,0.0,ALHAMBRA,3,3,posicion_rack,1.0
013-107-10,[95],1,['161044'],1,EU,EU,1.0,13.0,107.0,10.0,INNOVACION,95,95,posicion_rack,1.0
013-107-20,[72],1,['43062'],1,EU,EU,1.0,13.0,107.0,20.0,LA SALVE,72,72,posicion_rack,1.0
013-107-30,[4],1,['91057'],1,EU,EU,1.0,13.0,107.0,30.0,SOLAN,4,4,posicion_rack,1.0
013-108-10,[98],1,['112046'],1,EU,EU,841.0,13.0,108.0,10.0,MAHOU CANAL,98,98,posicion_rack,1.0
013-108-20,[4],1,['131011'],1,EU,EU,752.0,13.0,108.0,20.0,SOLAN,4,4,posicion_rack,1.0
013-108-30,[4],1,['91167'],1,EU,EU,1.0,13.0,108.0,30.0,SOLAN,4,4,posicion_rack,1.0
013-108-40,[82],1,['22212'],1,EU,EU,6.0,13.0,108.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
013-109-00,[3],1,['49040'],1,suelo_estandar,S,2.0,13.0,109.0,0.0,ALHAMBRA,3,3,posicion_suelo,1.0
013-109-10,[23],1,['49017'],1,EU,EU,3.0,13.0,109.0,10.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
013-109-20,[4],1,['122036'],1,EU,EU,9.0,13.0,109.0,20.0,SOLAN,4,4,posicion_rack,1.0
013-109-30,[4],1,['122037'],1,EU,EU,1.0,13.0,109.0,30.0,SOLAN,4,4,posicion_rack,1.0
013-109-40,[4],1,['174106'],1,EU,EU,2.0,13.0,109.0,40.0,SOLAN,4,4,posicion_rack,1.0
013-110-10,[98],1,['174133'],1,EU,EU,2.0,13.0,110.0,10.0,MAHOU CANAL,98,98,posicion_rack,1.0
013-110-20,[72],1,['41104'],1,EU,EU,1.0,13.0,110.0,20.0,LA SALVE,72,72,posicion_rack,1.0
013-110-30,[23],1,['31013'],1,EU,EU,6.0,13.0,110.0,30.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
013-110-40,[23],1,['31013'],1,EU,EU,4.0,13.0,110.0,40.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
013-111-00,[3],1,['31021'],1,EU,EU,52.0,13.0,111.0,0.0,ALHAMBRA,3,3,posicion_rack,1.0
013-111-10,[23],1,['142000'],1,EU,EU,3.0,13.0,111.0,10.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
013-111-20,[5],1,['174113'],1,EU,EU,6.0,13.0,111.0,20.0,SAN MIGUEL,5,5,posicion_rack,1.0
013-111-40,[82],1,['22212'],1,EU,EU,6.0,13.0,111.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
013-112-00,[5],1,['174034'],1,suelo_estandar,S,1.0,13.0,112.0,0.0,SAN MIGUEL,5,5,posicion_suelo,1.0
013-112-10,[80],1,['139007'],1,EU,EU,8.0,13.0,112.0,10.0,ABI HORECA,80,80,posicion_rack,1.0
013-112-20,[4],1,['123012'],1,EU,EU,3.0,13.0,112.0,20.0,SOLAN,4,4,posicion_rack,1.0
013-112-30,[23],1,['31013'],1,EU,EU,5.0,13.0,112.0,30.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
013-113-00,[3],1,['31021'],1,EU,EU,52.0,13.0,113.0,0.0,ALHAMBRA,3,3,posicion_rack,1.0
013-113-10,[95],1,['84040'],1,EU,EU,317.0,13.0,113.0,10.0,INNOVACION,95,95,posicion_rack,1.0
013-113-20,[21],1,['128028'],1,EU,EU,2.0,13.0,113.0,20.0,MIXTA,21,21,posicion_rack,1.0
013-113-30,[21],1,['128028'],1,EU,EU,2.0,13.0,113.0,30.0,MIXTA,21,21,posicion_rack,1.0
013-114-00,[64],1,['92083'],1,suelo_estandar,00,1.0,13.0,114.0,0.0,CORONA,64,64,posicion_suelo,1.0
013-114-10,[4],1,['172211'],1,EU,EU,4.0,13.0,114.0,10.0,SOLAN,4,4,posicion_rack,1.0
013-114-20,[4],1,['91221'],1,EU,EU,1.0,13.0,114.0,20.0,SOLAN,4,4,posicion_rack,1.0
013-114-40,[82],1,['22212'],1,EU,EU,6.0,13.0,114.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
013-115-00,[3],1,['49050'],1,suelo_estandar,S,3.0,13.0,115.0,0.0,ALHAMBRA,3,3,posicion_suelo,1.0
013-115-10,[4],1,['146091'],1,EU,EU,240.0,13.0,115.0,10.0,SOLAN,4,4,posicion_rack,1.0
013-115-20,[4],1,['84004'],1,EU,EU,73.0,13.0,115.0,20.0,SOLAN,4,4,posicion_rack,1.0
013-115-30,[24],1,['143020'],1,EU,EU,28.0,13.0,115.0,30.0,MCC MADRID,24,24,posicion_rack,1.0
013-115-40,[82],1,['22211'],1,EU,EU,6.0,13.0,115.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
013-116-00,[6],1,['201117'],1,suelo_estandar,S,2.0,13.0,116.0,0.0,CRAFT,6,6,posicion_suelo,1.0
013-116-10,[4],1,['91057'],1,EU,EU,1.0,13.0,116.0,10.0,SOLAN,4,4,posicion_rack,1.0
013-116-20,[4],1,['122037'],1,EU,EU,1.0,13.0,116.0,20.0,SOLAN,4,4,posicion_rack,1.0
013-116-30,[23],1,['31013'],1,EU,EU,5.0,13.0,116.0,30.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
013-116-40,[4],1,['91057'],1,EU,EU,1.0,13.0,116.0,40.0,SOLAN,4,4,posicion_rack,1.0
013-117-00,[3],1,['31021'],1,EU,EU,52.0,13.0,117.0,0.0,ALHAMBRA,3,3,posicion_rack,1.0
013-117-10,[62],1,['91251'],1,EU,EU,1.0,13.0,117.0,10.0,MAHOU JOVEN,62,62,posicion_rack,1.0
013-117-20,[4],1,['106006'],1,EU,EU,2.0,13.0,117.0,20.0,SOLAN,4,4,posicion_rack,1.0
013-117-30,[24],1,['143020'],1,EU,EU,28.0,13.0,117.0,30.0,MCC MADRID,24,24,posicion_rack,1.0
013-118-00,[23],1,['142001'],1,suelo_estandar,S,3.0,13.0,118.0,0.0,MAHOU-MARKETING OCIO,23,23,posicion_suelo,1.0
013-118-10,[4],1,['123003'],1,EU,EU,4.0,13.0,118.0,10.0,SOLAN,4,4,posicion_rack,1.0
013-118-20,[23],1,['34012'],1,EU,EU,2.0,13.0,118.0,20.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
013-118-30,[4],1,['87017'],1,EU,EU,12.0,13.0,118.0,30.0,SOLAN,4,4,posicion_rack,1.0
013-118-40,[4],1,['44065'],1,EU,EU,1.0,13.0,118.0,40.0,SOLAN,4,4,posicion_rack,1.0
013-119-00,[3],1,['31021'],1,EU,EU,52.0,13.0,119.0,0.0,ALHAMBRA,3,3,posicion_rack,1.0
013-119-10,[23],1,['36003'],1,EU,EU,10.0,13.0,119.0,10.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
013-119-20,[24],1,['33053'],1,EU,EU,1.0,13.0,119.0,20.0,MCC MADRID,24,24,posicion_rack,1.0
013-119-30,[21],1,['128028'],1,EU,EU,2.0,13.0,119.0,30.0,MIXTA,21,21,posicion_rack,1.0
013-119-40,[82],1,['22212'],1,EU,EU,6.0,13.0,119.0,40.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
013-120-20,[34],1,['84116'],1,EU,EU,5.0,13.0,120.0,20.0,CUENTAS NACIONALES,34,34,posicion_rack,1.0
013-120-30,[24],1,['143020'],1,EU,EU,23.0,13.0,120.0,30.0,MCC MADRID,24,24,posicion_rack,1.0
013-120-40,[24],1,['143020'],1,EU,EU,28.0,13.0,120.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
013-121-10,[4],1,['124043'],1,EU,EU,107.0,13.0,121.0,10.0,SOLAN,4,4,posicion_rack,1.0
013-121-20,[5],1,['91130'],1,EU,EU,1.0,13.0,121.0,20.0,SAN MIGUEL,5,5,posicion_rack,1.0
013-121-30,[21],1,['128028'],1,EU,EU,2.0,13.0,121.0,30.0,MIXTA,21,21,posicion_rack,1.0
013-122-10,[4],1,['174033'],1,EU,EU,3.0,13.0,122.0,10.0,SOLAN,4,4,posicion_rack,1.0
013-122-20,[23],1,['34061'],1,EU,EU,1.0,13.0,122.0,20.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
013-122-30,[24],1,['143020'],1,EU,EU,28.0,13.0,122.0,30.0,MCC MADRID,24,24,posicion_rack,1.0
013-122-40,[24],1,['31147'],1,EU,EU,28.0,13.0,122.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
013-123-00,[3],1,['31021'],1,EU,EU,52.0,13.0,123.0,0.0,ALHAMBRA,3,3,posicion_rack,1.0
013-123-20,[4],1,['34008'],1,EU,EU,3.0,13.0,123.0,20.0,SOLAN,4,4,posicion_rack,1.0
013-123-30,[21],1,['128028'],1,EU,EU,2.0,13.0,123.0,30.0,MIXTA,21,21,posicion_rack,1.0
013-123-40,[95],1,['84026'],1,EU,EU,17.0,13.0,123.0,40.0,INNOVACION,95,95,posicion_rack,1.0
013-124-10,[23],1,['31013'],1,EU,EU,7.0,13.0,124.0,10.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
013-124-20,[4],1,['74000'],1,EU,EU,104.0,13.0,124.0,20.0,SOLAN,4,4,posicion_rack,1.0
013-124-30,[24],1,['31118'],1,EU,EU,24.0,13.0,124.0,30.0,MCC MADRID,24,24,posicion_rack,1.0
013-124-40,[24],1,['31147'],1,EU,EU,28.0,13.0,124.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
013-125-00,[3],1,['31021'],1,EU,EU,52.0,13.0,125.0,0.0,ALHAMBRA,3,3,posicion_rack,1.0
013-125-10,[5],1,['49012'],1,EU,EU,1.0,13.0,125.0,10.0,SAN MIGUEL,5,5,posicion_rack,1.0
013-125-20,[24],1,['32007'],1,EU,EU,2.0,13.0,125.0,20.0,MCC MADRID,24,24,posicion_rack,1.0
013-125-30,[21],1,['128028'],1,EU,EU,1.0,13.0,125.0,30.0,MIXTA,21,21,posicion_rack,1.0
013-125-40,[95],1,['72112'],1,EU,EU,3.0,13.0,125.0,40.0,INNOVACION,95,95,posicion_rack,1.0
013-126-10,[4],1,['143148'],1,EU,EU,6.0,13.0,126.0,10.0,SOLAN,4,4,posicion_rack,1.0
013-126-30,[24],1,['143020'],1,EU,EU,17.0,13.0,126.0,30.0,MCC MADRID,24,24,posicion_rack,1.0
013-126-40,[24],1,['31147'],1,EU,EU,28.0,13.0,126.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
014-001-00,[89],1,['128259'],1,suelo_250,S,1.0,14.0,1.0,0.0,BRAND MANAGEMENT MERCADO,89,89,posicion_suelo,1.0
014-001-10,[3],1,['75028'],1,EU,EU,9.0,14.0,1.0,10.0,ALHAMBRA,3,3,posicion_rack,1.0
014-001-20,[3],1,['63014'],1,EU,EU,740.0,14.0,1.0,20.0,ALHAMBRA,3,3,posicion_rack,1.0
014-001-30,[3],1,['75028'],1,EU,EU,7.0,14.0,1.0,30.0,ALHAMBRA,3,3,posicion_rack,1.0
014-001-40,[95],1,['71169'],1,EU,EU,644.0,14.0,1.0,40.0,INNOVACION,95,95,posicion_rack,1.0
014-002-00,[3],1,['93074'],1,suelo_250,S,1.0,14.0,2.0,0.0,ALHAMBRA,3,3,posicion_suelo,1.0
014-002-10,[3],1,['75029'],1,EU,EU,18.0,14.0,2.0,10.0,ALHAMBRA,3,3,posicion_rack,1.0
014-002-20,[5],1,['62016'],1,EU,EU,802.0,14.0,2.0,20.0,SAN MIGUEL,5,5,posicion_rack,1.0
014-002-30,[3],1,['75029'],1,EU,EU,8.0,14.0,2.0,30.0,ALHAMBRA,3,3,posicion_rack,1.0
014-002-40,[30],1,['63014'],1,EU,EU,924.0,14.0,2.0,40.0,EVENTOS COMERCIALES,30,30,posicion_rack,1.0
014-003-00,[32],1,['94001'],1,suelo_250,EU,4.0,14.0,3.0,0.0,MCC CENTRO - OESTE,32,32,posicion_suelo,1.0
014-003-10,[3],1,['63017'],1,EU,EU,761.0,14.0,3.0,10.0,ALHAMBRA,3,3,posicion_rack,1.0
014-003-20,[30],1,['71165'],1,EU,EU,300.0,14.0,3.0,20.0,EVENTOS COMERCIALES,30,30,posicion_rack,1.0
014-003-30,[3],1,['63016'],1,EU,EU,864.0,14.0,3.0,30.0,ALHAMBRA,3,3,posicion_rack,1.0
014-003-40,[95],1,['71169'],1,EU,EU,636.0,14.0,3.0,40.0,INNOVACION,95,95,posicion_rack,1.0
014-004-00,[30],1,['41066'],1,suelo_250,S,1.0,14.0,4.0,0.0,EVENTOS COMERCIALES,30,30,posicion_suelo,1.0
014-004-10,[23],1,['75014'],1,EU,EU,5.0,14.0,4.0,10.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
014-004-20,[30],1,['63014'],1,EU,EU,599.0,14.0,4.0,20.0,EVENTOS COMERCIALES,30,30,posicion_rack,1.0
014-004-30,[96],1,['61016'],1,EU,EU,900.0,14.0,4.0,30.0,VENUES,96,96,posicion_rack,1.0
014-004-40,[96],1,['61016'],1,EU,EU,1.0,14.0,4.0,40.0,VENUES,96,96,posicion_rack,1.0
014-005-10,[23],1,['72119'],1,EU,EU,6.0,14.0,5.0,10.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
014-005-20,[30],1,['62039'],1,EU,EU,766.0,14.0,5.0,20.0,EVENTOS COMERCIALES,30,30,posicion_rack,1.0
014-005-30,[3],1,['63016'],1,EU,EU,864.0,14.0,5.0,30.0,ALHAMBRA,3,3,posicion_rack,1.0
014-005-40,[24],1,['61016'],1,EU,EU,172.0,14.0,5.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
014-006-00,[4],1,['161028'],1,suelo_250,S,1.0,14.0,6.0,0.0,SOLAN,4,4,posicion_suelo,1.0
014-006-20,[3],1,['63018'],1,EU,EU,672.0,14.0,6.0,20.0,ALHAMBRA,3,3,posicion_rack,1.0
014-006-30,[23],1,['72130'],1,EU,EU,11.0,14.0,6.0,30.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
014-006-40,[3],1,['63001'],1,EU,EU,744.0,14.0,6.0,40.0,ALHAMBRA,3,3,posicion_rack,1.0
014-007-20,[96],1,['71118'],1,EU,EU,196.0,14.0,7.0,20.0,VENUES,96,96,posicion_rack,1.0
014-007-30,[3],1,['63014'],1,EU,EU,1.0,14.0,7.0,30.0,ALHAMBRA,3,3,posicion_rack,1.0
014-008-00,[5],1,['41027'],1,suelo_250,S,2.0,14.0,8.0,0.0,SAN MIGUEL,5,5,posicion_suelo,1.0
014-008-30,[95],1,['71171'],1,EU,EU,768.0,14.0,8.0,30.0,INNOVACION,95,95,posicion_rack,1.0
014-008-40,[3],1,['75029'],1,EU,EU,13.0,14.0,8.0,40.0,ALHAMBRA,3,3,posicion_rack,1.0
014-009-00,[30],1,['41067'],1,suelo_250,EU,1.0,14.0,9.0,0.0,EVENTOS COMERCIALES,30,30,posicion_suelo,1.0
014-009-30,[4],1,['71120'],1,EU,EU,1.0,14.0,9.0,30.0,SOLAN,4,4,posicion_rack,1.0
014-009-40,[23],1,['61031'],1,EU,EU,470.0,14.0,9.0,40.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
014-010-00,[30],1,['41068'],1,suelo_250,S,2.0,14.0,10.0,0.0,EVENTOS COMERCIALES,30,30,posicion_suelo,1.0
014-010-10,[3],1,['63007'],1,EU,EU,949.0,14.0,10.0,10.0,ALHAMBRA,3,3,posicion_rack,1.0
014-010-20,[30],1,['61012'],1,EU,EU,180.0,14.0,10.0,20.0,EVENTOS COMERCIALES,30,30,posicion_rack,1.0
014-010-30,[95],1,['71169'],1,EU,EU,768.0,14.0,10.0,30.0,INNOVACION,95,95,posicion_rack,1.0
014-010-40,[95],1,['71169'],1,EU,EU,768.0,14.0,10.0,40.0,INNOVACION,95,95,posicion_rack,1.0
014-011-00,[34],1,['41066'],1,suelo_250,S,2.0,14.0,11.0,0.0,CUENTAS NACIONALES,34,34,posicion_suelo,1.0
014-011-20,[96],1,['62016'],1,EU,EU,1.0,14.0,11.0,20.0,VENUES,96,96,posicion_rack,1.0
014-011-30,[96],1,['61016'],1,EU,EU,925.0,14.0,11.0,30.0,VENUES,96,96,posicion_rack,1.0
014-012-10,[23],1,['61007'],1,EU,EU,970.0,14.0,12.0,10.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
014-012-20,[77],1,['65070'],1,EU,EU,659.0,14.0,12.0,20.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD,77,77,posicion_rack,1.0
014-012-30,[96],1,['63014'],1,EU,EU,960.0,14.0,12.0,30.0,VENUES,96,96,posicion_rack,1.0
014-012-40,[96],1,['62016'],1,EU,EU,1.0,14.0,12.0,40.0,VENUES,96,96,posicion_rack,1.0
014-013-09,[3],1,['63015'],1,balda_9h,BD,96.0,14.0,13.0,9.0,ALHAMBRA,3,3,subhueco_balda,0.1111111111111111
014-013-10,[24],1,['61007'],1,EU,EU,594.0,14.0,13.0,10.0,MCC MADRID,24,24,posicion_rack,1.0
014-013-20,[96],1,['61016'],1,EU,EU,1.0,14.0,13.0,20.0,VENUES,96,96,posicion_rack,1.0
014-013-30,[82],1,['72090'],1,EU,EU,8.0,14.0,13.0,30.0,BRUTUS DESARROLLO COMERCIAL,82,82,posicion_rack,1.0
014-013-40,[24],1,['72127'],1,EU,EU,5.0,14.0,13.0,40.0,MCC MADRID,24,24,posicion_rack,1.0
014-014-08,[61],1,['61051'],1,balda_9h,BD,36.0,14.0,14.0,8.0,MAHOU CORPORATIVO,61,61,subhueco_balda,0.1111111111111111
014-014-09,[34],1,['75033'],1,balda_9h,BD,4.0,14.0,14.0,9.0,CUENTAS NACIONALES,34,34,subhueco_balda,0.1111111111111111
014-014-20,[96],1,['62016'],1,EU,EU,1.0,14.0,14.0,20.0,VENUES,96,96,posicion_rack,1.0
014-014-30,[30],1,['61016'],1,EU,EU,1.0,14.0,14.0,30.0,EVENTOS COMERCIALES,30,30,posicion_rack,1.0
014-014-40,[96],1,['63014'],1,EU,EU,1.0,14.0,14.0,40.0,VENUES,96,96,posicion_rack,1.0
014-015-20,[5],1,['62005'],1,EU,EU,396.0,14.0,15.0,20.0,SAN MIGUEL,5,5,posicion_rack,1.0
014-015-30,[30],1,['63014'],1,EU,EU,718.0,14.0,15.0,30.0,EVENTOS COMERCIALES,30,30,posicion_rack,1.0
014-015-40,[30],1,['63014'],1,EU,EU,873.0,14.0,15.0,40.0,EVENTOS COMERCIALES,30,30,posicion_rack,1.0
014-016-00,[89],1,['92140'],1,suelo_126,S,1.0,14.0,16.0,0.0,BRAND MANAGEMENT MERCADO,89,89,posicion_suelo,1.0
014-016-07,[23],1,['71074'],1,balda_9h,BD,23.0,14.0,16.0,7.0,MAHOU-MARKETING OCIO,23,23,subhueco_balda,0.1111111111111111
014-016-08,[80],1,['71137'],1,balda_9h,BD,60.0,14.0,16.0,8.0,ABI HORECA,80,80,subhueco_balda,0.1111111111111111
014-016-09,[24],1,['72010'],1,balda_9h,BD,4.0,14.0,16.0,9.0,MCC MADRID,24,24,subhueco_balda,0.1111111111111111
014-016-10,[5],1,['71164'],1,EU,EU,536.0,14.0,16.0,10.0,SAN MIGUEL,5,5,posicion_rack,1.0
014-016-20,[6],1,['71167'],1,EU,EU,576.0,14.0,16.0,20.0,CRAFT,6,6,posicion_rack,1.0
014-016-30,[5],1,['62016'],1,EU,EU,616.0,14.0,16.0,30.0,SAN MIGUEL,5,5,posicion_rack,1.0
014-016-40,[96],1,['61016'],1,EU,EU,1.0,14.0,16.0,40.0,VENUES,96,96,posicion_rack,1.0
014-017-09,[30],1,['75033'],1,balda_9h,BD,3.0,14.0,17.0,9.0,EVENTOS COMERCIALES,30,30,subhueco_balda,0.1111111111111111
014-017-20,[96],1,['65071'],1,EU,EU,269.0,14.0,17.0,20.0,VENUES,96,96,posicion_rack,1.0
014-017-30,[24],1,['72127'],1,EU,EU,5.0,14.0,17.0,30.0,MCC MADRID,24,24,posicion_rack,1.0
014-017-40,[29],1,['61055'],1,EU,EU,276.0,14.0,17.0,40.0,MAHOU FUTBOL,29,29,posicion_rack,1.0
014-018-00,[23],1,['92130'],1,suelo_126,S,1.0,14.0,18.0,0.0,MAHOU-MARKETING OCIO,23,23,posicion_suelo,1.0
014-018-07,[5],1,['74014'],1,balda_9h,BD,24.0,14.0,18.0,7.0,SAN MIGUEL,5,5,subhueco_balda,0.1111111111111111
014-018-08,[5],1,['65015'],1,balda_9h,BD,63.0,14.0,18.0,8.0,SAN MIGUEL,5,5,subhueco_balda,0.1111111111111111
014-018-09,[5],1,['62009'],1,balda_9h,BD,46.0,14.0,18.0,9.0,SAN MIGUEL,5,5,subhueco_balda,0.1111111111111111
014-018-10,[95],1,['71169'],1,EU,EU,840.0,14.0,18.0,10.0,INNOVACION,95,95,posicion_rack,1.0
014-018-20,[96],1,['72128'],1,EU,EU,9.0,14.0,18.0,20.0,VENUES,96,96,posicion_rack,1.0
014-018-30,[5],1,['62016'],1,EU,EU,840.0,14.0,18.0,30.0,SAN MIGUEL,5,5,posicion_rack,1.0
014-018-40,[96],1,['63014'],1,EU,EU,1.0,14.0,18.0,40.0,VENUES,96,96,posicion_rack,1.0
014-019-09,[3],1,['75036'],1,balda_9h,BD,200.0,14.0,19.0,9.0,ALHAMBRA,3,3,subhueco_balda,0.1111111111111111
014-019-10,[95],1,['75035'],1,EU,EU,10.0,14.0,19.0,10.0,INNOVACION,95,95,posicion_rack,1.0
014-019-20,[23],1,['61012'],1,EU,EU,804.0,14.0,19.0,20.0,MAHOU-MARKETING OCIO,23,23,posicion_rack,1.0
014-019-30,[96],1,['61016'],1,EU,EU,1.0,14.0,19.0,30.0,VENUES,96,96,posicion_rack,1.0
014-019-40,[96],1,['63014'],1,EU,EU,903.0,14.0,19.0,40.0,VENUES,96,96,posicion_rack,1.0
014-020-00,[3],1,['92120'],1,suelo_126,S,2.0,14.0,20.0,0.0,ALHAMBRA,3,3,posicion_suelo,1.0
014-020-07,[3],1,['71138'],1,balda_9h,BD,75.0,14.0,20.0,7.0,ALHAMBRA,3,3,subhueco_balda,0.1111111111111111
014-020-09,[14],1,['71107'],1,balda_9h,BD,48.0,14.0,20.0,9.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
014-020-20,[3],1,['63000'],1,EU,EU,612.0,14.0,20.0,20.0,ALHAMBRA,3,3,posicion_rack,1.0
014-020-30,[5],1,['62016'],1,EU,EU,589.0,14.0,20.0,30.0,SAN MIGUEL,5,5,posicion_rack,1.0
014-020-40,[96],1,['61016'],1,EU,EU,849.0,14.0,20.0,40.0,VENUES,96,96,posicion_rack,1.0
014-021-09,[23],1,['71039'],1,balda_9h,BD,60.0,14.0,21.0,9.0,MAHOU-MARKETING OCIO,23,23,subhueco_balda,0.1111111111111111
014-021-30,[96],1,['61016'],1,EU,EU,924.0,14.0,21.0,30.0,VENUES,96,96,posicion_rack,1.0
014-021-40,[96],1,['63014'],1,EU,EU,924.0,14.0,21.0,40.0,VENUES,96,96,posicion_rack,1.0
014-022-00,[3],1,['92120'],1,suelo_126,S,3.0,14.0,22.0,0.0,ALHAMBRA,3,3,posicion_suelo,1.0
014-022-07,[32],1,['72092'],1,balda_9h,BD,63.0,14.0,22.0,7.0,MCC CENTRO - OESTE,32,32,subhueco_balda,0.1111111111111111
014-022-08,[3],1,['71115'],1,balda_9h,BD,10.0,14.0,22.0,8.0,ALHAMBRA,3,3,subhueco_balda,0.1111111111111111
014-022-09,[3],1,['75037'],1,balda_9h,BD,200.0,14.0,22.0,9.0,ALHAMBRA,3,3,subhueco_balda,0.1111111111111111
014-022-20,[4],1,['71009'],1,EU,EU,328.0,14.0,22.0,20.0,SOLAN,4,4,posicion_rack,1.0
014-022-30,[95],1,['71169'],1,EU,EU,768.0,14.0,22.0,30.0,INNOVACION,95,95,posicion_rack,1.0
014-022-40,[96],1,['62016'],1,EU,EU,828.0,14.0,22.0,40.0,VENUES,96,96,posicion_rack,1.0
014-023-09,[6],1,['71160'],1,balda_9h,BD,63.0,14.0,23.0,9.0,CRAFT,6,6,subhueco_balda,0.1111111111111111
014-023-20,[6],1,['71167'],1,EU,EU,576.0,14.0,23.0,20.0,CRAFT,6,6,posicion_rack,1.0
014-023-30,[96],1,['61016'],1,EU,EU,828.0,14.0,23.0,30.0,VENUES,96,96,posicion_rack,1.0
014-023-40,[96],1,['61016'],1,EU,EU,1.0,14.0,23.0,40.0,VENUES,96,96,posicion_rack,1.0
