ubicacion,owners,owner_count,articles,article_count,tipologia,width_mode,stock_pal_total,pasillo,columna,altura,denominacion_propietario,assigned_owner,owner_bucket,unit_resultante,eu_equivalente_factor
010-075-40,[5],1,"['143010', '143015']",2,EU,EU,12.0,10.0,75.0,40.0,NOMBRE,5,5,posicion_rack,1.0
010-076-00,[3],1,['54041'],1,suelo_250,S,2.0,10.0,76.0,0.0,ALHAMBRA,3,3,posicion_suelo,1.0
010-076-10,[96],1,"['181220', '181221']",2,EU,EU,14.0,10.0,76.0,10.0,NOMBRE,96,96,posicion_rack,1.0
010-076-20,[3],1,"['109098', '112023', '112049', '161133', '42065', '49014', '49030', '54108', '84008', '86051', '87050', '89110']",12,EU,EU,82.0,10.0,76.0,20.0,NOMBRE,3,3,posicion_rack,1.0
010-076-30,[77],1,"['141039', '141061', '189033']",3,EU,EU,10.0,10.0,76.0,30.0,NOMBRE,77,77,posicion_rack,1.0
010-076-40,[4],1,"['108001', '108002', '108003', '108004', '108005']",5,EU,EU,71.0,10.0,76.0,40.0,NOMBRE,4,4,posicion_rack,1.0
010-077-10,[80],1,"['126110', '126111', '129061', '129087', '172188', '172189', '172190', '83144', '86151', '89097']",10,EU,EU,176.0,10.0,77.0,10.0,NOMBRE,80,80,posicion_rack,1.0
010-077-20,[23],1,"['102641', '103214', '106310', '113080', '123014', '123027', '123118', '132065', '149058', '162047', '192054', '206110', '206111', '206112', '209048', '86154']",16,EU,EU,1306.0,10.0,77.0,20.0,NOMBRE,23,23,posicion_rack,1.0
010-077-30,[5],1,"['124144', '133112', '133114', '133115', '133116', '181208']",6,EU,EU,1351.0,10.0,77.0,30.0,NOMBRE,5,5,posicion_rack,1.0
010-077-40,[5],1,"['107107', '108041', '108042', '113008', '113010', '113011', '122019', '122020', '132048', '133100', '145022', '43027', '44012', '86034']",14,EU,EU,263.0,10.0,77.0,40.0,NOMBRE,5,5,posicion_rack,1.0
010-078-00,[3],1,['172220'],1,suelo_250,S,1.0,10.0,78.0,0.0,ALHAMBRA,3,3,posicion_suelo,1.0
010-078-10,[24],1,"['121068', '127011', '134006', '134007', '172019', '172148', '201027', '201030', '21048', '32033', '84002', '84024']",12,EU,EU,1113.0,10.0,78.0,10.0,NOMBRE,24,24,posicion_rack,1.0
010-078-20,[95],1,"['102738', '102739', '102740', '102741', '128257', '129138', '133220', '133224', '133226', '133227', '133228', '133229', '133230', '133231', '191072']",15,EU,EU,1769.0,10.0,78.0,20.0,INNOVACION,95,95,posicion_rack,1.0
010-078-30,[14],1,"['106333', '132008']",2,EU,EU,118.0,10.0,78.0,30.0,NOMBRE,14,14,posicion_rack,1.0
010-078-40,[4],1,"['102164', '102165', '102715', '102716', '103044', '103045', '103401', '105105', '105106', '106666', '109046', '132047', '133024', '133042', '133192', '145107', '146016', '154930', '166005', '166006', '71060', '86095']",22,EU,EU,673.0,10.0,78.0,40.0,NOMBRE,4,4,posicion_rack,1.0
010-079-01,[14],1,['131132'],1,balda_9h,BD,25.0,10.0,79.0,1.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-079-02,[5],1,['159019'],1,balda_9h,BD,12.0,10.0,79.0,2.0,SAN MIGUEL,5,5,subhueco_balda,0.1111111111111111
010-079-03,[5],1,['102241'],1,balda_9h,BD,35.0,10.0,79.0,3.0,SAN MIGUEL,5,5,subhueco_balda,0.1111111111111111
010-079-04,[5],1,['89114'],1,balda_9h,BD,20.0,10.0,79.0,4.0,SAN MIGUEL,5,5,subhueco_balda,0.1111111111111111
010-079-05,[14],1,['111037'],1,balda_9h,BD,40.0,10.0,79.0,5.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-079-06,[5],1,['107138'],1,balda_9h,BD,6.0,10.0,79.0,6.0,SAN MIGUEL,5,5,subhueco_balda,0.1111111111111111
010-079-07,[5],1,['102242'],1,balda_9h,BD,15.0,10.0,79.0,7.0,SAN MIGUEL,5,5,subhueco_balda,0.1111111111111111
010-079-08,[14],1,['113054'],1,balda_9h,BD,13.0,10.0,79.0,8.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-079-09,[14],1,['72101'],1,balda_9h,BD,24.0,10.0,79.0,9.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-079-10,[12],1,"['106038', '39000', '39001', '39002', '991142']",5,EU,EU,145.0,10.0,79.0,10.0,NOMBRE,12,12,posicion_rack,1.0
010-079-20,[77],1,"['65004', '71135', '84017', '84096', '84098', '84101']",6,EU,EU,76.0,10.0,79.0,20.0,NOMBRE,77,77,posicion_rack,1.0
010-079-30,[3],1,"['122160', '122161', '122162', '122163', '124045', '124225', '127061', '143111', '143112', '147033', '147034', '161154', '172033', '81026', '81047', '81048', '81051', '82008', '83150', '85002', '85009', '85029', '85030', '85031', '86065', '86082', '86173']",27,EU,EU,887.0,10.0,79.0,30.0,NOMBRE,3,3,posicion_rack,1.0
010-079-40,[3],1,"['121007', '122056', '123048', '145086', '145090', '145091', '145092', '145093', '145095', '145096', '145100', '145106', '145114', '145115', '145118', '145122', '145123', '145127', '145128', '145129', '145132', '145133', '45089', '45090', '45091', '54119']",26,EU,EU,140.0,10.0,79.0,40.0,NOMBRE,3,3,posicion_rack,1.0
010-080-00,[5],1,['174126'],1,suelo_250,S,4.0,10.0,80.0,0.0,SAN MIGUEL,5,5,posicion_suelo,1.0
010-080-10,[34],1,"['123096', '132087', '132088', '142047', '145104', '145106', '172013', '174082', '181235', '84008', '84072']",11,EU,EU,82.0,10.0,80.0,10.0,NOMBRE,34,34,posicion_rack,1.0
010-080-20,[4],1,"['18060', '18062', '18067', '18068', '18087']",5,EU,EU,132.0,10.0,80.0,20.0,NOMBRE,4,4,posicion_rack,1.0
010-080-30,[5],1,"['102750', '103352', '103353', '103354', '103355']",5,EU,EU,33.0,10.0,80.0,30.0,NOMBRE,5,5,posicion_rack,1.0
010-080-40,[95],1,"['131168', '86177']",2,EU,EU,175.0,10.0,80.0,40.0,INNOVACION,95,95,posicion_rack,1.0
010-081-01,[96],1,['143021'],1,balda_9h,BD,3.0,10.0,81.0,1.0,VENUES,96,96,subhueco_balda,0.1111111111111111
010-081-02,[14],1,['133081'],1,balda_9h,BD,10.0,10.0,81.0,2.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-081-03,[14],1,['61047'],1,balda_9h,BD,11.0,10.0,81.0,3.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-081-04,[14],1,['111035'],1,balda_9h,BD,23.0,10.0,81.0,4.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-081-05,[14],1,['71042'],1,balda_9h,BD,5.0,10.0,81.0,5.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-081-06,[14],1,['126115'],1,balda_9h,BD,130.0,10.0,81.0,6.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-081-07,[3],1,['103190'],1,balda_9h,BD,5.0,10.0,81.0,7.0,ALHAMBRA,3,3,subhueco_balda,0.1111111111111111
010-081-08,[14],1,['115142'],1,balda_9h,BD,66.0,10.0,81.0,8.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-081-09,[3],1,['161684'],1,balda_9h,BD,1.0,10.0,81.0,9.0,ALHAMBRA,3,3,subhueco_balda,0.1111111111111111
010-081-10,[3],1,"['113086', '121006', '127029', '147010', '147021', '159020', '172225', '204088', '42092', '71045', '81026', '83001', '83006', '86086', '86114', '86181', '86195', '87005', '87054']",19,EU,EU,411.0,10.0,81.0,10.0,NOMBRE,3,3,posicion_rack,1.0
010-081-20,[23],1,"['105021', '109100', '127060', '133008', '133205', '139013', '164006', '169008', '184259', '184260', '187178', '209024', '32003', '51028', '59010', '72008']",16,EU,EU,1185.0,10.0,81.0,20.0,NOMBRE,23,23,posicion_rack,1.0
010-081-30,[4],1,"['107157', '107158', '127012', '133123', '141118', '149046', '161191', '161192', '174098', '174129', '192010', '51005', '82019', '82022', '83003', '83004', '85013']",17,EU,EU,96.0,10.0,81.0,30.0,NOMBRE,4,4,posicion_rack,1.0
010-081-40,[23],1,"['102578', '102718', '102719', '102773', '102774', '103575', '103579', '103602', '103603', '103604', '103605', '105111', '105112', '105113', '105114', '109326', '134037', '142119', '151159', '32139']",20,EU,EU,129.0,10.0,81.0,40.0,NOMBRE,23,23,posicion_rack,1.0
010-082-00,[5],1,['174097'],1,suelo_250,S,2.0,10.0,82.0,0.0,SAN MIGUEL,5,5,posicion_suelo,1.0
010-082-10,[5],1,"['102685', '102686', '103563', '103564', '105094', '105096', '105097', '108044', '108045', '122182', '123105', '126075', '141140', '141141', '172046', '181222', '184247', '184248', '62040', '87057']",20,EU,EU,289.0,10.0,82.0,10.0,NOMBRE,5,5,posicion_rack,1.0
010-082-20,[4],1,"['123115', '151021', '18421', '21046', '21207', '21208', '87046', '991018']",8,EU,EU,26.0,10.0,82.0,20.0,NOMBRE,4,4,posicion_rack,1.0
010-082-30,[12],1,"['102250', '102251', '103335', '103336']",4,EU,EU,223.0,10.0,82.0,30.0,NOMBRE,12,12,posicion_rack,1.0
010-082-40,[95],1,"['123075', '123076', '124004', '124238', '129056', '133075', '143090', '153009', '153010', '153011', '189011', '54086', '86034']",13,EU,EU,120.0,10.0,82.0,40.0,NOMBRE,95,95,posicion_rack,1.0
010-083-01,[3],1,['169003'],1,balda_9h,BD,21.0,10.0,83.0,1.0,ALHAMBRA,3,3,subhueco_balda,0.1111111111111111
010-083-02,[3],1,['201118'],1,balda_9h,BD,1.0,10.0,83.0,2.0,ALHAMBRA,3,3,subhueco_balda,0.1111111111111111
010-083-03,[24],1,['51149'],1,balda_9h,BD,1.0,10.0,83.0,3.0,MCC MADRID,24,24,subhueco_balda,0.1111111111111111
010-083-04,[14],1,['103030'],1,balda_9h,BD,11.0,10.0,83.0,4.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-083-05,[14],1,['61043'],1,balda_9h,BD,6.0,10.0,83.0,5.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-083-06,[14],1,['147008'],1,balda_9h,BD,10.0,10.0,83.0,6.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-083-07,[14],1,['51263'],1,balda_9h,BD,1.0,10.0,83.0,7.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-083-08,[14],1,['62022'],1,balda_9h,BD,60.0,10.0,83.0,8.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-083-09,[14],1,['61044'],1,balda_9h,BD,48.0,10.0,83.0,9.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-083-10,[3],1,"['149054', '149055', '149056', '149057', '151059', '174139']",6,EU,EU,609.0,10.0,83.0,10.0,NOMBRE,3,3,posicion_rack,1.0
010-083-20,[3],1,"['174153', '205249', '53027']",3,EU,EU,6.0,10.0,83.0,20.0,NOMBRE,3,3,posicion_rack,1.0
010-083-30,[29],1,"['106036', '131014', '131193']",3,EU,EU,571.0,10.0,83.0,30.0,NOMBRE,29,29,posicion_rack,1.0
010-083-40,[4],1,"['124101', '124102', '124245', '124246', '124247', '124248', '131075', '133119', '146015', '146109', '149033', '19045']",12,EU,EU,2160.0,10.0,83.0,40.0,NOMBRE,4,4,posicion_rack,1.0
010-084-00,[5],1,['174126'],1,suelo_250,S,1.0,10.0,84.0,0.0,SAN MIGUEL,5,5,posicion_suelo,1.0
010-084-10,[3],1,['127054'],1,EU,EU,1.0,10.0,84.0,10.0,NOMBRE,3,3,posicion_rack,1.0
010-084-20,[76],1,"['102744', '102745', '103600', '103601']",4,EU,EU,274.0,10.0,84.0,20.0,NOMBRE,76,76,posicion_rack,1.0
010-084-30,"[5, 51]",2,"['102166', '102167', '102168', '102169', '103047', '107011', '107012', '107013', '111028', '111029', '111030', '122016', '133011', '133022', '49015']",15,EU,EU,988.0,10.0,84.0,30.0,SAN MIGUEL,,sin_asignacion_segura,posicion_rack,1.0
010-084-40,[74],1,"['152184', '161008', '22200', '54133']",4,EU,EU,7.0,10.0,84.0,40.0,NOMBRE,74,74,posicion_rack,1.0
010-085-01,[21],1,['133039'],1,balda_9h,BD,371.0,10.0,85.0,1.0,MIXTA,21,21,subhueco_balda,0.1111111111111111
010-085-02,[3],1,['161019'],1,balda_9h,BD,3.0,10.0,85.0,2.0,ALHAMBRA,3,3,subhueco_balda,0.1111111111111111
010-085-04,[14],1,['114010'],1,balda_9h,BD,19.0,10.0,85.0,4.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-085-05,[14],1,['62064'],1,balda_9h,BD,18.0,10.0,85.0,5.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-085-06,[5],1,['103310'],1,balda_9h,BD,20.0,10.0,85.0,6.0,SAN MIGUEL,5,5,subhueco_balda,0.1111111111111111
010-085-07,[95],1,['133063'],1,balda_9h,BD,51.0,10.0,85.0,7.0,INNOVACION,95,95,subhueco_balda,0.1111111111111111
010-085-08,[14],1,['61045'],1,balda_9h,BD,12.0,10.0,85.0,8.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-085-09,[5],1,['89114'],1,balda_9h,BD,24.0,10.0,85.0,9.0,SAN MIGUEL,5,5,subhueco_balda,0.1111111111111111
010-085-10,[3],1,"['103113', '113087', '121007', '161200', '164019', '184225', '31154', '42022', '42023', '51003', '51006', '51032', '51033', '51034', '51226', '81009', '81033', '81164', '82014', '82036', '85002', '85003', '86012']",23,EU,EU,668.0,10.0,85.0,10.0,NOMBRE,3,3,posicion_rack,1.0
010-085-20,[61],1,"['102746', '102751', '102752', '102753', '102754', '102755', '102756', '102757', '102759', '102760', '102761', '102762', '102768', '102769', '102770', '102771', '103349', '103350', '103351', '103356', '103357', '103358', '103359', '103360', '103361', '103362', '103363', '103364', '103365', '103366', '103367', '103368', '103369', '103370', '103371', '103372', '103373', '103374', '103375', '103376', '103377', '103378']",42,EU,EU,420.0,10.0,85.0,20.0,NOMBRE,61,61,posicion_rack,1.0
010-085-30,[61],1,"['106350', '106351', '106352', '109324', '109325', '123114', '131014', '131193', '133237', '133238']",10,EU,EU,950.0,10.0,85.0,30.0,NOMBRE,61,61,posicion_rack,1.0
010-085-40,[61],1,"['102763', '102764', '102765', '102766', '102767', '102772', '103379', '103380', '103381', '103382', '103383', '103384', '107172', '107173', '107174', '107175', '107176', '107177', '107178', '107179', '107180', '107181', '107182', '107183', '107184', '107185', '107186', '107187', '107188', '107189', '186148']",31,EU,EU,310.0,10.0,85.0,40.0,NOMBRE,61,61,posicion_rack,1.0
010-086-10,"[5, 34]",2,"['103247', '103985', '112045', '122012', '122013', '122014', '131087', '131194', '146035', '146073', '146099', '182154', '186064', '205146', '31159', '51286', '62042']",17,EU,EU,1156.0,10.0,86.0,10.0,NOMBRE,,sin_asignacion_segura,posicion_rack,1.0
010-086-20,[34],1,"['124103', '131053', '172208', '172209', '184252', '205144', '205145', '51245', '51247', '75000', '75001']",11,EU,EU,738.0,10.0,86.0,20.0,NOMBRE,34,34,posicion_rack,1.0
010-086-30,[49],1,"['102601', '102602', '103210', '103211', '103212', '139010', '139011', '186122', '73006', '73007', '86159', '89107']",12,EU,EU,862.0,10.0,86.0,30.0,NOMBRE,49,49,posicion_rack,1.0
010-086-40,[76],1,"['184246', '33067', '33068', '35025', '44099']",5,EU,EU,8.0,10.0,86.0,40.0,NOMBRE,76,76,posicion_rack,1.0
010-087-01,[14],1,['102185'],1,balda_9h,BD,80.0,10.0,87.0,1.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-087-02,[62],1,['991135'],1,balda_9h,BD,1.0,10.0,87.0,2.0,MAHOU JOVEN,62,62,subhueco_balda,0.1111111111111111
010-087-03,[77],1,['109323'],1,balda_9h,BD,471.0,10.0,87.0,3.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD,77,77,subhueco_balda,0.1111111111111111
010-087-04,[14],1,['142018'],1,balda_9h,BD,1.0,10.0,87.0,4.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-087-05,[14],1,['103036'],1,balda_9h,BD,29.0,10.0,87.0,5.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-087-06,[14],1,['103034'],1,balda_9h,BD,26.0,10.0,87.0,6.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-087-07,[14],1,['103035'],1,balda_9h,BD,61.0,10.0,87.0,7.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-087-08,[14],1,['103037'],1,balda_9h,BD,11.0,10.0,87.0,8.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-087-09,[14],1,['103100'],1,balda_9h,BD,2.0,10.0,87.0,9.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-087-10,[6],1,['124289'],1,EU,EU,3.0,10.0,87.0,10.0,NOMBRE,6,6,posicion_rack,1.0
010-087-20,[82],1,"['102628', '103238', '103242']",3,EU,EU,211.0,10.0,87.0,20.0,NOMBRE,82,82,posicion_rack,1.0
010-087-30,[14],1,"['143042', '32010', '32013', '32020']",4,EU,EU,10.0,10.0,87.0,30.0,NOMBRE,14,14,posicion_rack,1.0
010-087-40,[76],1,"['161184', '184245', '21218', '21219', '21222', '34070', '36040', '45088', '51358']",9,EU,EU,13.0,10.0,87.0,40.0,,76,76,posicion_rack,1.0
010-088-00,[3],1,['91269'],1,suelo_250,S,1.0,10.0,88.0,0.0,ALHAMBRA,3,3,posicion_suelo,1.0
010-088-10,[89],1,"['108043', '121505', '122164', '122165', '124235', '126007', '129083', '133029', '145110', '149059', '152032', '162038', '164018', '172193', '186113', '186114', '186115', '186116', '186117', '186118', '186119', '186120', '186121', '186142', '51066', '51403', '82026', '89107']",28,EU,EU,1590.0,10.0,88.0,10.0,NOMBRE,89,89,posicion_rack,1.0
010-088-20,[49],1,"['125120', '125121', '125122', '125123', '125124', '125125', '125146', '125247', '171130', '186124', '186125', '186126', '186127', '186128', '186129', '186130', '186131', '186132', '186133', '186134', '186135', '186136', '186137', '189023', '189024', '189026', '189027', '189028', '191065', '86163', '86164', '86167']",32,EU,EU,7843.0,10.0,88.0,20.0,NOMBRE,49,49,posicion_rack,1.0
010-088-30,[95],1,"['152026', '32099']",2,EU,EU,3.0,10.0,88.0,30.0,NOMBRE,95,95,posicion_rack,1.0
010-088-40,[14],1,"['142018', '142032', '173003']",3,EU,EU,34.0,10.0,88.0,40.0,NOMBRE,14,14,posicion_rack,1.0
010-089-01,[3],1,['102585'],1,balda_9h,BD,4.0,10.0,89.0,1.0,ALHAMBRA,3,3,subhueco_balda,0.1111111111111111
010-089-02,[3],1,['102584'],1,balda_9h,BD,10.0,10.0,89.0,2.0,ALHAMBRA,3,3,subhueco_balda,0.1111111111111111
010-089-03,[3],1,['103198'],1,balda_9h,BD,5.0,10.0,89.0,3.0,ALHAMBRA,3,3,subhueco_balda,0.1111111111111111
010-089-04,[3],1,['103249'],1,balda_9h,BD,5.0,10.0,89.0,4.0,ALHAMBRA,3,3,subhueco_balda,0.1111111111111111
010-089-05,[3],1,['102215'],1,balda_9h,BD,2.0,10.0,89.0,5.0,ALHAMBRA,3,3,subhueco_balda,0.1111111111111111
010-089-06,[90],1,['109094'],1,balda_9h,BD,3.0,10.0,89.0,6.0,HUB CONTENIDO & ACTIVACION,90,90,subhueco_balda,0.1111111111111111
010-089-07,[76],1,['106334'],1,balda_9h,BD,9.0,10.0,89.0,7.0,UNIDAD INTERNACIONAL MARKETING,76,76,subhueco_balda,0.1111111111111111
010-089-08,[95],1,['133174'],1,balda_9h,BD,2.0,10.0,89.0,8.0,INNOVACION,95,95,subhueco_balda,0.1111111111111111
010-089-09,[14],1,['61012'],1,balda_9h,BD,41.0,10.0,89.0,9.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-089-10,[61],1,"['107190', '107191', '107192', '107193', '107194', '107195', '107196', '107197', '107198', '107199', '107200', '107201', '107202', '107203', '107204', '107205']",16,EU,EU,160.0,10.0,89.0,10.0,NOMBRE,61,61,posicion_rack,1.0
010-089-20,[14],1,"['109023', '109025', '109026', '123042', '132003', '142022', '152014', '64017', '81005', '81007', '81013', '81015', '81018', '81019', '81020', '81021', '81022', '81023', '81024', '81159', '83018', '85004', '86033', '86061', '86062', '86063']",26,EU,EU,384.0,10.0,89.0,20.0,NOMBRE,14,14,posicion_rack,1.0
010-089-30,[23],1,"['102717', '102718', '102721', '102723', '102724', '102774', '102777', '103575', '103576', '103577', '103578', '103579', '103581', '103583', '103584', '103604', '103605', '103607', '123036', '123086']",20,EU,EU,2074.0,10.0,89.0,30.0,NOMBRE,23,23,posicion_rack,1.0
010-089-40,[14],1,"['161016', '22033', '22216', '24014', '31192', '32046', '42013', '51409', '51410']",9,EU,EU,15.0,10.0,89.0,40.0,NOMBRE,14,14,posicion_rack,1.0
010-090-00,[4],1,['161037'],1,suelo_250,S,1.0,10.0,90.0,0.0,SOLAN,4,4,posicion_suelo,1.0
010-090-10,[79],1,"['126075', '127034', '127048', '62026']",4,EU,EU,95.0,10.0,90.0,10.0,NOMBRE,79,79,posicion_rack,1.0
010-090-20,[95],1,"['102544', '102545', '102546', '102547', '102548', '103038', '103039', '103162', '103163', '103997', '103998', '103999', '133247']",13,EU,EU,536.0,10.0,90.0,20.0,NOMBRE,95,95,posicion_rack,1.0
010-090-30,[23],1,"['102260', '103331', '103387', '105070', '105071', '124252', '124269', '145113', '161148', '172090', '176013', '192043', '44004', '53006', '83115', '87015']",16,EU,EU,432.0,10.0,90.0,30.0,NOMBRE,23,23,posicion_rack,1.0
010-090-40,[98],1,"['102246', '102247', '103333', '103334', '106004', '107156', '107208', '107209', '122179', '129083', '133191']",11,EU,EU,1077.0,10.0,90.0,40.0,NOMBRE,98,98,posicion_rack,1.0
010-091-01,[90],1,['105583'],1,balda_9h,BD,1.0,10.0,91.0,1.0,HUB CONTENIDO & ACTIVACION,90,90,subhueco_balda,0.1111111111111111
010-091-02,[3],1,['86181'],1,balda_9h,BD,17.0,10.0,91.0,2.0,ALHAMBRA,3,3,subhueco_balda,0.1111111111111111
010-091-03,[23],1,['83095'],1,balda_9h,BD,1.0,10.0,91.0,3.0,MAHOU-MARKETING OCIO,23,23,subhueco_balda,0.1111111111111111
010-091-04,[3],1,['991098'],1,balda_9h,BD,25.0,10.0,91.0,4.0,ALHAMBRA,3,3,subhueco_balda,0.1111111111111111
010-091-06,[79],1,['107715'],1,balda_9h,BD,21.0,10.0,91.0,6.0,SAN MIGUEL CORPORATIVO,79,79,subhueco_balda,0.1111111111111111
010-091-07,[3],1,['89090'],1,balda_9h,BD,1.0,10.0,91.0,7.0,ALHAMBRA,3,3,subhueco_balda,0.1111111111111111
010-091-08,[14],1,['103122'],1,balda_9h,BD,103.0,10.0,91.0,8.0,FUNDACION MAHOU SAN MIGUEL,14,14,subhueco_balda,0.1111111111111111
010-091-09,[3],1,['123117'],1,balda_9h,BD,40.0,10.0,91.0,9.0,ALHAMBRA,3,3,subhueco_balda,0.1111111111111111
010-091-10,[5],1,"['102775', '102776', '103606', '106330', '106357', '107210', '107211', '107212', '109327', '109328', '109330', '124285', '83163', '84112', '89076']",15,EU,EU,667.0,10.0,91.0,10.0,NOMBRE,5,5,posicion_rack,1.0
010-091-20,[3],1,"['174062', '174063']",2,EU,EU,2.0,10.0,91.0,20.0,NOMBRE,3,3,posicion_rack,1.0
010-092-10,[74],1,"['161178', '161179', '179021', '89111']",4,EU,EU,4.0,10.0,92.0,10.0,NOMBRE,74,74,posicion_rack,1.0
010-092-20,[82],1,"['103237', '103241']",2,EU,EU,179.0,10.0,92.0,20.0,NOMBRE,82,82,posicion_rack,1.0
010-092-30,[82],1,"['102630', '103240', '103244']",3,EU,EU,118.0,10.0,92.0,30.0,NOMBRE,82,82,posicion_rack,1.0
010-092-40,[23],1,"['123014', '133009', '141196', '161148', '172192', '49016', '51352', '83094', '83115', '86091']",10,EU,EU,725.0,10.0,92.0,40.0,NOMBRE,23,23,posicion_rack,1.0
010-093-01,[3],1,['141148'],1,balda_9h,BD,13.0,10.0,93.0,1.0,ALHAMBRA,3,3,subhueco_balda,0.1111111111111111
010-093-02,[5],1,['19441'],1,balda_9h,BD,26.0,10.0,93.0,2.0,SAN MIGUEL,5,5,subhueco_balda,0.1111111111111111
010-093-04,[23],1,['154091'],1,balda_9h,BD,1.0,10.0,93.0,4.0,MAHOU-MARKETING OCIO,23,23,subhueco_balda,0.1111111111111111
010-093-05,[96],1,['129143'],1,balda_9h,BD,2.0,10.0,93.0,5.0,VENUES,96,96,subhueco_balda,0.1111111111111111
010-093-06,[34],1,['106026'],1,balda_9h,BD,22.0,10.0,93.0,6.0,CUENTAS NACIONALES,34,34,subhueco_balda,0.1111111111111111
010-093-07,[5],1,['107713'],1,balda_9h,BD,3.0,10.0,93.0,7.0,SAN MIGUEL,5,5,subhueco_balda,0.1111111111111111
010-093-09,[96],1,['129145'],1,balda_9h,BD,2.0,10.0,93.0,9.0,VENUES,96,96,subhueco_balda,0.1111111111111111
010-093-10,[64],1,"['154016', '154017', '154033', '154034', '42050', '42051', '42054', '42056', '42058', '42060', '42062', '42063', '42067', '42072', '84053']",15,EU,EU,46.0,10.0,93.0,10.0,NOMBRE,64,64,posicion_rack,1.0
010-093-20,[3],1,"['174059', '174061', '174064']",3,EU,EU,3.0,10.0,93.0,20.0,NOMBRE,3,3,posicion_rack,1.0
010-094-00,[4],1,['161037'],1,suelo_250,S,1.0,10.0,94.0,0.0,SOLAN,4,4,posicion_suelo,1.0
010-094-10,[14],1,"['107089', '109011', '109090', '112024', '122021', '123066', '132006', '132022', '151039', '162010', '162027', '31038', '31108', '81029', '81043']",15,EU,EU,588.0,10.0,94.0,10.0,NOMBRE,14,14,posicion_rack,1.0
