art,reserva,owner_base,uds,adr,qcnt,capa_conversion,factor_conversion_usado,tipologia_estimacion,unidad_resultante,posiciones_estimadas,soporte,estado_conversion,eu_equivalente,modulos_3eu,penaliza_altura_10,impacto_10
103175,29,29,2,AV13002,2,C,12.0,balda_9h,subhueco_balda,0.16666666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.018518518518518517,0.006172839506172839,False,0.0
16008,29,29,2,AZ00905,1,B,9.0,EU,posicion_rack,0.2222222222222222,match_articulo; owner=prefijo_RESERVA,soportado,0.2222222222222222,0.07407407407407407,False,0.0
109017,32,32,15,AV10906,15,C,12.0,balda_9h,subhueco_balda,1.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.1388888888888889,0.046296296296296294,False,0.0
139004,64,64,29,BA03402,1,A,28.0,EU,posicion_rack,1.0357142857142858,match_articulo_propietario; owner=prefijo_RESERVA,soportado,1.0357142857142858,0.3452380952380953,False,0.0
41044,71,71,1,AW02103,1,C,2.0,suelo_300,posicion_suelo,0.5,dimensión >= 250 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,True,0.5
192051,32,32,1,AK01803,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
14015,29,29,360,AQ14703,1,A,24.0,balda_9h,subhueco_balda,15.0,match_articulo_propietario; owner=prefijo_RESERVA,soportado,1.6666666666666665,0.5555555555555556,False,0.0
102614,29 CAMION120,29,8,B03,4,C,12.0,balda_9h,subhueco_balda,0.6666666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.07407407407407407,0.024691358024691357,False,0.0
83027,29,29,61,AK14206,61,C,12.0,balda_9h,subhueco_balda,5.083333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.5648148148148148,0.18827160493827158,False,0.0
95013,32,32,2,AT12704,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,False,0.0
115108,33,33,116,BA04603,116,C,2.0,suelo_126,posicion_suelo,58.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,58.0,19.333333333333332,False,0.0
181212,64,64,1,AQ06904,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA,inferido,0.09375,0.03125,False,0.0
51086,29,29,1,BE14301,1,A,2.0,suelo_126,posicion_suelo,0.5,match_articulo_propietario; owner=prefijo_RESERVA,soportado,0.5,0.16666666666666666,False,0.0
23031,32,32,2,AT14203,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,False,0.0
139004,64,64,22,BA07304,1,A,28.0,EU,posicion_rack,0.7857142857142857,match_articulo_propietario; owner=prefijo_RESERVA,soportado,0.7857142857142857,0.2619047619047619,False,0.0
146098,71 CAMION122,71,4,AZ08502,1,C,2.0,suelo_126,posicion_suelo,2.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,2.0,0.6666666666666666,False,0.0
11030,61,61,24,AJ08001,1,B,48.0,balda_9h,subhueco_balda,0.5,match_articulo; owner=prefijo_RESERVA,soportado,0.05555555555555555,0.018518518518518517,False,0.0
14010,77,77,36,AV13708,36,A,288.0,EU,posicion_rack,0.125,match_articulo_propietario; owner=prefijo_RESERVA,soportado,0.125,0.041666666666666664,False,0.0
98747,64,64,5,AV01507,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
18071,77,77,48,TJ10502,2,B,240.0,EU,posicion_rack,0.2,match_articulo; owner=prefijo_RESERVA,soportado,0.2,0.06666666666666667,False,0.0
163001,4,4,1,AL102,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
106315,64,64,194,TJ12601,1,C,12.0,balda_9h,subhueco_balda,16.166666666666668,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,1.7962962962962963,0.5987654320987654,False,0.0
185017,77,77,18,BA09405,18,C,12.0,balda_9h,subhueco_balda,1.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.16666666666666666,0.05555555555555555,False,0.0
18000,71,71,504,AO03802,14,C,12.0,balda_9h,subhueco_balda,42.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,4.666666666666666,1.5555555555555556,False,0.0
74019,34,34,150,BE14001,1,A,270.0,EU,posicion_rack,0.5555555555555556,match_articulo_propietario; owner=prefijo_RESERVA,soportado,0.5555555555555556,0.1851851851851852,False,0.0
102614,29 CAMION120,29,1,B03,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
42070,64,64,1,AJ09507,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
148047,71,71,1,C12,1,C,2.0,suelo_300,posicion_suelo,0.5,dimensión >= 250 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,True,0.5
126007,33,33,150,BB09403,150,B,127.0,EU,posicion_rack,1.1811023622047243,match_articulo; owner=prefijo_RESERVA,soportado,1.1811023622047243,0.39370078740157477,False,0.0
74036,60,60,480,BB05103,1,C,12.0,balda_9h,subhueco_balda,40.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,4.444444444444445,1.4814814814814814,False,0.0
148003,3,3,3,AL103,1,C,12.0,balda_9h,subhueco_balda,0.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.027777777777777776,0.009259259259259259,False,0.0
98754,64,64,15,BB01505,15,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
125020,33,33,393,BB13701,393,C,12.0,balda_9h,subhueco_balda,32.75,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,3.638888888888889,1.212962962962963,False,0.0
185016,77,77,77,BA09405,77,C,12.0,balda_9h,subhueco_balda,6.416666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.7129629629629629,0.23765432098765432,False,0.0
98550,61,61,15,AZ09501,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
148005,37,37,9,AL107,1,C,12.0,balda_9h,subhueco_balda,0.75,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.08333333333333333,0.027777777777777776,False,0.0
98607,61,61,10,AO13804,10,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
61029,61,61,6,AK01105,6,C,12.0,balda_9h,subhueco_balda,0.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.05555555555555555,0.018518518518518517,False,0.0
42113,29,29,10,B03,10,C,12.0,balda_9h,subhueco_balda,0.8333333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.09259259259259259,0.0308641975308642,False,0.0
143083,71,71,31,BB09205,31,C,2.0,suelo_126,posicion_suelo,15.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,15.5,5.166666666666667,False,0.0
148077,3,3,2,AL103,1,C,12.0,balda_9h,subhueco_balda,0.16666666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.018518518518518517,0.006172839506172839,False,0.0
15017,61,61,2376,AL02101,1,A,48.0,balda_9h,subhueco_balda,49.5,match_articulo_propietario; owner=prefijo_RESERVA,soportado,5.5,1.8333333333333333,False,0.0
98622,61,61,3,AO14003,3,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
126117,61 CAMION123,61,24,AK01105,24,C,12.0,balda_9h,subhueco_balda,2.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.2222222222222222,0.07407407407407407,False,0.0
111014,33,33,59,BA04603,59,C,12.0,balda_9h,subhueco_balda,4.916666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.5462962962962963,0.18209876543209877,False,0.0
131169,33,33,405,AQ09504,1,C,12.0,balda_9h,subhueco_balda,33.75,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,3.75,1.25,False,0.0
54083,7,7,1,TJ10302,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
36019,64,64,1,AZ11801,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
91249,77 CAMION121,77,1,AT08204,1,A,1.0,EU,posicion_rack,1.0,match_articulo_propietario; owner=prefijo_RESERVA,soportado,1.0,0.3333333333333333,False,0.0
22054,32,32,3,BB13504,1,C,2.0,suelo_126,posicion_suelo,1.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.5,0.5,False,0.0
125055,33,33,400,BB13701,400,C,12.0,balda_9h,subhueco_balda,33.333333333333336,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,3.7037037037037037,1.234567901234568,False,0.0
124137,29,29,90,BC06400,1,C,12.0,balda_9h,subhueco_balda,7.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.8333333333333333,0.2777777777777778,False,0.0
74019,34,34,270,AZ09103,1,A,270.0,EU,posicion_rack,1.0,match_articulo_propietario; owner=prefijo_RESERVA,soportado,1.0,0.3333333333333333,False,0.0
61012,32,32,462,AM00702,1,B,78.0,EU,posicion_rack,5.923076923076923,match_articulo; owner=prefijo_RESERVA,soportado,5.923076923076923,1.9743589743589745,False,0.0
115107,33,33,1,BA04603,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
98638,61,61,3,AZ02300,3,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
167009,64,64,1,BA00103,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
98011,14 VOLUNTARIA,14,17,BA02801,17,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
32041,32,32,24,BB12504,1,C,2.0,suelo_126,posicion_suelo,12.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,12.0,4.0,False,0.0
73002,32,32,104,AI10804,104,C,12.0,balda_9h,subhueco_balda,8.666666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.9629629629629628,0.32098765432098764,False,0.0
209014,29,29,20,TJ08101,1,C,1.0,suelo_250,posicion_suelo,20.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA,inferido,20.0,6.666666666666667,True,20.0
63013,77,77,90,AV13407,1,C,12.0,balda_9h,subhueco_balda,7.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.8333333333333333,0.2777777777777778,False,0.0
*MULTI*,,sin_asignacion_segura,1,AV03804,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
184223,71,71,1,BB09205,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
54090,64,64,1,BA11402,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
184192,71,71,4,BB09205,4,C,1.0,suelo_250,posicion_suelo,4.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA,inferido,4.0,1.3333333333333333,True,4.0
888888,29,29,1,AO11705,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
*MULTI*,,sin_asignacion_segura,1,AV09402,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
991036,37,37,3,AL103,1,C,12.0,balda_9h,subhueco_balda,0.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.027777777777777776,0.009259259259259259,False,0.0
167009,64,64,1,BB02504,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
86006,7,7,218,BB12604,1,C,12.0,balda_9h,subhueco_balda,18.166666666666668,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,2.0185185185185186,0.6728395061728395,False,0.0
84103,33,33,2,AH13801,2,B,1.0,EU,posicion_rack,2.0,match_articulo; owner=prefijo_RESERVA,soportado,2.0,0.6666666666666666,False,0.0
22098,7 BLOQUEADO SM,7,5,BB11403,1,C,2.0,suelo_126,posicion_suelo,2.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,2.5,0.8333333333333334,False,0.0
102614,29,29,6,AV13702,6,C,12.0,balda_9h,subhueco_balda,0.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.05555555555555555,0.018518518518518517,False,0.0
98496,4,4,12,AL107,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
32081,7,7,4,BB06304,1,C,2.0,suelo_126,posicion_suelo,2.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,2.0,0.6666666666666666,False,0.0
*MULTI*,,sin_asignacion_segura,1,BB01803,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
129122,90,90,11,AL102,11,C,12.0,balda_9h,subhueco_balda,0.9166666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.10185185185185185,0.033950617283950615,False,0.0
61002,61,61,36,AK01105,36,B,690.0,EU,posicion_rack,0.05217391304347826,match_articulo; owner=prefijo_RESERVA,soportado,0.05217391304347826,0.017391304347826087,False,0.0
102625,29,29,12,TJ04103,12,C,12.0,balda_9h,subhueco_balda,1.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.1111111111111111,0.037037037037037035,False,0.0
14014,77 CANADAS,77,195,AO03604,195,B,360.0,EU,posicion_rack,0.5416666666666666,match_articulo; owner=prefijo_RESERVA,soportado,0.5416666666666666,0.18055555555555555,False,0.0
*MULTI*,,sin_asignacion_segura,1,AJ09507,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
34060,32,32,1,AV10906,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
*MULTI*,,sin_asignacion_segura,1,AN09501,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
16024,77,77,5,AJ10203,5,B,8.0,EU,posicion_rack,0.625,match_articulo; owner=prefijo_RESERVA,soportado,0.625,0.20833333333333334,False,0.0
98644,61,61,8,AV10306,8,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
161099,71,71,1,BA10701,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA,inferido,0.09375,0.03125,False,0.0
11014,61,61,48,AR09601,48,B,48.0,EU,posicion_rack,1.0,match_articulo; owner=prefijo_RESERVA,soportado,1.0,0.3333333333333333,False,0.0
11105,29,29,48,AV13504,1,B,72.0,EU,posicion_rack,0.6666666666666666,match_articulo; owner=prefijo_RESERVA,soportado,0.6666666666666666,0.2222222222222222,False,0.0
103035,14 VOLUNTARIA,14,22,BA02801,22,A,61.0,balda_9h,subhueco_balda,0.36065573770491804,match_articulo_propietario; owner=prefijo_RESERVA,soportado,0.04007285974499089,0.013357619914996965,False,0.0
98894,64,64,1,AZ01902,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
209026,64,64,2,AV12800,1,C,2.0,suelo_300,posicion_suelo,1.0,dimensión >= 250 cm; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,True,1.0
146043,3,3,24624,98,1,B,416.0,EU,posicion_rack,59.19230769230769,match_articulo; owner=prefijo_RESERVA,soportado,59.19230769230769,19.73076923076923,False,0.0
126039,7,7,1693,TJ11101,1,C,12.0,balda_9h,subhueco_balda,141.08333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,15.675925925925926,5.225308641975309,False,0.0
148015,37,37,1,AL107,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
148084,4,4,2,AL104,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,False,0.0
22054,32,32,3,BB14501,1,C,2.0,suelo_126,posicion_suelo,1.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.5,0.5,False,0.0
192046,33,33,3779,AP08902,1,C,12.0,balda_9h,subhueco_balda,314.9166666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,34.99074074074074,11.66358024691358,False,0.0
98885,64,64,24,AZ01902,24,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
33000,32,32,9,AU07004,1,C,2.0,suelo_126,posicion_suelo,4.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,4.5,1.5,False,0.0
109307,29,29,5,TJ04103,5,C,12.0,balda_9h,subhueco_balda,0.4166666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.046296296296296294,0.0154320987654321,False,0.0
186024,61,61,39,AJ02201,39,C,12.0,balda_9h,subhueco_balda,3.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.3611111111111111,0.12037037037037036,False,0.0
22051,7,7,2,BF09904,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,False,0.0
98557,61,61,29,AZ09501,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
133176,64,64,50,AZ01902,50,C,12.0,balda_9h,subhueco_balda,4.166666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.46296296296296297,0.154320987654321,False,0.0
103035,14 VOLUNTARIA,14,23,BA02801,23,A,61.0,balda_9h,subhueco_balda,0.3770491803278688,match_articulo_propietario; owner=prefijo_RESERVA,soportado,0.0418943533697632,0.013964784456587734,False,0.0
*MULTI*,,sin_asignacion_segura,1,BB06705,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
148009,37,37,1,AL104,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
*MULTI*,,sin_asignacion_segura,1,AQ06904,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
16015V,61,61,2,AZ09605,2,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
127070,29,29,1,BF07103,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
98618,61,61,5,AO14002,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
32054,71,71,2,AV11702,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,1.0,0.3333333333333333,False,0.0
98763,64,64,4,BB11404,4,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
43065,33,33,1,AJ12407,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
148016,37,37,1,AL105,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA,inferido,0.009259259259259259,0.0030864197530864196,False,0.0
98752,64,64,6,BB01803,6,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
11024,61,61,216,AK13206,1,B,599.0,EU,posicion_rack,0.3606010016694491,match_articulo; owner=prefijo_RESERVA,soportado,0.3606010016694491,0.12020033388981637,False,0.0
991006,32,32,1,TM05203,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA,inferido,0.5,0.16666666666666666,False,0.0
98580,61,61,1,AT14704,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA,revision_manual,,,False,0.0
*MULTI*,,sin_asignacion_segura,1,AO07002,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match,revision_manual,,,False,0.0
