ubicacion,owner,article,tipologia,width,stock_pal_total,pallet_rows,denominacion,pasillo,columna,altura,denominacion_propietario
014-110-20,4,71010,EU,EU,228.0,1,VASO CRISTAL 42CL SOLAN LOGO BLANCO,14.0,110.0,20.0,SOLAN
014-110-30,4,71010,EU,EU,1.0,1,VASO CRISTAL 42CL SOLAN LOGO BLANCO,14.0,110.0,30.0,SOLAN
014-110-40,80,72098,EU,EU,912.0,1,VASO CUSQUENA 33CL,14.0,110.0,40.0,ABI HORECA
014-111-00,5,92013,suelo_estandar,S,1.0,1,BARRA  240x60x100 DORADA  EXPLORATIUM,14.0,111.0,0.0,SAN MIGUEL
014-111-10,95,74060,EU,EU,1.0,1,JARRA PLASTICO 1L LOS CACHIS CURRITO RE,14.0,111.0,10.0,INNOVACION
014-111-30,82,65089,EU,EU,1.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,111.0,30.0,BRUTUS DESARROLLO COMERCIAL
014-111-40,82,65089,EU,EU,1.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,111.0,40.0,BRUTUS DESARROLLO COMERCIAL
014-112-00,24,31176,EU,EU,50.0,1,SILLA DIRECTOR TELA BLANCA ALHAMBRA HECH,14.0,112.0,0.0,MCC MADRID
014-112-10,80,72098,EU,EU,552.0,1,VASO CUSQUENA 33CL,14.0,112.0,10.0,ABI HORECA
014-112-20,4,72052,EU,EU,3.0,1,VASO PLASTICO 40CL SIN LOGO,14.0,112.0,20.0,SOLAN
014-112-30,82,71174,EU,EU,1.0,1,VASO CRISTAL PINTA BRUTUS 25CL (CAJA 6 U,14.0,112.0,30.0,BRUTUS DESARROLLO COMERCIAL
014-112-40,23,72115,EU,EU,8.0,1,VASO PLASTICO ECO 50CL ALHAMBRA ALL THOS,14.0,112.0,40.0,MAHOU-MARKETING OCIO
014-113-20,95,74060,EU,EU,535.0,1,JARRA PLASTICO 1L LOS CACHIS CURRITO RE,14.0,113.0,20.0,INNOVACION
014-113-30,95,71171,EU,EU,768.0,1,"VASO CRISTAL 50CL MARIA SANGRIA ""LOS CAC",14.0,113.0,30.0,INNOVACION
014-113-40,12,61053,EU,EU,408.0,1,COPA 42CL PLAZA MAHOU (VINTIA SUMILLER),14.0,113.0,40.0,ESPACIOS CERVECERAS
014-114-00,24,31176,EU,EU,50.0,1,SILLA DIRECTOR TELA BLANCA ALHAMBRA HECH,14.0,114.0,0.0,MCC MADRID
014-114-10,5,62001,EU,EU,463.0,1,COPA 30CL ESPECIAL PREMIUM  SAN MIGUEL,14.0,114.0,10.0,SAN MIGUEL
014-114-20,34,74019,EU,EU,220.0,1,JARRA DE CERVEZA CRISTAL 1L SIN LOGO,14.0,114.0,20.0,CUENTAS NACIONALES
014-114-30,82,71174,EU,EU,1.0,1,VASO CRISTAL PINTA BRUTUS 25CL (CAJA 6 U,14.0,114.0,30.0,BRUTUS DESARROLLO COMERCIAL
014-114-40,24,72127,EU,EU,5.0,1,VASO PLASTICO 50CL MASTIKA MAHOU,14.0,114.0,40.0,MCC MADRID
014-115-00,96,201122,EU,EU,4.0,1,CARPA TENT ROJA MAHOU LETRAS BLANCA (+ E,14.0,115.0,0.0,VENUES
014-115-20,23,61002,EU,EU,636.0,1,COPA 22CL LOGO ROJO  5 ESTRELLAS  MAHOU,14.0,115.0,20.0,MAHOU-MARKETING OCIO
014-115-30,95,71171,EU,EU,768.0,1,"VASO CRISTAL 50CL MARIA SANGRIA ""LOS CAC",14.0,115.0,30.0,INNOVACION
014-115-40,12,61053,EU,EU,408.0,1,COPA 42CL PLAZA MAHOU (VINTIA SUMILLER),14.0,115.0,40.0,ESPACIOS CERVECERAS
014-116-00,24,92044,suelo_estandar,S,1.0,1,BARRA 200X64X114 CM NEGRO,14.0,116.0,0.0,MCC MADRID
014-116-20,34,72066,EU,EU,12.0,1,VASO PLASTICO 50CL BIO SAN MIGUEL 2020,14.0,116.0,20.0,CUENTAS NACIONALES
014-116-30,61,61056,EU,EU,240.0,1,COPA MAHOU 1890 22CL 2026 RELIEVE NUEVA(,14.0,116.0,30.0,MAHOU CORPORATIVO
014-116-40,23,72114,EU,EU,10.0,1,VASO PLASTICO ECO 28CL ALHAMBRA ALL THOS,14.0,116.0,40.0,MAHOU-MARKETING OCIO
014-117-00,5,92082,suelo_estandar,S,1.0,1,BARRA AZUL TAPA MADERA C/RUEDAS ACANTO,14.0,117.0,0.0,SAN MIGUEL
014-117-20,3,72052,EU,EU,5.0,1,VASO PLASTICO 40CL SIN LOGO,14.0,117.0,20.0,ALHAMBRA
014-117-40,12,61053,EU,EU,408.0,1,COPA 42CL PLAZA MAHOU (VINTIA SUMILLER),14.0,117.0,40.0,ESPACIOS CERVECERAS
014-118-00,34,96036,suelo_estandar,S,3.0,1,SEPARADOR MADERA SAN MIGUEL PLVKAM23(*),14.0,118.0,0.0,CUENTAS NACIONALES
014-118-20,96,75039,EU,EU,14.0,1,VASO CARTON 33-42CL RECICABLE MAHOU LOGO,14.0,118.0,20.0,VENUES
014-118-30,23,61004,EU,EU,300.0,1,COPA  BALON 33CL MAESTRA DUNKEL MAHOU,14.0,118.0,30.0,MAHOU-MARKETING OCIO
014-118-40,82,65089,EU,EU,1.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,118.0,40.0,BRUTUS DESARROLLO COMERCIAL
014-119-00,5,92005,suelo_estandar,S,1.0,1,BARRA MADERA 240x55x111 cm SAN MIGUEL,14.0,119.0,0.0,SAN MIGUEL
014-119-10,34,75032,EU,EU,15.0,1,VASO CARTON RECICLABLE 35-42CL SAN MIGUE,14.0,119.0,10.0,CUENTAS NACIONALES
014-119-20,34,74031,EU,EU,381.0,1,JARRA CRISTAL 0.5L ICON OKTOBERFEST 2021,14.0,119.0,20.0,CUENTAS NACIONALES
014-119-30,82,71174,EU,EU,1.0,1,VASO CRISTAL PINTA BRUTUS 25CL (CAJA 6 U,14.0,119.0,30.0,BRUTUS DESARROLLO COMERCIAL
014-119-40,12,61053,EU,EU,102.0,1,COPA 42CL PLAZA MAHOU (VINTIA SUMILLER),14.0,119.0,40.0,ESPACIOS CERVECERAS
014-120-00,23,179022,suelo_estandar,S,1.0,1,MAQUINA DE CHICLES,14.0,120.0,0.0,MAHOU-MARKETING OCIO
014-120-10,96,71138,EU,EU,861.0,1,VASO CRISTAL 29CL BENDITO,14.0,120.0,10.0,VENUES
014-120-20,34,74019,EU,EU,270.0,1,JARRA DE CERVEZA CRISTAL 1L SIN LOGO,14.0,120.0,20.0,CUENTAS NACIONALES
014-120-30,72,65088,EU,EU,479.0,1,COPA LA SALVE 42CL,14.0,120.0,30.0,LA SALVE
014-120-40,24,72127,EU,EU,5.0,1,VASO PLASTICO 50CL MASTIKA MAHOU,14.0,120.0,40.0,MCC MADRID
014-121-00,96,201122,EU,EU,6.0,1,CARPA TENT ROJA MAHOU LETRAS BLANCA (+ E,14.0,121.0,0.0,VENUES
014-121-10,34,75032,EU,EU,15.0,1,VASO CARTON RECICLABLE 35-42CL SAN MIGUE,14.0,121.0,10.0,CUENTAS NACIONALES
014-121-20,77,71115,EU,EU,120.0,1,VASO CRISTAL 47CL SOLAN LOGO GRIS 2021 X,14.0,121.0,20.0,ASUNTOS CORPORATIVOS Y SOSTENIBILIDAD
014-121-40,12,61053,EU,EU,408.0,1,COPA 42CL PLAZA MAHOU (VINTIA SUMILLER),14.0,121.0,40.0,ESPACIOS CERVECERAS
014-122-00,34,96034,EU,EU,3.0,1,BIOMBO NEGRO TELA BLANCA SIN LOGO,14.0,122.0,0.0,CUENTAS NACIONALES
014-122-10,95,72112,EU,EU,3.0,1,VASOS ILUMINADOS LA DIABLA,14.0,122.0,10.0,INNOVACION
014-122-20,34,74019,EU,EU,270.0,1,JARRA DE CERVEZA CRISTAL 1L SIN LOGO,14.0,122.0,20.0,CUENTAS NACIONALES
014-122-30,23,61011,EU,EU,359.0,1,COPA 33CL LOGO DORADO BARRICA  MAHOU,14.0,122.0,30.0,MAHOU-MARKETING OCIO
014-122-40,82,65089,EU,EU,996.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,122.0,40.0,BRUTUS DESARROLLO COMERCIAL
014-123-10,34,75032,EU,EU,15.0,1,VASO CARTON RECICLABLE 35-42CL SAN MIGUE,14.0,123.0,10.0,CUENTAS NACIONALES
014-123-20,5,75030,EU,EU,463.0,1,VASO CARTON SAN MIGUEL VERDE RECICLABLE,14.0,123.0,20.0,SAN MIGUEL
014-123-30,24,72127,EU,EU,5.0,1,VASO PLASTICO 50CL MASTIKA MAHOU,14.0,123.0,30.0,MCC MADRID
014-123-40,12,61053,EU,EU,408.0,1,COPA 42CL PLAZA MAHOU (VINTIA SUMILLER),14.0,123.0,40.0,ESPACIOS CERVECERAS
014-124-00,34,96025,EU,EU,3.0,1,SEPARADOR NEGRO C/RUEDA CRISTAL MAHOU VI,14.0,124.0,0.0,CUENTAS NACIONALES
014-124-10,34,75017,EU,EU,10.0,1,VASO MAHOU 55-61 RECICABLE PLV KAM23 (*),14.0,124.0,10.0,CUENTAS NACIONALES
014-124-20,98,72116,EU,EU,1.0,1,VASO GRIS LATA MAGICOS MAHOU,14.0,124.0,20.0,MAHOU CANAL
014-124-30,82,65089,EU,EU,1.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,124.0,30.0,BRUTUS DESARROLLO COMERCIAL
014-124-40,24,72127,EU,EU,5.0,1,VASO PLASTICO 50CL MASTIKA MAHOU,14.0,124.0,40.0,MCC MADRID
014-125-10,34,75032,EU,EU,15.0,1,VASO CARTON RECICLABLE 35-42CL SAN MIGUE,14.0,125.0,10.0,CUENTAS NACIONALES
014-125-20,34,74019,EU,EU,408.0,1,JARRA DE CERVEZA CRISTAL 1L SIN LOGO,14.0,125.0,20.0,CUENTAS NACIONALES
014-125-30,24,72127,EU,EU,5.0,1,VASO PLASTICO 50CL MASTIKA MAHOU,14.0,125.0,30.0,MCC MADRID
014-125-40,12,61053,EU,EU,714.0,1,COPA 42CL PLAZA MAHOU (VINTIA SUMILLER),14.0,125.0,40.0,ESPACIOS CERVECERAS
014-126-10,14,71112,EU,EU,3.0,1,VASO PLAST 90CL-1L ALHAMBRA LOGO NEGRO,14.0,126.0,10.0,FUNDACION MAHOU SAN MIGUEL
014-126-20,34,74019,EU,EU,270.0,1,JARRA DE CERVEZA CRISTAL 1L SIN LOGO,14.0,126.0,20.0,CUENTAS NACIONALES
014-126-30,95,72112,EU,EU,3.0,1,VASOS ILUMINADOS LA DIABLA,14.0,126.0,30.0,INNOVACION
014-126-40,82,65089,EU,EU,1.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,126.0,40.0,BRUTUS DESARROLLO COMERCIAL
014-128-20,23,61012,EU,EU,468.0,1,COPA 33CL MAESTRA DOBLE LUPULO MAHOU,14.0,128.0,20.0,MAHOU-MARKETING OCIO
014-128-30,24,72127,EU,EU,5.0,1,VASO PLASTICO 50CL MASTIKA MAHOU,14.0,128.0,30.0,MCC MADRID
014-128-40,82,65089,EU,EU,1.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,128.0,40.0,BRUTUS DESARROLLO COMERCIAL
014-130-20,34,74019,EU,EU,270.0,1,JARRA DE CERVEZA CRISTAL 1L SIN LOGO,14.0,130.0,20.0,CUENTAS NACIONALES
014-130-30,24,72127,EU,EU,5.0,1,VASO PLASTICO 50CL MASTIKA MAHOU,14.0,130.0,30.0,MCC MADRID
014-130-40,82,65089,EU,EU,960.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,130.0,40.0,BRUTUS DESARROLLO COMERCIAL
014-132-20,34,74019,EU,EU,270.0,1,JARRA DE CERVEZA CRISTAL 1L SIN LOGO,14.0,132.0,20.0,CUENTAS NACIONALES
014-132-30,82,65089,EU,EU,1.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,132.0,30.0,BRUTUS DESARROLLO COMERCIAL
014-132-40,82,72089,EU,EU,4.0,1,VASO PLASTICO ECO 90CL BRUTUS,14.0,132.0,40.0,BRUTUS DESARROLLO COMERCIAL
014-133-10,3,202079,EU,EU,11.0,1,SOMBRILLA BLANCA ALHAMBRA CELOSIA CERVEZ,14.0,133.0,10.0,ALHAMBRA
014-133-30,4,202057,TR,TR,22.0,1,SOMBRILLA SOLAN BEIG ECO (EVENTOS),14.0,133.0,30.0,SOLAN
014-133-40,96,202023,EU,EU,6.0,1,SOMBRILLA BEIGE ECO MAHOU DESDE1890NUEVA,14.0,133.0,40.0,VENUES
014-134-00,96,91253,suelo_250,S,2.0,1,TRASERA CHAPA ROJA MAHOU LUMINOSA 150CM,14.0,134.0,0.0,VENUES
014-134-10,34,75014,EU,EU,3.0,1,VASO CARTON 33-42CL RECICABLE MAHOU,14.0,134.0,10.0,CUENTAS NACIONALES
014-134-20,34,74019,EU,EU,270.0,1,JARRA DE CERVEZA CRISTAL 1L SIN LOGO,14.0,134.0,20.0,CUENTAS NACIONALES
014-134-30,82,65089,EU,EU,1.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,134.0,30.0,BRUTUS DESARROLLO COMERCIAL
014-134-40,82,72090,EU,EU,8.0,1,VASO PLASTICO ECO BRUTUS 40CL,14.0,134.0,40.0,BRUTUS DESARROLLO COMERCIAL
014-135-10,23,202080,EU,EU,3.0,1,SOMBRILLA ROJA DE MANIVELA SIN LOGO,14.0,135.0,10.0,MAHOU-MARKETING OCIO
014-135-30,3,202003,EU,EU,15.0,1,SOMBRILLA BLANCA CERVEZAS  ALHAMBRA,14.0,135.0,30.0,ALHAMBRA
014-135-40,14,202010,EU,EU,2.0,1,SOMBRILLA ECO BEIGE HOJA DESDE1890MAHOU,14.0,135.0,40.0,FUNDACION MAHOU SAN MIGUEL
014-136-00,96,91270,suelo_250,S,2.0,1,"TRASERA ESTANTERIA PARA COPAS, LUMINOSA",14.0,136.0,0.0,VENUES
014-136-10,72,65071,EU,EU,216.0,1,COPA LA SALVE 2022 33CL,14.0,136.0,10.0,LA SALVE
014-136-20,34,74019,EU,EU,270.0,1,JARRA DE CERVEZA CRISTAL 1L SIN LOGO,14.0,136.0,20.0,CUENTAS NACIONALES
014-136-30,82,65089,EU,EU,1.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,136.0,30.0,BRUTUS DESARROLLO COMERCIAL
014-136-40,82,65089,EU,EU,1.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,136.0,40.0,BRUTUS DESARROLLO COMERCIAL
014-137-10,34,202022,EU,EU,12.0,1,SOMBRILLA BEIGE 1890 MAHOU (EVENTOS),14.0,137.0,10.0,CUENTAS NACIONALES
014-137-20,34,202011,EU,EU,9.0,1,SOMBRILLA BEIGE DESDE1890 MAHOU NUEVA,14.0,137.0,20.0,CUENTAS NACIONALES
014-137-30,32,202010,EU,EU,3.0,1,SOMBRILLA ECO BEIGE HOJA DESDE1890MAHOU,14.0,137.0,30.0,MCC CENTRO - OESTE
014-137-40,5,202042,EU,EU,5.0,1,SOMBRILLA BLANCA SAN MIGUEL SINCE 1890,14.0,137.0,40.0,SAN MIGUEL
014-138-00,96,174152,suelo_250,S,2.0,1,TOTEM METAL ROJO LUMINOSO MAHOU 2025,14.0,138.0,0.0,VENUES
014-138-10,5,62002,EU,EU,648.0,1,COPA 25CL ESPECIAL PREMIUM  SM,14.0,138.0,10.0,SAN MIGUEL
014-138-20,34,74019,EU,EU,147.0,1,JARRA DE CERVEZA CRISTAL 1L SIN LOGO,14.0,138.0,20.0,CUENTAS NACIONALES
014-138-30,95,72112,EU,EU,3.0,1,VASOS ILUMINADOS LA DIABLA,14.0,138.0,30.0,INNOVACION
014-138-40,82,65089,EU,EU,996.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,138.0,40.0,BRUTUS DESARROLLO COMERCIAL
014-139-00,24,202078,suelo_250,EU,1.0,1,SOMBRILLA BLANCA GRANDE MAHOU PARASOL AS,14.0,139.0,0.0,MCC MADRID
014-139-10,4,202024,EU,EU,28.0,1,SOMBRILLA BLANCA SIN LOGO,14.0,139.0,10.0,SOLAN
014-139-20,23,202044,EU,EU,2.0,1,SOMBRILLA BEIGE ECO 1890 MAHOU EVENTOS,14.0,139.0,20.0,MAHOU-MARKETING OCIO
014-139-30,34,202010,TR,TR,5.0,1,SOMBRILLA ECO BEIGE HOJA DESDE1890MAHOU,14.0,139.0,30.0,CUENTAS NACIONALES
014-139-40,96,202022,TR,TR,15.0,1,SOMBRILLA BEIGE 1890 MAHOU (EVENTOS),14.0,139.0,40.0,VENUES
014-140-00,34,202060,suelo_250,S,20.0,1,SOMBRILLA SAN MIGUEL 2020 PLVKAM23(*),14.0,140.0,0.0,CUENTAS NACIONALES
014-140-20,24,72127,EU,EU,5.0,1,VASO PLASTICO 50CL MASTIKA MAHOU,14.0,140.0,20.0,MCC MADRID
014-140-30,82,65089,EU,EU,1.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,140.0,30.0,BRUTUS DESARROLLO COMERCIAL
014-140-40,82,65089,EU,EU,1.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,140.0,40.0,BRUTUS DESARROLLO COMERCIAL
014-142-00,96,174152,suelo_250,EU,2.0,1,TOTEM METAL ROJO LUMINOSO MAHOU 2025,14.0,142.0,0.0,VENUES
014-142-20,4,131023,EU,EU,316.0,1,AGENDA AZUL CON BOLIGRAFO  SOLAN,14.0,142.0,20.0,SOLAN
014-142-30,82,65089,EU,EU,1.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,142.0,30.0,BRUTUS DESARROLLO COMERCIAL
014-142-40,24,72127,EU,EU,5.0,1,VASO PLASTICO 50CL MASTIKA MAHOU,14.0,142.0,40.0,MCC MADRID
014-144-00,74,161176,suelo_250,S,1.0,1,FRIGO BLANCO MIELE,14.0,144.0,0.0,EXPERIENCIA Y CRECIMIENTO DE CLIENTES
014-144-20,24,72127,EU,EU,5.0,1,VASO PLASTICO 50CL MASTIKA MAHOU,14.0,144.0,20.0,MCC MADRID
014-144-30,82,65089,EU,EU,1.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,144.0,30.0,BRUTUS DESARROLLO COMERCIAL
014-144-40,24,72127,EU,EU,5.0,1,VASO PLASTICO 50CL MASTIKA MAHOU,14.0,144.0,40.0,MCC MADRID
014-146-00,23,174013,suelo_250,S,2.0,1,TOTEM ROJO VIBRA COMPLICES MAHOU VINILIC,14.0,146.0,0.0,MAHOU-MARKETING OCIO
014-146-20,24,72127,EU,EU,5.0,1,VASO PLASTICO 50CL MASTIKA MAHOU,14.0,146.0,20.0,MCC MADRID
014-146-30,82,65089,EU,EU,1.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,146.0,30.0,BRUTUS DESARROLLO COMERCIAL
014-146-40,98,72116,EU,EU,1.0,1,VASO GRIS LATA MAGICOS MAHOU,14.0,146.0,40.0,MAHOU CANAL
014-148-10,34,74030,EU,EU,270.0,1,"JARRA CRISTAL 1,1L ICON OKTOBERFEST 2021",14.0,148.0,10.0,CUENTAS NACIONALES
014-148-20,14,65081,EU,EU,330.0,1,COPA GRANDE CARLSBERG BORDE DORADO,14.0,148.0,20.0,FUNDACION MAHOU SAN MIGUEL
014-148-30,24,72127,EU,EU,5.0,1,VASO PLASTICO 50CL MASTIKA MAHOU,14.0,148.0,30.0,MCC MADRID
014-148-40,82,65089,EU,EU,1.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,148.0,40.0,BRUTUS DESARROLLO COMERCIAL
014-150-00,23,93198,suelo_250,S,4.0,1,TRASERA/SEPARADOR NEGRO REJILLA C/RUEDAS,14.0,150.0,0.0,MAHOU-MARKETING OCIO
014-150-10,34,74030,EU,EU,270.0,1,"JARRA CRISTAL 1,1L ICON OKTOBERFEST 2021",14.0,150.0,10.0,CUENTAS NACIONALES
014-150-20,24,72127,EU,EU,5.0,1,VASO PLASTICO 50CL MASTIKA MAHOU,14.0,150.0,20.0,MCC MADRID
014-150-30,82,72089,EU,EU,1.0,1,VASO PLASTICO ECO 90CL BRUTUS,14.0,150.0,30.0,BRUTUS DESARROLLO COMERCIAL
014-150-40,4,143046,EU,EU,24.0,1,CAJA PLASTICO AMARILLA Y AZUL  SOLAN,14.0,150.0,40.0,SOLAN
014-152-00,74,161177,suelo_250,S,1.0,1,NEVERA COMBO GRIS,14.0,152.0,0.0,EXPERIENCIA Y CRECIMIENTO DE CLIENTES
014-152-10,3,124226,EU,EU,280.0,1,ESTUCHE COPA ARRAYANES MANIPULADA IND,14.0,152.0,10.0,ALHAMBRA
014-152-20,4,75005,EU,EU,6.0,1,"VASO CARTON BLANCO 0,60CL SOLAN",14.0,152.0,20.0,SOLAN
014-152-30,82,65089,EU,EU,1.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,152.0,30.0,BRUTUS DESARROLLO COMERCIAL
014-152-40,98,72116,EU,EU,1.0,1,VASO GRIS LATA MAGICOS MAHOU,14.0,152.0,40.0,MAHOU CANAL
014-154-10,34,74030,EU,EU,270.0,1,"JARRA CRISTAL 1,1L ICON OKTOBERFEST 2021",14.0,154.0,10.0,CUENTAS NACIONALES
014-154-20,24,72127,EU,EU,5.0,1,VASO PLASTICO 50CL MASTIKA MAHOU,14.0,154.0,20.0,MCC MADRID
014-154-30,82,65089,EU,EU,1.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,154.0,30.0,BRUTUS DESARROLLO COMERCIAL
014-154-40,82,65089,EU,EU,1.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,154.0,40.0,BRUTUS DESARROLLO COMERCIAL
014-156-00,23,174013,suelo_250,S,2.0,1,TOTEM ROJO VIBRA COMPLICES MAHOU VINILIC,14.0,156.0,0.0,MAHOU-MARKETING OCIO
014-156-10,34,74030,EU,EU,324.0,1,"JARRA CRISTAL 1,1L ICON OKTOBERFEST 2021",14.0,156.0,10.0,CUENTAS NACIONALES
014-156-20,34,74019,EU,EU,306.0,1,JARRA DE CERVEZA CRISTAL 1L SIN LOGO,14.0,156.0,20.0,CUENTAS NACIONALES
014-156-30,82,65089,EU,EU,1.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,156.0,30.0,BRUTUS DESARROLLO COMERCIAL
014-156-40,82,65089,EU,EU,1.0,1,COPA BRUTUS RELIEVE 2026 (6 UNIDADES POR,14.0,156.0,40.0,BRUTUS DESARROLLO COMERCIAL
014-158-10,34,74030,EU,EU,270.0,1,"JARRA CRISTAL 1,1L ICON OKTOBERFEST 2021",14.0,158.0,10.0,CUENTAS NACIONALES
014-158-20,95,65051,EU,EU,252.0,1,COPA TEKU 42CL LOGO NEGRO PINA NEGRA CER,14.0,158.0,20.0,INNOVACION
014-158-30,24,72127,EU,EU,5.0,1,VASO PLASTICO 50CL MASTIKA MAHOU,14.0,158.0,30.0,MCC MADRID
014-158-40,95,72112,EU,EU,3.0,1,VASOS ILUMINADOS LA DIABLA,14.0,158.0,40.0,INNOVACION
014-160-00,3,202016,suelo_250,EU,24.0,1,SOMBRILLA BEIGE ALHAMBRA LOGO DORADO/ROJ,14.0,160.0,0.0,ALHAMBRA
014-160-10,23,71144,EU,EU,216.0,1,VASO CRISTAL MAHOU CLASICA LOGO VERDE,14.0,160.0,10.0,MAHOU-MARKETING OCIO
014-160-20,24,72127,EU,EU,5.0,1,VASO PLASTICO 50CL MASTIKA MAHOU,14.0,160.0,20.0,MCC MADRID
014-160-30,98,71163,EU,EU,756.0,1,VASO CRISTAL 33CL ENCUENTRO CON SABOR SI,14.0,160.0,30.0,MAHOU CANAL
014-160-40,4,143046,EU,EU,24.0,1,CAJA PLASTICO AMARILLA Y AZUL  SOLAN,14.0,160.0,40.0,SOLAN
014-162-00,3,202016,suelo_250,EU,24.0,1,SOMBRILLA BEIGE ALHAMBRA LOGO DORADO/ROJ,14.0,162.0,0.0,ALHAMBRA
014-162-10,23,72114,EU,EU,5.0,1,VASO PLASTICO ECO 28CL ALHAMBRA ALL THOS,14.0,162.0,10.0,MAHOU-MARKETING OCIO
014-162-20,98,72116,EU,EU,1.0,1,VASO GRIS LATA MAGICOS MAHOU,14.0,162.0,20.0,MAHOU CANAL
014-162-30,23,61002,EU,EU,744.0,1,COPA 22CL LOGO ROJO  5 ESTRELLAS  MAHOU,14.0,162.0,30.0,MAHOU-MARKETING OCIO
014-162-40,4,143046,EU,EU,29.0,1,CAJA PLASTICO AMARILLA Y AZUL  SOLAN,14.0,162.0,40.0,SOLAN
015-001-00,4,172088,suelo_250,S,2.0,1,TRASERA ESTANTERIA  SOLAN GAS,15.0,1.0,0.0,SOLAN
015-001-10,3,12012,EU,EU,912.0,1,CERVEZA 33CL ALHAMBRA RESERVA 1925 (5420,15.0,1.0,10.0,ALHAMBRA
015-001-30,82,13086,EU,EU,864.0,1,CERVEZA 33CL BRUTUS LAGER IMAGEN 2023,15.0,1.0,30.0,BRUTUS DESARROLLO COMERCIAL
015-001-40,3,18428,EU,EU,1.0,1,"AGUA 50CL PLASTICO SOLAN 2025 CALCIO, MA",15.0,1.0,40.0,ALHAMBRA
015-002-00,96,16045,suelo_126,EU,4.0,1,BARRIL 50L MAHOU CLASICA,15.0,2.0,0.0,VENUES
015-002-07,4,18107,balda_9h,BD,20.0,1,AGUA PLASTICO ROSA SOLAN 50CL TAPON SOST,15.0,2.0,7.0,SOLAN
015-002-08,90,14042,balda_9h,BD,120.0,1,CERVEZA 33CL MAHOU SIN GLUTEN (1813) 202,15.0,2.0,8.0,HUB CONTENIDO & ACTIVACION
015-002-09,96,14001,balda_9h,BD,24.0,1,"CERVEZA 25CL 0,0 SAN MIGUEL",15.0,2.0,9.0,VENUES
015-002-10,23,16010,EU,EU,3.0,1,BARRIL 30L MAHOU 5 ESTRELLAS (1593),15.0,2.0,10.0,MAHOU-MARKETING OCIO
015-002-30,23,12012,EU,EU,1.0,1,CERVEZA 33CL ALHAMBRA RESERVA 1925 (5420,15.0,2.0,30.0,MAHOU-MARKETING OCIO
015-002-40,30,16010,EU,EU,12.0,1,BARRIL 30L MAHOU 5 ESTRELLAS (1593),15.0,2.0,40.0,EVENTOS COMERCIALES
015-003-00,62,161203,suelo_250,S,1.0,1,VITRINA/NEVERA MAHOU VINILABLE LOGO 2025,15.0,3.0,0.0,MAHOU JOVEN
015-003-20,29,14042,EU,EU,144.0,1,CERVEZA 33CL MAHOU SIN GLUTEN (1813) 202,15.0,3.0,20.0,MAHOU FUTBOL
015-003-30,29,14014,EU,EU,1.0,1,CERVEZA 33CL MAHOU SIN GLUTEN (1813),15.0,3.0,30.0,MAHOU FUTBOL
015-003-40,30,14009,EU,EU,360.0,1,CERVEZA 33CL MAHOU SIN GLUTEN PACK CESTA,15.0,3.0,40.0,EVENTOS COMERCIALES
015-004-00,62,16024,suelo_126,EU,1.0,1,"BARRIL 20L MAHOU 0,0 TOSTADA",15.0,4.0,0.0,MAHOU JOVEN
015-004-07,96,14926,balda_9h,BD,72.0,1,CERVEZA 25CL ALHAMBRA ESPECIAL SIN PACK,15.0,4.0,7.0,VENUES
015-004-09,30,14039,balda_9h,BD,24.0,1,"CERVEZA 33CL MAHOU TOSTADA 0,0 SIN GLUTE",15.0,4.0,9.0,EVENTOS COMERCIALES
015-004-30,96,11024,EU,EU,598.0,1,CERVEZA 33CL MAHOU RADLER (3116),15.0,4.0,30.0,VENUES
