ubicacion,owner,article,tipologia,width,stock_pal_total,pallet_rows,denominacion,pasillo,columna,altura,denominacion_propietario
007-062-40,24,31105,AM,AM,25.0,1,SILLA PLASTICO SINCE 1890 SAN MIGUEL,7.0,62.0,40.0,MCC MADRID
007-065-30,96,31135,AM,AM,4.0,1,SILLA MARRON IRRADIACION MAHOU 2022,7.0,65.0,30.0,VENUES
007-065-40,24,31047,AM,AM,26.0,1,SILLA PLASTICO MARRON DESDE 1890 MAHOU,7.0,65.0,40.0,MCC MADRID
007-066-30,34,31091,AM,AM,16.0,1,SILLA TERRAZA LAMAS MARMOLADA MAHOU19,7.0,66.0,30.0,CUENTAS NACIONALES
007-066-40,24,31047,AM,AM,26.0,1,SILLA PLASTICO MARRON DESDE 1890 MAHOU,7.0,66.0,40.0,MCC MADRID
007-067-10,3,23079,AM,AM,2.0,1,MESA EMPLATADO/TRABAJO JARDIN ALHAMBRA,7.0,67.0,10.0,ALHAMBRA
007-067-20,3,23079,AM,AM,2.0,1,MESA EMPLATADO/TRABAJO JARDIN ALHAMBRA,7.0,67.0,20.0,ALHAMBRA
007-067-30,24,22011,AM,AM,4.0,1,MESA PLASTICO/METAL BLANCA MAHOU,7.0,67.0,30.0,MCC MADRID
007-067-40,24,22027,AM,AM,20.0,1,MESA GRIS 2018 ALHAMBRA PATA BLANCA,7.0,67.0,40.0,MCC MADRID
007-068-30,14,31019,AM,AM,24.0,1,SILLA PLASTICO BLANCA PREMIUM MAHOU,7.0,68.0,30.0,FUNDACION MAHOU SAN MIGUEL
007-068-40,24,31123,AM,AM,24.0,1,SILLA CHAPA  BLANCA STELLA ARTOIS,7.0,68.0,40.0,MCC MADRID
007-071-10,3,91227,AM,AM,2.0,1,BARRA AZULEJOS DE BARRO PARA GRIFO JARDI,7.0,71.0,10.0,ALHAMBRA
007-071-20,3,23079,AM,AM,2.0,1,MESA EMPLATADO/TRABAJO JARDIN ALHAMBRA,7.0,71.0,20.0,ALHAMBRA
007-071-30,24,31034,AM,AM,22.0,1,SILLA PLASTICO GRIS ALHAMBRA,7.0,71.0,30.0,MCC MADRID
007-071-40,24,31043,AM,AM,14.0,1,SILLA PLASTICO NEGRA TERRAZA LA SALVE,7.0,71.0,40.0,MCC MADRID
007-072-00,23,46023,suelo_estandar,S,1.0,1,STAND PEQUENO NEGRO MAHOU 176X54CM,7.0,72.0,0.0,MAHOU-MARKETING OCIO
007-072-30,24,31004,AM,AM,20.0,1,SILLA TERRAZA ROJA LAMAS MAHOU,7.0,72.0,30.0,MCC MADRID
007-072-40,24,31047,AM,AM,26.0,1,SILLA PLASTICO MARRON DESDE 1890 MAHOU,7.0,72.0,40.0,MCC MADRID
007-073-20,3,23079,AM,AM,2.0,1,MESA EMPLATADO/TRABAJO JARDIN ALHAMBRA,7.0,73.0,20.0,ALHAMBRA
007-073-30,24,31091,AM,AM,18.0,1,SILLA TERRAZA LAMAS MARMOLADA MAHOU19,7.0,73.0,30.0,MCC MADRID
007-073-40,24,31047,AM,AM,26.0,1,SILLA PLASTICO MARRON DESDE 1890 MAHOU,7.0,73.0,40.0,MCC MADRID
007-074-00,23,46023,suelo_estandar,S,1.0,1,STAND PEQUENO NEGRO MAHOU 176X54CM,7.0,74.0,0.0,MAHOU-MARKETING OCIO
007-074-30,24,31045,AM,AM,20.0,1,SILLA TERRAZA MARRON MAHOU IRRADIACION,7.0,74.0,30.0,MCC MADRID
007-074-40,24,22155,AM,AM,15.0,1,MESA MADERA PINO BUDWEISER 2 LOGOS,7.0,74.0,40.0,MCC MADRID
007-077-20,3,23079,AM,AM,2.0,1,MESA EMPLATADO/TRABAJO JARDIN ALHAMBRA,7.0,77.0,20.0,ALHAMBRA
007-077-30,3,22140,AM,AM,4.0,1,MESA COB RECICLADA  GRIS ALHAMBRA2022,7.0,77.0,30.0,ALHAMBRA
007-077-40,24,31004,AM,AM,20.0,1,SILLA TERRAZA ROJA LAMAS MAHOU,7.0,77.0,40.0,MCC MADRID
007-078-00,23,46023,suelo_estandar,S,1.0,1,STAND PEQUENO NEGRO MAHOU 176X54CM,7.0,78.0,0.0,MAHOU-MARKETING OCIO
007-078-30,24,31004,AM,AM,20.0,1,SILLA TERRAZA ROJA LAMAS MAHOU,7.0,78.0,30.0,MCC MADRID
007-078-40,24,31123,AM,AM,24.0,1,SILLA CHAPA  BLANCA STELLA ARTOIS,7.0,78.0,40.0,MCC MADRID
007-079-20,3,23079,AM,AM,2.0,1,MESA EMPLATADO/TRABAJO JARDIN ALHAMBRA,7.0,79.0,20.0,ALHAMBRA
007-079-30,12,31088,AM,AM,22.0,1,SILLA BLANCA CON AGUJEROS,7.0,79.0,30.0,ESPACIOS CERVECERAS
007-079-40,24,31011,AM,AM,24.0,1,SILLA TERRAZA BLANCA CERVEZAS ALHAMBRA,7.0,79.0,40.0,MCC MADRID
007-080-00,23,46023,suelo_estandar,S,1.0,1,STAND PEQUENO NEGRO MAHOU 176X54CM,7.0,80.0,0.0,MAHOU-MARKETING OCIO
007-080-30,24,31004,AM,AM,20.0,1,SILLA TERRAZA ROJA LAMAS MAHOU,7.0,80.0,30.0,MCC MADRID
007-080-40,24,22155,AM,AM,15.0,1,MESA MADERA PINO BUDWEISER 2 LOGOS,7.0,80.0,40.0,MCC MADRID
007-083-10,82,31149,AM,AM,30.0,1,SILLON (SILLA) TEXTILENE BRUTUS NEGRA,7.0,83.0,10.0,BRUTUS DESARROLLO COMERCIAL
007-083-20,3,23079,AM,AM,2.0,1,MESA EMPLATADO/TRABAJO JARDIN ALHAMBRA,7.0,83.0,20.0,ALHAMBRA
007-083-30,3,22165,AM,AM,7.0,1,MESA MADERA MACIZA H76 JARDIN ALHAMBRA,7.0,83.0,30.0,ALHAMBRA
007-084-10,82,31149,AM,AM,29.0,1,SILLON (SILLA) TEXTILENE BRUTUS NEGRA,7.0,84.0,10.0,BRUTUS DESARROLLO COMERCIAL
007-084-20,82,31149,AM,AM,30.0,1,SILLON (SILLA) TEXTILENE BRUTUS NEGRA,7.0,84.0,20.0,BRUTUS DESARROLLO COMERCIAL
007-084-30,24,31004,AM,AM,20.0,1,SILLA TERRAZA ROJA LAMAS MAHOU,7.0,84.0,30.0,MCC MADRID
007-084-40,24,22027,AM,AM,20.0,1,MESA GRIS 2018 ALHAMBRA PATA BLANCA,7.0,84.0,40.0,MCC MADRID
007-085-00,24,203007,suelo_estandar,S,28.0,1,VALLA PUBLICITARIA VERDE CLASICA  MAHOU,7.0,85.0,0.0,MCC MADRID
007-085-30,24,22014,AM,AM,6.0,1,MESA PLASTICO/METAL ROJA TERRAZA MAHOU,7.0,85.0,30.0,MCC MADRID
007-085-40,24,31091,AM,AM,20.0,1,SILLA TERRAZA LAMAS MARMOLADA MAHOU19,7.0,85.0,40.0,MCC MADRID
007-086-30,24,31034,AM,AM,22.0,1,SILLA PLASTICO GRIS ALHAMBRA,7.0,86.0,30.0,MCC MADRID
007-086-40,24,31047,AM,AM,26.0,1,SILLA PLASTICO MARRON DESDE 1890 MAHOU,7.0,86.0,40.0,MCC MADRID
007-088-00,23,92068,suelo_estandar,S,1.0,1,BARRA SEMICIRCULAR FRANJA ROJA MAHOU 3 M,7.0,88.0,0.0,MAHOU-MARKETING OCIO
007-089-30,3,205202,AM,AM,6.0,1,ESTRUCTURA DOBLE HUECO CERRAMIENTO SABO,7.0,89.0,30.0,ALHAMBRA
007-089-40,24,22014,AM,AM,13.0,1,MESA PLASTICO/METAL ROJA TERRAZA MAHOU,7.0,89.0,40.0,MCC MADRID
007-090-30,24,31045,EU,EU,20.0,1,SILLA TERRAZA MARRON MAHOU IRRADIACION,7.0,90.0,30.0,MCC MADRID
007-090-40,24,31105,AM,AM,26.0,1,SILLA PLASTICO SINCE 1890 SAN MIGUEL,7.0,90.0,40.0,MCC MADRID
007-091-30,24,31004,AM,AM,20.0,1,SILLA TERRAZA ROJA LAMAS MAHOU,7.0,91.0,30.0,MCC MADRID
007-091-40,24,31004,AM,AM,20.0,1,SILLA TERRAZA ROJA LAMAS MAHOU,7.0,91.0,40.0,MCC MADRID
007-092-30,24,31099,EU,EU,20.0,1,SILLA TERRAZA IRRADIACION BEIGE MAHOU,7.0,92.0,30.0,MCC MADRID
007-092-40,24,31047,AM,AM,24.0,1,SILLA PLASTICO MARRON DESDE 1890 MAHOU,7.0,92.0,40.0,MCC MADRID
007-093-00,29,203070,suelo_estandar,S,1.0,1,CONJUNTO VALLA/CERCA TRASERA MADERA OPEN,7.0,93.0,0.0,MAHOU FUTBOL
007-095-30,24,31045,AM,AM,20.0,1,SILLA TERRAZA MARRON MAHOU IRRADIACION,7.0,95.0,30.0,MCC MADRID
007-096-30,5,209021,AM,AM,1.0,1,CAJA DE BOLAS BLANCA PISCINA,7.0,96.0,30.0,SAN MIGUEL
007-096-40,24,31105,AM,AM,26.0,1,SILLA PLASTICO SINCE 1890 SAN MIGUEL,7.0,96.0,40.0,MCC MADRID
007-097-30,24,31019,AM,AM,20.0,1,SILLA PLASTICO BLANCA PREMIUM MAHOU,7.0,97.0,30.0,MCC MADRID
007-097-40,24,31047,AM,AM,26.0,1,SILLA PLASTICO MARRON DESDE 1890 MAHOU,7.0,97.0,40.0,MCC MADRID
007-098-00,5,203060,suelo_estandar,S,9.0,1,VALLA SAN MIGUEL VERDE BLANCA,7.0,98.0,0.0,SAN MIGUEL
007-098-30,24,31099,AM,AM,19.0,1,SILLA TERRAZA IRRADIACION BEIGE MAHOU,7.0,98.0,30.0,MCC MADRID
007-098-40,24,31011,AM,AM,24.0,1,SILLA TERRAZA BLANCA CERVEZAS ALHAMBRA,7.0,98.0,40.0,MCC MADRID
007-101-30,24,31034,AM,AM,22.0,1,SILLA PLASTICO GRIS ALHAMBRA,7.0,101.0,30.0,MCC MADRID
007-101-40,24,31004,AM,AM,20.0,1,SILLA TERRAZA ROJA LAMAS MAHOU,7.0,101.0,40.0,MCC MADRID
007-102-30,24,31099,AM,AM,25.0,1,SILLA TERRAZA IRRADIACION BEIGE MAHOU,7.0,102.0,30.0,MCC MADRID
007-102-40,24,31031,AM,AM,27.0,1,SILLA PLASTICO BLANCA ALHAMBRA,7.0,102.0,40.0,MCC MADRID
007-103-30,24,31045,AM,AM,24.0,1,SILLA TERRAZA MARRON MAHOU IRRADIACION,7.0,103.0,30.0,MCC MADRID
007-103-40,24,31004,AM,AM,20.0,1,SILLA TERRAZA ROJA LAMAS MAHOU,7.0,103.0,40.0,MCC MADRID
007-104-30,24,31045,AM,AM,24.0,1,SILLA TERRAZA MARRON MAHOU IRRADIACION,7.0,104.0,30.0,MCC MADRID
007-104-40,24,22014,AM,AM,10.0,1,MESA PLASTICO/METAL ROJA TERRAZA MAHOU,7.0,104.0,40.0,MCC MADRID
007-107-30,24,31034,AM,AM,22.0,1,SILLA PLASTICO GRIS ALHAMBRA,7.0,107.0,30.0,MCC MADRID
007-107-40,24,31004,AM,AM,20.0,1,SILLA TERRAZA ROJA LAMAS MAHOU,7.0,107.0,40.0,MCC MADRID
007-108-30,24,31011,AM,AM,19.0,1,SILLA TERRAZA BLANCA CERVEZAS ALHAMBRA,7.0,108.0,30.0,MCC MADRID
007-108-40,24,22014,AM,AM,20.0,1,MESA PLASTICO/METAL ROJA TERRAZA MAHOU,7.0,108.0,40.0,MCC MADRID
007-109-30,98,139014,AM,AM,12.0,1,HUCHA CERDITO JUEGO DEL CALAMAR,7.0,109.0,30.0,MAHOU CANAL
007-109-40,98,139014,AM,AM,12.0,1,HUCHA CERDITO JUEGO DEL CALAMAR,7.0,109.0,40.0,MAHOU CANAL
007-110-30,24,31099,AM,AM,30.0,1,SILLA TERRAZA IRRADIACION BEIGE MAHOU,7.0,110.0,30.0,MCC MADRID
007-110-40,24,31105,AM,AM,26.0,1,SILLA PLASTICO SINCE 1890 SAN MIGUEL,7.0,110.0,40.0,MCC MADRID
007-113-30,98,139014,AM,AM,12.0,1,HUCHA CERDITO JUEGO DEL CALAMAR,7.0,113.0,30.0,MAHOU CANAL
007-113-40,98,139014,AM,AM,12.0,1,HUCHA CERDITO JUEGO DEL CALAMAR,7.0,113.0,40.0,MAHOU CANAL
007-114-30,24,31105,AM,AM,26.0,1,SILLA PLASTICO SINCE 1890 SAN MIGUEL,7.0,114.0,30.0,MCC MADRID
007-114-40,24,22014,AM,AM,20.0,1,MESA PLASTICO/METAL ROJA TERRAZA MAHOU,7.0,114.0,40.0,MCC MADRID
007-115-30,98,139014,AM,AM,12.0,1,HUCHA CERDITO JUEGO DEL CALAMAR,7.0,115.0,30.0,MAHOU CANAL
007-115-40,98,139014,AM,AM,12.0,1,HUCHA CERDITO JUEGO DEL CALAMAR,7.0,115.0,40.0,MAHOU CANAL
007-116-30,24,31105,AM,AM,26.0,1,SILLA PLASTICO SINCE 1890 SAN MIGUEL,7.0,116.0,30.0,MCC MADRID
007-116-40,24,31047,AM,AM,26.0,1,SILLA PLASTICO MARRON DESDE 1890 MAHOU,7.0,116.0,40.0,MCC MADRID
007-119-30,98,139014,AM,AM,12.0,1,HUCHA CERDITO JUEGO DEL CALAMAR,7.0,119.0,30.0,MAHOU CANAL
007-119-40,98,139014,AM,AM,12.0,1,HUCHA CERDITO JUEGO DEL CALAMAR,7.0,119.0,40.0,MAHOU CANAL
007-120-30,24,31034,AM,AM,22.0,1,SILLA PLASTICO GRIS ALHAMBRA,7.0,120.0,30.0,MCC MADRID
007-120-40,24,22014,AM,AM,20.0,1,MESA PLASTICO/METAL ROJA TERRAZA MAHOU,7.0,120.0,40.0,MCC MADRID
007-121-30,98,139014,AM,AM,12.0,1,HUCHA CERDITO JUEGO DEL CALAMAR,7.0,121.0,30.0,MCC MADRID
007-121-40,98,139014,AM,AM,12.0,1,HUCHA CERDITO JUEGO DEL CALAMAR,7.0,121.0,40.0,MAHOU CANAL
007-122-30,24,31045,AM,AM,20.0,1,SILLA TERRAZA MARRON MAHOU IRRADIACION,7.0,122.0,30.0,MCC MADRID
007-122-40,24,22140,AM,AM,18.0,1,MESA COB RECICLADA  GRIS ALHAMBRA2022,7.0,122.0,40.0,MCC MADRID
007-125-30,98,139014,AM,AM,11.0,1,HUCHA CERDITO JUEGO DEL CALAMAR,7.0,125.0,30.0,MAHOU CANAL
007-125-40,98,139014,AM,AM,12.0,1,HUCHA CERDITO JUEGO DEL CALAMAR,7.0,125.0,40.0,MAHOU CANAL
007-126-30,24,31045,AM,AM,24.0,1,SILLA TERRAZA MARRON MAHOU IRRADIACION,7.0,126.0,30.0,MCC MADRID
007-126-40,24,31047,AM,AM,26.0,1,SILLA PLASTICO MARRON DESDE 1890 MAHOU,7.0,126.0,40.0,MCC MADRID
007-127-10,98,139014,AM,AM,12.0,1,HUCHA CERDITO JUEGO DEL CALAMAR,7.0,127.0,10.0,MAHOU CANAL
007-127-30,98,139014,AM,AM,12.0,1,HUCHA CERDITO JUEGO DEL CALAMAR,7.0,127.0,30.0,MAHOU CANAL
007-127-40,98,139014,AM,AM,12.0,1,HUCHA CERDITO JUEGO DEL CALAMAR,7.0,127.0,40.0,MAHOU CANAL
007-128-30,24,31004,AM,AM,20.0,1,SILLA TERRAZA ROJA LAMAS MAHOU,7.0,128.0,30.0,MCC MADRID
007-128-40,24,31047,AM,AM,26.0,1,SILLA PLASTICO MARRON DESDE 1890 MAHOU,7.0,128.0,40.0,MCC MADRID
007-131-10,98,139014,AM,AM,12.0,1,HUCHA CERDITO JUEGO DEL CALAMAR,7.0,131.0,10.0,MAHOU CANAL
007-131-30,98,139014,AM,AM,12.0,1,HUCHA CERDITO JUEGO DEL CALAMAR,7.0,131.0,30.0,MAHOU CANAL
007-131-40,98,139014,AM,AM,12.0,1,HUCHA CERDITO JUEGO DEL CALAMAR,7.0,131.0,40.0,MAHOU CANAL
007-132-10,95,167000,AM,AM,1.0,1,BOTELLERO BEIGE LOS CERVECISTAS,7.0,132.0,10.0,INNOVACION
007-132-30,24,31004,AM,AM,20.0,1,SILLA TERRAZA ROJA LAMAS MAHOU,7.0,132.0,30.0,MCC MADRID
007-132-40,24,31047,AM,AM,26.0,1,SILLA PLASTICO MARRON DESDE 1890 MAHOU,7.0,132.0,40.0,MCC MADRID
008-001-10,3,22126,AM,AM,20.0,1,MESA MADERA DIRECTOR LOGO ALHAMBRA,8.0,1.0,10.0,ALHAMBRA
008-001-20,3,22126,AM,AM,25.0,1,MESA MADERA DIRECTOR LOGO ALHAMBRA,8.0,1.0,20.0,ALHAMBRA
008-001-30,3,22126,AM,AM,12.0,1,MESA MADERA DIRECTOR LOGO ALHAMBRA,8.0,1.0,30.0,ALHAMBRA
008-001-40,24,22140,EU,EU,12.0,1,MESA COB RECICLADA  GRIS ALHAMBRA2022,8.0,1.0,40.0,MCC MADRID
008-002-10,3,22009,AM,AM,22.0,1,MESA MADERA DIRECTOR 2015 SIN LOGO,8.0,2.0,10.0,ALHAMBRA
008-002-20,3,22009,AM,AM,27.0,1,MESA MADERA DIRECTOR 2015 SIN LOGO,8.0,2.0,20.0,ALHAMBRA
008-002-30,24,31004,AM,AM,20.0,1,SILLA TERRAZA ROJA LAMAS MAHOU,8.0,2.0,30.0,MCC MADRID
008-002-40,23,31004,AM,AM,20.0,1,SILLA TERRAZA ROJA LAMAS MAHOU,8.0,2.0,40.0,MAHOU-MARKETING OCIO
008-005-10,23,31124,AM,AM,73.0,1,SILLA TARNO ROJA PLEGABLE MAHOU,8.0,5.0,10.0,MAHOU-MARKETING OCIO
008-005-20,80,31132,AM,AM,17.0,1,SILLA NEGRA METALICA BUDWEISER,8.0,5.0,20.0,ABI HORECA
008-005-30,24,22014,AM,AM,13.0,1,MESA PLASTICO/METAL ROJA TERRAZA MAHOU,8.0,5.0,30.0,MCC MADRID
008-005-40,24,31031,AM,AM,24.0,1,SILLA PLASTICO BLANCA ALHAMBRA,8.0,5.0,40.0,MCC MADRID
008-006-10,3,22009,AM,AM,16.0,1,MESA MADERA DIRECTOR 2015 SIN LOGO,8.0,6.0,10.0,ALHAMBRA
008-006-20,3,22009,AM,AM,26.0,1,MESA MADERA DIRECTOR 2015 SIN LOGO,8.0,6.0,20.0,ALHAMBRA
008-006-30,24,22011,AM,AM,13.0,1,MESA PLASTICO/METAL BLANCA MAHOU,8.0,6.0,30.0,MCC MADRID
008-006-40,24,22014,AM,AM,13.0,1,MESA PLASTICO/METAL ROJA TERRAZA MAHOU,8.0,6.0,40.0,MCC MADRID
008-007-10,24,22140,AM,AM,15.0,1,MESA COB RECICLADA  GRIS ALHAMBRA2022,8.0,7.0,10.0,MCC MADRID
008-007-20,24,22140,AM,AM,15.0,1,MESA COB RECICLADA  GRIS ALHAMBRA2022,8.0,7.0,20.0,MCC MADRID
008-007-30,24,31003,AM,AM,24.0,1,SILLA ROJA LOGO MAHOU 5 ESTRELLAS,8.0,7.0,30.0,MCC MADRID
008-007-40,24,22140,AM,AM,19.0,1,MESA COB RECICLADA  GRIS ALHAMBRA2022,8.0,7.0,40.0,MCC MADRID
008-008-00,82,202069,suelo_250,00,24.0,1,SOMBRILLA NEGRA LOGO BRUTUS,8.0,8.0,0.0,BRUTUS DESARROLLO COMERCIAL
008-008-10,3,22009,AM,AM,26.0,1,MESA MADERA DIRECTOR 2015 SIN LOGO,8.0,8.0,10.0,ALHAMBRA
008-008-20,80,22155,AM,AM,4.0,1,MESA MADERA PINO BUDWEISER 2 LOGOS,8.0,8.0,20.0,ABI HORECA
008-008-30,24,22011,AM,AM,13.0,1,MESA PLASTICO/METAL BLANCA MAHOU,8.0,8.0,30.0,MCC MADRID
008-008-40,24,31004,AM,AM,22.0,1,SILLA TERRAZA ROJA LAMAS MAHOU,8.0,8.0,40.0,MCC MADRID
008-010-00,82,202069,suelo_250,00,24.0,1,SOMBRILLA NEGRA LOGO BRUTUS,8.0,10.0,0.0,BRUTUS DESARROLLO COMERCIAL
008-011-00,24,22009,suelo_250,S,1.0,1,MESA MADERA DIRECTOR 2015 SIN LOGO,8.0,11.0,0.0,MCC MADRID
008-011-10,24,22014,AM,AM,15.0,1,MESA PLASTICO/METAL ROJA TERRAZA MAHOU,8.0,11.0,10.0,MCC MADRID
008-011-20,24,31003,AM,AM,24.0,1,SILLA ROJA LOGO MAHOU 5 ESTRELLAS,8.0,11.0,20.0,MCC MADRID
008-011-30,24,31003,AM,AM,24.0,1,SILLA ROJA LOGO MAHOU 5 ESTRELLAS,8.0,11.0,30.0,MCC MADRID
008-012-00,82,202069,suelo_250,00,19.0,1,SOMBRILLA NEGRA LOGO BRUTUS,8.0,12.0,0.0,BRUTUS DESARROLLO COMERCIAL
008-012-20,3,31134,AM,AM,30.0,1,SILLA TARNO NEGRA JARDIN PLEGABLE MADERA,8.0,12.0,20.0,ALHAMBRA
008-012-30,24,31003,AM,AM,24.0,1,SILLA ROJA LOGO MAHOU 5 ESTRELLAS,8.0,12.0,30.0,MCC MADRID
008-012-40,6,179014,AM,AM,251.0,1,BANDEJA LINEAL FOUNDERS SESSION IPA 2022,8.0,12.0,40.0,CRAFT
008-013-00,24,209019,suelo_250,S,2.0,1,ESTUFA NEGRA PARA EXTERIOR MURILLO,8.0,13.0,0.0,MCC MADRID
008-013-10,24,22011,AM,AM,13.0,1,MESA PLASTICO/METAL BLANCA MAHOU,8.0,13.0,10.0,MCC MADRID
008-013-20,3,23081,AM,AM,7.0,1,MESA TARNO NEGRA JARDIN PLEGABLE MADERA,8.0,13.0,20.0,ALHAMBRA
008-013-30,24,22140,AM,AM,15.0,1,MESA COB RECICLADA  GRIS ALHAMBRA2022,8.0,13.0,30.0,MCC MADRID
008-013-40,24,31033,AM,AM,24.0,1,SILLA BLANCA MAHOU LOGO ROJO M 2018,8.0,13.0,40.0,MCC MADRID
008-014-10,3,91228,AM,AM,1.0,1,BARRA AZULEJOS BARRO PARA BOTELLERO JARD,8.0,14.0,10.0,ALHAMBRA
008-014-20,3,91224,AM,AM,2.0,1,MOSTRADOR/MESA DJ CON RUEDAS JARDIN ALHA,8.0,14.0,20.0,ALHAMBRA
008-014-30,24,31003,AM,AM,24.0,1,SILLA ROJA LOGO MAHOU 5 ESTRELLAS,8.0,14.0,30.0,MCC MADRID
008-014-40,24,31047,AM,AM,26.0,1,SILLA PLASTICO MARRON DESDE 1890 MAHOU,8.0,14.0,40.0,MCC MADRID
008-015-00,24,31118,suelo_250,S,1.0,1,SILLA COB MARRON RECICLADA MAHOU2022,8.0,15.0,0.0,MCC MADRID
008-017-10,24,22007,AM,AM,10.0,1,MESA ROJA TERRAZA APLANADA MAHOU,8.0,17.0,10.0,MCC MADRID
008-017-30,24,22014,AM,AM,13.0,1,MESA PLASTICO/METAL ROJA TERRAZA MAHOU,8.0,17.0,30.0,MCC MADRID
008-017-40,3,205203,AM,AM,8.0,1,ESTRUCTURA TRIPLE HUECO CERRAMIENTO SABO,8.0,17.0,40.0,ALHAMBRA
008-018-10,23,31004,AM,AM,17.0,1,SILLA TERRAZA ROJA LAMAS MAHOU,8.0,18.0,10.0,MAHOU-MARKETING OCIO
008-018-20,23,31134,AM,AM,28.0,1,SILLA TARNO NEGRA JARDIN PLEGABLE MADERA,8.0,18.0,20.0,MAHOU-MARKETING OCIO
008-018-30,24,31003,AM,AM,24.0,1,SILLA ROJA LOGO MAHOU 5 ESTRELLAS,8.0,18.0,30.0,MCC MADRID
008-018-40,24,31004,AM,AM,20.0,1,SILLA TERRAZA ROJA LAMAS MAHOU,8.0,18.0,40.0,MCC MADRID
008-019-10,32,91176,AM,AM,2.0,1,BARRA  MADERA ROBLE ALHAMBRA,8.0,19.0,10.0,MCC CENTRO - OESTE
008-019-20,3,167018,AM,AM,1.0,1,BOTELLERO GRIS CERVEZAS ALHAMBRA,8.0,19.0,20.0,ALHAMBRA
008-019-30,24,22011,AM,AM,13.0,1,MESA PLASTICO/METAL BLANCA MAHOU,8.0,19.0,30.0,MCC MADRID
008-019-40,24,31003,AM,AM,8.0,1,SILLA ROJA LOGO MAHOU 5 ESTRELLAS,8.0,19.0,40.0,MCC MADRID
008-020-00,82,202069,suelo_250,00,24.0,1,SOMBRILLA NEGRA LOGO BRUTUS,8.0,20.0,0.0,BRUTUS DESARROLLO COMERCIAL
008-020-10,29,36008,AM,AM,10.0,1,PUFF TELA NEGRO,8.0,20.0,10.0,MAHOU FUTBOL
008-020-20,23,22009,AM,AM,23.0,1,MESA MADERA DIRECTOR 2015 SIN LOGO,8.0,20.0,20.0,MAHOU-MARKETING OCIO
008-020-30,24,31003,AM,AM,24.0,1,SILLA ROJA LOGO MAHOU 5 ESTRELLAS,8.0,20.0,30.0,MCC MADRID
008-020-40,24,22015,AM,AM,8.0,1,MESA BLANCA TERRAZA SAN MIGUEL,8.0,20.0,40.0,MCC MADRID
008-022-00,82,202069,suelo_250,00,24.0,1,SOMBRILLA NEGRA LOGO BRUTUS,8.0,22.0,0.0,BRUTUS DESARROLLO COMERCIAL
008-023-20,24,31031,AM,AM,24.0,1,SILLA PLASTICO BLANCA ALHAMBRA,8.0,23.0,20.0,MCC MADRID
008-023-30,24,22014,AM,AM,13.0,1,MESA PLASTICO/METAL ROJA TERRAZA MAHOU,8.0,23.0,30.0,MCC MADRID
008-023-40,24,31047,AM,AM,24.0,1,SILLA PLASTICO MARRON DESDE 1890 MAHOU,8.0,23.0,40.0,MCC MADRID
008-024-00,82,202069,suelo_250,00,24.0,1,SOMBRILLA NEGRA LOGO BRUTUS,8.0,24.0,0.0,BRUTUS DESARROLLO COMERCIAL
008-024-10,23,145013,AM,AM,4.0,1,MACETERO METAL GRIS REJILLA (COMPLICES),8.0,24.0,10.0,MAHOU-MARKETING OCIO
008-024-20,24,31031,AM,AM,24.0,1,SILLA PLASTICO BLANCA ALHAMBRA,8.0,24.0,20.0,MCC MADRID
008-024-30,24,31003,AM,AM,24.0,1,SILLA ROJA LOGO MAHOU 5 ESTRELLAS,8.0,24.0,30.0,MCC MADRID
008-024-40,24,31033,AM,AM,26.0,1,SILLA BLANCA MAHOU LOGO ROJO M 2018,8.0,24.0,40.0,MCC MADRID
008-025-10,29,167004,AM,AM,4.0,1,"BOTELLERO 1,00 X 0,55 X 0,84 M MAHOU",8.0,25.0,10.0,MAHOU FUTBOL
008-025-20,24,31031,AM,AM,24.0,1,SILLA PLASTICO BLANCA ALHAMBRA,8.0,25.0,20.0,MCC MADRID
008-025-30,24,31091,AM,AM,18.0,1,SILLA TERRAZA LAMAS MARMOLADA MAHOU19,8.0,25.0,30.0,MCC MADRID
008-025-40,24,31031,AM,AM,24.0,1,SILLA PLASTICO BLANCA ALHAMBRA,8.0,25.0,40.0,MCC MADRID
008-026-10,3,31171,AM,AM,25.0,1,SILLA BRIEL ALHAMBRA,8.0,26.0,10.0,ALHAMBRA
008-026-20,24,31031,AM,AM,16.0,1,SILLA PLASTICO BLANCA ALHAMBRA,8.0,26.0,20.0,MCC MADRID
008-026-30,24,31003,AM,AM,24.0,1,SILLA ROJA LOGO MAHOU 5 ESTRELLAS,8.0,26.0,30.0,MCC MADRID
008-027-00,89,176026,suelo_250,S,1.0,1,URNA METACRILATO LOGO M MAHOU ROSE,8.0,27.0,0.0,BRAND MANAGEMENT MERCADO
008-028-00,82,202068,suelo_250,00,24.0,1,SOMBRILLA BLANCA CON FALDON NEGRO LOGO B,8.0,28.0,0.0,BRUTUS DESARROLLO COMERCIAL
008-029-10,24,167001,AM,AM,4.0,1,BOTELLERO MARRON DESDE 1890  MAHOU,8.0,29.0,10.0,MCC MADRID
008-029-20,3,205203,AM,AM,6.0,1,ESTRUCTURA TRIPLE HUECO CERRAMIENTO SABO,8.0,29.0,20.0,ALHAMBRA
008-029-30,24,22014,AM,AM,13.0,1,MESA PLASTICO/METAL ROJA TERRAZA MAHOU,8.0,29.0,30.0,MCC MADRID
