article,transaction_frequency,support,row_frequency,total_quantity,mean_quantity_per_tx,excluded_from_rules_flag
012056,42,0.0019712756969867645,42,3693,87.92857142857143,False
012063,42,0.0019712756969867645,42,5100,121.42857142857143,False
087033,42,0.0019712756969867645,42,370,8.80952380952381,False
125097,41,0.0019243405613442223,41,5442,132.73170731707316,False
019057,41,0.0019243405613442223,41,8040,196.09756097560975,False
032031,41,0.0019243405613442223,41,1388,33.853658536585364,False
151,41,0.0019243405613442223,41,88,2.1463414634146343,False
061007,41,0.0019243405613442223,41,16879,411.6829268292683,False
142002,40,0.0018774054257016802,40,228,5.7,False
075014,40,0.0018774054257016802,40,144450,3611.25,False
051180,40,0.0018774054257016802,40,98,2.45,False
071115,39,0.0018304702900591382,39,11925,305.7692307692308,False
093005,39,0.0018304702900591382,39,63,1.6153846153846154,False
022181,39,0.0018304702900591382,39,468,12.0,False
