owner,article,transaction_frequency,total_quantity
23,011015,4,396.0
23,061037,4,336.0
23,129119,4,127.0
23,102641,4,65.0
23,155003,4,49.0
23,094016,4,34.0
23,034003,4,22.0
23,107104,4,21.0
23,033019,4,20.0
23,036000,4,16.0
23,051016,4,16.0
23,147001,4,16.0
23,181033,4,16.0
23,022182,4,14.0
23,174013,4,14.0
23,021008,4,12.0
23,034004,4,12.0
23,022032,4,11.0
23,147003,4,11.0
23,033014,4,10.0
23,204088,4,10.0
23,161120,4,8.0
23,023076,4,7.0
23,034012,4,7.0
23,096003,4,7.0
23,152015,4,7.0
23,041099,4,6.0
23,172214,4,5.0
23,051112,4,4.0
23,051315,4,4.0
23,054017,4,4.0
23,094017,4,4.0
23,128242,4,4.0
23,179020,4,4.0
23,186025,3,1021.0
23,132078,3,1001.0
23,164006,3,641.0360000000001
23,132056,3,562.0
23,072094,3,513.2
23,123027,3,481.0
23,121001,3,420.0
23,186024,3,285.0
23,18428,3,260.0
23,016011,3,179.0
23,14012,3,144.0
23,061010,3,83.0
23,102516,3,79.182
23,061014,3,74.0
23,186026,3,71.03
23,071008,3,36.0
23,092179,3,36.0
23,042112,3,31.0
23,095002,3,30.0
23,145040,3,26.0
23,204047,3,26.0
23,072107,3,24.0
23,155004,3,22.0
23,84027,3,22.0
23,042034,3,21.0
23,031009,3,18.0
23,033001,3,18.0
23,145039,3,18.0
23,102534,3,17.0
23,102640,3,17.0
23,072086,3,16.778000000000002
23,102598,3,16.0
23,163043,3,16.0
23,036006,3,14.0
23,021212,3,13.0
23,033013,3,12.0
23,042001,3,12.0
23,051250,3,10.0
23,181003,3,8.0
23,054039,3,7.0
23,161026,3,7.0
23,127017,3,6.0
23,163041,3,6.0
23,206002,3,6.0
23,043008,3,4.0
23,052004,3,4.0
23,054006,3,4.0
23,181071,3,4.0
23,185010,3,4.0
23,021014,3,3.0
23,022005,3,3.0
23,023083,3,3.0
23,049017,3,3.0
23,051111,3,3.0
23,051227,3,3.0
23,051318,3,3.0
23,051319,3,3.0
23,083094,3,3.0
23,087018,3,3.0
23,087020,3,3.0
23,092181,3,3.0
23,094008,3,3.0
23,103181,3,3.0
23,103182,3,3.0
23,103245,3,3.0
23,127020,3,3.0
23,134004,3,3.0
23,152033,3,3.0
23,159012,3,3.0
23,161004,3,3.0
23,161064,3,3.0
23,167007,3,3.0
23,174010,3,3.0
23,183051,3,3.0
23,209010,3,3.0
23,072108,2,1200.0
23,018428,2,1120.0
23,123098,2,601.0
23,071037,2,588.0
23,162039,2,524.0
23,011029,2,396.0
23,124089,2,327.0
23,139009,2,307.0
23,133104,2,300.0
23,121037,2,240.0
23,123078,2,240.0
23,162047,2,230.0
23,061013,2,192.0
23,162043,2,107.0
23,123024,2,98.0
23,061008,2,76.0
23,14042,2,72.0
23,085007,2,71.0
23,144025,2,62.0
23,081003,2,54.0
23,071074,2,36.0
23,103250,2,29.0
23,016024,2,24.0
23,991122,2,23.0
23,122157,2,22.0
23,131066,2,22.0
23,143015,2,22.0
23,154011,2,22.0
23,084037,2,20.0
23,103251,2,20.0
23,103253,2,20.0
23,129131,2,20.0
23,145012,2,20.0
23,095000,2,14.0
23,142016,2,14.0
23,144000,2,13.0
23,144003,2,12.0
23,016014,2,11.0
23,044015,2,11.0
23,036003,2,10.0
23,042090,2,10.0
23,093021,2,10.0
23,145007,2,10.0
23,032032,2,9.0
23,072105,2,8.2
23,021006,2,8.0
23,143005,2,8.0
23,187177,2,8.0
23,041010,2,7.0
23,053003,2,7.0
23,107101,2,7.0
23,152020,2,7.0
23,133103,2,6.125
23,086083,2,6.0
23,143044,2,6.0
23,145017,2,6.0
23,203018,2,6.0
23,022059,2,5.0
23,022160,2,5.0
23,031056,2,5.0
23,032002,2,5.0
23,086091,2,5.0
23,072074,2,4.800000000000001
23,072075,2,4.616
23,022033,2,4.0
23,023010,2,4.0
23,031139,2,4.0
23,033042,2,4.0
23,041039,2,4.0
23,051366,2,4.0
23,053015,2,4.0
23,163042,2,4.0
23,129108,2,3.25
23,087006,2,3.0
23,091014,2,3.0
23,184030,2,3.0
23,185014,2,3.0
23,021013,2,2.0
23,022136,2,2.0
23,022137,2,2.0
23,034010,2,2.0
23,041013,2,2.0
23,041101,2,2.0
23,043000,2,2.0
23,044004,2,2.0
23,044096,2,2.0
23,051023,2,2.0
23,051190,2,2.0
23,051256,2,2.0
23,051277,2,2.0
23,051320,2,2.0
23,051327,2,2.0
23,051373,2,2.0
23,051376,2,2.0
23,054004,2,2.0
23,092002,2,2.0
23,092003,2,2.0
23,092155,2,2.0
23,096042,2,2.0
23,102575,2,2.0
23,128030,2,2.0
23,141028,2,2.0
23,151028,2,2.0
23,151055,2,2.0
23,161010,2,2.0
23,161034,2,2.0
23,161068,2,2.0
23,161149,2,2.0
23,161168,2,2.0
23,166042,2,2.0
23,174009,2,2.0
23,174024,2,2.0
23,176018,2,2.0
23,183009,2,2.0
23,184000,2,2.0
23,184091,2,2.0
23,205085,2,2.0
23,085028,1,900.0
23,186032,1,890.0
23,186029,1,879.0
23,133199,1,873.0
23,186027,1,846.0
23,124269,1,800.0
23,184035,1,680.0
23,186040,1,672.0
23,072001,1,600.0
23,141166,1,600.0
23,126116,1,597.0
23,143036,1,574.0
23,132065,1,567.0
23,086052,1,561.0
23,121013,1,558.0
23,125128,1,550.0
23,162000,1,496.0
23,126033,1,464.0
23,126032,1,459.0
23,126034,1,450.0
23,133009,1,450.0
23,126031,1,444.0
23,133208,1,434.0
23,071030,1,432.0
23,12012,1,408.0
23,126035,1,380.0
23,146039,1,362.0
23,126036,1,356.0
23,122022,1,332.0
23,146005,1,320.0
23,125050,1,315.0
23,086142,1,300.0
23,106348,1,300.0
23,121011,1,300.0
23,121012,1,300.0
23,125023,1,300.0
23,163014,1,300.0
23,121038,1,257.0
23,141122,1,257.0
23,132077,1,250.0
23,122180,1,249.0
23,133172,1,242.0
23,125056,1,240.0
23,071049,1,216.0
23,121015,1,211.0
23,121043,1,209.0
23,146009,1,205.0
23,133014,1,200.0
23,133209,1,200.0
23,83164,1,200.0
23,121014,1,191.0
23,131014,1,187.0
23,128025,1,165.0
23,122003,1,164.0
23,131063,1,150.0
23,102151,1,144.0
23,129007,1,143.0
23,061023,1,140.0
23,141016,1,136.0
23,125035,1,132.0
23,125049,1,125.0
23,133207,1,123.0
23,121041,1,119.0
23,207003,1,115.0
23,061029,1,111.0
23,102152,1,106.0
23,106347,1,105.0
23,133201,1,105.0
23,125015,1,101.2
23,086176,1,100.0
23,102153,1,100.0
23,133106,1,100.0
23,121002,1,98.0
23,065012,1,94.0
23,991044,1,83.0
23,184230,1,80.0
23,103009,1,77.0
23,133026,1,77.0
23,204019,1,76.0
23,186043,1,73.093
23,103032,1,72.0
23,186053,1,69.0
23,123064,1,67.0
23,186054,1,65.0
23,205036,1,64.0
23,187057,1,62.0
23,143026,1,60.0
23,49004,1,60.0
23,129020,1,59.0
23,061028,1,55.0
23,133202,1,55.0
23,991008,1,54.0
23,086026,1,53.0
23,103033,1,50.0
23,126030,1,50.0
23,072093,1,48.0
23,145035,1,46.0
23,086022,1,43.0
23,124023,1,43.0
23,103010,1,42.0
23,131037,1,42.0
23,186042,1,41.015
23,082003,1,41.0
23,184133,1,41.0
23,186023,1,41.0
23,051020,1,40.0
23,128073,1,40.0
23,129019,1,40.0
23,162003,1,40.0
23,103580,1,39.0
23,102638,1,38.0
23,114006,1,38.0
23,061000,1,37.0
23,125030,1,35.2
23,131006,1,35.0
23,205028,1,35.0
23,991029,1,35.0
23,072103,1,33.2
23,133036,1,32.0
23,186015,1,32.0
23,049015,1,30.0
23,102725,1,30.0
23,102729,1,30.0
23,103342,1,30.0
23,103586,1,30.0
23,105010,1,30.0
23,112010,1,30.0
23,102637,1,29.0
23,109009,1,29.0
23,072043,1,28.939
23,052007,1,28.0
23,102635,1,28.0
23,122042,1,28.0
23,142018,1,28.0
23,171003,1,28.0
23,204020,1,28.0
23,102121,1,27.0
23,123026,1,27.0
23,103259,1,25.0
23,146024,1,25.0
23,186006,1,25.0
23,015154,1,24.0
23,072117,1,24.0
23,086016,1,24.0
23,102571,1,24.0
23,103260,1,24.0
23,141077,1,24.0
23,146046,1,24.0
23,185012,1,24.0
23,086017,1,23.0
23,143034,1,23.0
23,185008,1,22.0
23,153007,1,21.0
23,186004,1,21.0
23,125047,1,20.698
23,102728,1,20.0
23,103343,1,20.0
23,103587,1,20.0
23,125058,1,20.0
23,126023,1,20.0
23,129148,1,20.0
23,131005,1,20.0
23,134037,1,20.0
23,144012,1,20.0
23,192043,1,20.0
23,033021,1,18.0
23,112053,1,18.0
23,75039,1,18.0
23,072102,1,17.5
23,103048,1,17.0
23,183004,1,17.0
23,125016,1,16.8
23,086038,1,16.0
23,141027,1,16.0
23,126037,1,15.3
23,072114,1,15.0
23,072115,1,15.0
23,102631,1,15.0
23,146023,1,15.0
23,187217,1,15.0
23,206001,1,15.0
23,103030,1,14.0
23,115130,1,14.0
23,125043,1,14.0
23,141048,1,14.0
23,186009,1,14.0
23,192055,1,14.0
23,205038,1,14.0
23,102170,1,13.0
23,115115,1,13.0
23,181097,1,13.0
23,186003,1,13.0
23,186016,1,13.0
23,031131,1,12.0
23,081002,1,12.0
23,086059,1,12.0
23,115117,1,12.0
23,145029,1,12.0
23,204018,1,12.0
23,031130,1,11.0
23,049006,1,11.0
23,061030,1,11.0
23,114003,1,11.0
23,131004,1,11.0
23,133023,1,11.0
23,162024,1,11.0
23,181060,1,11.0
23,181065,1,11.0
23,181096,1,11.0
23,184128,1,11.0
23,086039,1,10.2
23,054002,1,10.0
23,081006,1,10.0
23,082016,1,10.0
23,089012,1,10.0
23,091002,1,10.0
23,093001,1,10.0
23,102726,1,10.0
23,103588,1,10.0
23,106665,1,10.0
23,107001,1,10.0
23,132023,1,10.0
23,142116,1,10.0
23,162020,1,10.0
23,162028,1,10.0
23,163000,1,10.0
23,164003,1,10.0
23,207010,1,10.0
23,72130,1,10.0
23,054013,1,9.0
23,059000,1,9.0
23,103214,1,9.0
23,105000,1,9.0
23,141019,1,9.0
23,162025,1,9.0
23,172055,1,9.0
23,176012,1,9.0
23,031055,1,8.0
23,031057,1,8.0
23,059003,1,8.0
23,087014,1,8.0
23,114007,1,8.0
23,143002,1,8.0
23,143004,1,8.0
23,145011,1,8.0
23,162022,1,8.0
23,187030,1,8.0
23,991051,1,8.0
23,126038,1,7.99
23,015181,1,7.344
23,016015,1,7.0
23,041049,1,7.0
23,051022,1,7.0
23,053016,1,7.0
23,105003,1,7.0
23,113005,1,7.0
23,141040,1,7.0
23,162002,1,7.0
23,162021,1,7.0
23,163045,1,7.0
23,165003,1,7.0
23,011120,1,6.0
23,042120,1,6.0
23,049016,1,6.0
23,054052,1,6.0
23,064016,1,6.0
23,065007,1,6.0
23,086024,1,6.0
23,086035,1,6.0
23,086055,1,6.0
23,086153,1,6.0
23,102159,1,6.0
23,106003,1,6.0
23,123034,1,6.0
23,133154,1,6.0
23,141044,1,6.0
23,141089,1,6.0
23,142118,1,6.0
23,165013,1,6.0
23,173002,1,6.0
23,174011,1,6.0
23,181045,1,6.0
23,181121,1,6.0
23,181206,1,6.0
23,183001,1,6.0
23,186005,1,6.0
23,187025,1,6.0
23,187178,1,6.0
23,204023,1,6.0
23,207006,1,6.0
23,49039,1,6.0
23,75038,1,6.0
23,991033,1,6.0
23,034001,1,5.0
23,042094,1,5.0
23,042095,1,5.0
23,086056,1,5.0
23,093025,1,5.0
23,099009,1,5.0
23,105070,1,5.0
23,105071,1,5.0
23,107103,1,5.0
23,115100,1,5.0
23,115114,1,5.0
23,122158,1,5.0
23,125108,1,5.0
23,141088,1,5.0
23,141090,1,5.0
23,143030,1,5.0
23,146047,1,5.0
23,147028,1,5.0
23,152041,1,5.0
23,172056,1,5.0
23,181009,1,5.0
23,181098,1,5.0
23,181154,1,5.0
23,187009,1,5.0
23,191017,1,5.0
23,204034,1,5.0
23,32004,1,5.0
23,69002,1,5.0
23,991016,1,5.0
23,991056,1,5.0
23,125132,1,4.5
23,019034,1,4.0
23,031024,1,4.0
23,033011,1,4.0
23,035001,1,4.0
23,042004,1,4.0
23,042005,1,4.0
23,042011,1,4.0
23,051114,1,4.0
23,051115,1,4.0
23,071026,1,4.0
23,085032,1,4.0
23,086025,1,4.0
23,086027,1,4.0
23,102124,1,4.0
23,102125,1,4.0
23,102140,1,4.0
23,103049,1,4.0
23,107022,1,4.0
23,109028,1,4.0
23,128003,1,4.0
23,131049,1,4.0
23,133083,1,4.0
23,141029,1,4.0
23,141085,1,4.0
23,141086,1,4.0
23,141087,1,4.0
23,141123,1,4.0
23,142000,1,4.0
23,143003,1,4.0
23,143027,1,4.0
23,143043,1,4.0
23,145013,1,4.0
23,146045,1,4.0
23,146067,1,4.0
23,152004,1,4.0
23,152007,1,4.0
23,152010,1,4.0
23,163040,1,4.0
23,166016,1,4.0
23,172102,1,4.0
23,175002,1,4.0
23,181048,1,4.0
23,183020,1,4.0
23,187036,1,4.0
23,187095,1,4.0
23,203019,1,4.0
23,204012,1,4.0
23,204016,1,4.0
23,204024,1,4.0
23,204026,1,4.0
23,205004,1,4.0
23,53021,1,4.0
23,991030,1,4.0
23,086045,1,3.6
23,072096,1,3.401
23,133025,1,3.4
23,031001,1,3.0
23,032011,1,3.0
23,033010,1,3.0
23,036002,1,3.0
23,041051,1,3.0
23,054014,1,3.0
23,054018,1,3.0
23,054019,1,3.0
23,086019,1,3.0
23,087011,1,3.0
23,091074,1,3.0
23,092006,1,3.0
23,096000,1,3.0
23,097004,1,3.0
23,097009,1,3.0
23,103031,1,3.0
23,103040,1,3.0
23,103266,1,3.0
23,105019,1,3.0
23,109006,1,3.0
23,109008,1,3.0
23,109010,1,3.0
23,113004,1,3.0
23,115103,1,3.0
23,115116,1,3.0
23,131167,1,3.0
23,141006,1,3.0
23,141046,1,3.0
23,142024,1,3.0
23,145113,1,3.0
23,149002,1,3.0
23,149003,1,3.0
23,152017,1,3.0
23,161017,1,3.0
23,161148,1,3.0
23,162023,1,3.0
23,163010,1,3.0
23,166017,1,3.0
23,169008,1,3.0
23,172081,1,3.0
23,173001,1,3.0
23,179003,1,3.0
23,181040,1,3.0
23,181095,1,3.0
23,181139,1,3.0
23,181143,1,3.0
23,181184,1,3.0
23,184016,1,3.0
23,184021,1,3.0
23,187003,1,3.0
23,187021,1,3.0
23,202064,1,3.0
23,204017,1,3.0
23,205011,1,3.0
23,206102,1,3.0
23,32012,1,3.0
23,991052,1,3.0
23,991103,1,3.0
23,125031,1,2.84
23,085027,1,2.5
23,123008,1,2.34
23,022001,1,2.0
23,022003,1,2.0
23,023037,1,2.0
23,023071,1,2.0
23,023098,1,2.0
23,032018,1,2.0
23,034006,1,2.0
23,034014,1,2.0
23,041019,1,2.0
23,042000,1,2.0
23,042006,1,2.0
23,042012,1,2.0
23,049002,1,2.0
23,051150,1,2.0
23,053000,1,2.0
23,054003,1,2.0
23,054044,1,2.0
23,054056,1,2.0
23,054087,1,2.0
23,054110,1,2.0
23,059002,1,2.0
23,083017,1,2.0
23,083030,1,2.0
23,083115,1,2.0
23,084016,1,2.0
23,086015,1,2.0
23,086060,1,2.0
23,093011,1,2.0
23,096002,1,2.0
23,102138,1,2.0
23,102139,1,2.0
23,102171,1,2.0
23,102699,1,2.0
23,103197,1,2.0
23,103568,1,2.0
23,105018,1,2.0
23,106010,1,2.0
23,107018,1,2.0
23,109029,1,2.0
23,109034,1,2.0
23,113002,1,2.0
23,113003,1,2.0
23,113023,1,2.0
23,115122,1,2.0
23,127021,1,2.0
23,131038,1,2.0
23,141037,1,2.0
23,141062,1,2.0
23,141082,1,2.0
23,141083,1,2.0
23,141084,1,2.0
23,143077,1,2.0
23,151041,1,2.0
23,152125,1,2.0
23,154001,1,2.0
23,154002,1,2.0
23,163020,1,2.0
23,165005,1,2.0
23,166043,1,2.0
23,169002,1,2.0
23,169007,1,2.0
23,172015,1,2.0
23,172061,1,2.0
23,174012,1,2.0
23,174022,1,2.0
23,174131,1,2.0
23,175001,1,2.0
23,175003,1,2.0
23,175009,1,2.0
23,176013,1,2.0
23,179001,1,2.0
23,181034,1,2.0
23,181039,1,2.0
23,181046,1,2.0
23,181052,1,2.0
23,181114,1,2.0
23,181147,1,2.0
23,181148,1,2.0
23,181181,1,2.0
23,183005,1,2.0
23,183027,1,2.0
23,184015,1,2.0
23,184037,1,2.0
23,186007,1,2.0
23,186008,1,2.0
23,187007,1,2.0
23,187020,1,2.0
23,187059,1,2.0
23,187194,1,2.0
23,191047,1,2.0
23,202005,1,2.0
23,204005,1,2.0
23,204013,1,2.0
23,205010,1,2.0
23,205104,1,2.0
23,991040,1,2.0
23,991043,1,2.0
23,991137,1,2.0
23,186022,1,1.836
23,072005,1,1.5
23,125057,1,1.446
23,072006,1,1.25
23,086133,1,1.05
23,125033,1,1.05
23,141015,1,1.047
23,019058,1,1.0
23,021047,1,1.0
23,022000,1,1.0
23,022028,1,1.0
23,022039,1,1.0
23,022185,1,1.0
23,023000,1,1.0
23,023019,1,1.0
23,023035,1,1.0
23,023066,1,1.0
23,023069,1,1.0
23,023091,1,1.0
23,023099,1,1.0
23,031013,1,1.0
23,031032,1,1.0
23,032003,1,1.0
23,032021,1,1.0
23,033015,1,1.0
23,034057,1,1.0
23,034061,1,1.0
23,034063,1,1.0
23,041011,1,1.0
23,041034,1,1.0
23,041041,1,1.0
23,041050,1,1.0
23,042007,1,1.0
23,042082,1,1.0
23,043007,1,1.0
23,043029,1,1.0
23,043031,1,1.0
23,043064,1,1.0
23,044007,1,1.0
23,044009,1,1.0
23,044019,1,1.0
23,044026,1,1.0
23,044086,1,1.0
23,046023,1,1.0
23,051000,1,1.0
23,051001,1,1.0
23,051002,1,1.0
23,051015,1,1.0
23,051028,1,1.0
23,051035,1,1.0
23,051036,1,1.0
23,051037,1,1.0
23,051038,1,1.0
23,051049,1,1.0
23,051083,1,1.0
23,051088,1,1.0
23,051155,1,1.0
23,051156,1,1.0
23,051255,1,1.0
23,051316,1,1.0
23,051352,1,1.0
23,051375,1,1.0
23,052009,1,1.0
23,053007,1,1.0
23,053008,1,1.0
23,054007,1,1.0
23,054015,1,1.0
23,054021,1,1.0
23,054054,1,1.0
23,071027,1,1.0
23,083016,1,1.0
23,083046,1,1.0
23,083047,1,1.0
23,083095,1,1.0
23,086132,1,1.0
23,087007,1,1.0
23,087015,1,1.0
23,087016,1,1.0
23,091010,1,1.0
23,091020,1,1.0
23,091059,1,1.0
23,091065,1,1.0
23,091236,1,1.0
23,091287,1,1.0
23,092032,1,1.0
23,092036,1,1.0
23,092100,1,1.0
23,092115,1,1.0
23,093007,1,1.0
23,093008,1,1.0
23,093009,1,1.0
23,093030,1,1.0
23,094003,1,1.0
23,094009,1,1.0
23,094011,1,1.0
23,094035,1,1.0
23,094036,1,1.0
23,094075,1,1.0
23,097005,1,1.0
23,097011,1,1.0
23,097014,1,1.0
23,102592,1,1.0
23,102644,1,1.0
23,103261,1,1.0
23,105009,1,1.0
23,105011,1,1.0
23,105012,1,1.0
23,105035,1,1.0
23,106022,1,1.0
23,107002,1,1.0
23,107010,1,1.0
23,107016,1,1.0
23,107023,1,1.0
23,107067,1,1.0
23,107068,1,1.0
23,107092,1,1.0
23,109033,1,1.0
23,109196,1,1.0
23,109202,1,1.0
23,113045,1,1.0
23,114005,1,1.0
23,115104,1,1.0
23,115105,1,1.0
23,115113,1,1.0
23,115118,1,1.0
23,115121,1,1.0
23,115123,1,1.0
23,115124,1,1.0
23,115129,1,1.0
23,123036,1,1.0
23,127003,1,1.0
23,127006,1,1.0
23,127010,1,1.0
23,127016,1,1.0
23,127019,1,1.0
23,127071,1,1.0
23,128007,1,1.0
23,128008,1,1.0
23,128009,1,1.0
23,128011,1,1.0
23,128022,1,1.0
23,128023,1,1.0
23,128029,1,1.0
23,128031,1,1.0
23,128041,1,1.0
23,128063,1,1.0
23,128064,1,1.0
23,131032,1,1.0
23,131033,1,1.0
23,131035,1,1.0
23,131050,1,1.0
23,133214,1,1.0
23,134009,1,1.0
23,141017,1,1.0
23,141018,1,1.0
23,141026,1,1.0
23,141043,1,1.0
23,141056,1,1.0
23,142012,1,1.0
23,142023,1,1.0
23,142025,1,1.0
23,142027,1,1.0
23,143007,1,1.0
23,143047,1,1.0
23,143052,1,1.0
23,143057,1,1.0
23,143062,1,1.0
23,145002,1,1.0
23,146041,1,1.0
23,148023,1,1.0
23,148024,1,1.0
23,149005,1,1.0
23,151000,1,1.0
23,151001,1,1.0
23,151002,1,1.0
23,151003,1,1.0
23,151005,1,1.0
23,151006,1,1.0
23,151008,1,1.0
23,151009,1,1.0
23,151010,1,1.0
23,151013,1,1.0
23,151016,1,1.0
23,151029,1,1.0
23,151033,1,1.0
23,151057,1,1.0
23,152011,1,1.0
23,152012,1,1.0
23,152018,1,1.0
23,152043,1,1.0
23,152046,1,1.0
23,152126,1,1.0
23,153002,1,1.0
23,154012,1,1.0
23,154091,1,1.0
23,155001,1,1.0
23,159007,1,1.0
23,161009,1,1.0
23,161013,1,1.0
23,161023,1,1.0
23,161025,1,1.0
23,161030,1,1.0
23,161121,1,1.0
23,161124,1,1.0
23,162012,1,1.0
23,162015,1,1.0
23,162018,1,1.0
23,162026,1,1.0
23,163002,1,1.0
23,165002,1,1.0
23,166000,1,1.0
23,166001,1,1.0
23,166009,1,1.0
23,166012,1,1.0
23,169000,1,1.0
23,169001,1,1.0
23,171002,1,1.0
23,171004,1,1.0
23,171129,1,1.0
23,172007,1,1.0
23,172054,1,1.0
23,172104,1,1.0
23,172105,1,1.0
23,172192,1,1.0
23,173000,1,1.0
23,173006,1,1.0
23,174026,1,1.0
23,174027,1,1.0
23,174067,1,1.0
23,175000,1,1.0
23,175004,1,1.0
23,179019,1,1.0
23,181004,1,1.0
23,181005,1,1.0
23,181006,1,1.0
23,181007,1,1.0
23,181008,1,1.0
23,181026,1,1.0
23,181028,1,1.0
23,181032,1,1.0
23,181036,1,1.0
23,181037,1,1.0
23,181038,1,1.0
23,181049,1,1.0
23,181051,1,1.0
23,181061,1,1.0
23,181062,1,1.0
23,181064,1,1.0
23,181066,1,1.0
23,181067,1,1.0
23,181068,1,1.0
23,181069,1,1.0
23,181115,1,1.0
23,181142,1,1.0
23,181146,1,1.0
23,181207,1,1.0
23,181216,1,1.0
23,183000,1,1.0
23,183002,1,1.0
23,183003,1,1.0
23,183011,1,1.0
23,183012,1,1.0
23,183013,1,1.0
23,183015,1,1.0
23,183018,1,1.0
23,183022,1,1.0
23,183023,1,1.0
23,183049,1,1.0
23,183050,1,1.0
23,184004,1,1.0
23,184006,1,1.0
23,184007,1,1.0
23,184008,1,1.0
23,184009,1,1.0
23,184013,1,1.0
23,184014,1,1.0
23,184017,1,1.0
23,184018,1,1.0
23,184025,1,1.0
23,184026,1,1.0
23,184028,1,1.0
23,184033,1,1.0
23,184034,1,1.0
23,184036,1,1.0
23,184038,1,1.0
23,184071,1,1.0
23,184089,1,1.0
23,184090,1,1.0
23,184151,1,1.0
23,185013,1,1.0
23,185015,1,1.0
23,185023,1,1.0
23,186014,1,1.0
23,187022,1,1.0
23,187023,1,1.0
23,187026,1,1.0
23,187043,1,1.0
23,187044,1,1.0
23,187055,1,1.0
23,187056,1,1.0
23,187166,1,1.0
23,187181,1,1.0
23,187191,1,1.0
23,192008,1,1.0
23,192028,1,1.0
23,203071,1,1.0
23,204015,1,1.0
23,204032,1,1.0
23,204036,1,1.0
23,205022,1,1.0
23,205026,1,1.0
23,205043,1,1.0
23,205213,1,1.0
23,205240,1,1.0
23,206027,1,1.0
23,207001,1,1.0
23,209000,1,1.0
23,209003,1,1.0
23,51375,1,1.0
23,51376,1,1.0
23,51378,1,1.0
23,87004,1,1.0
23,87041,1,1.0
23,91262,1,1.0
23,92165,1,1.0
23,991015,1,1.0
23,991022,1,1.0
23,991026,1,1.0
23,991027,1,1.0
23,991034,1,1.0
23,991035,1,1.0
23,991045,1,1.0
23,991053,1,1.0
23,991067,1,1.0
23,991121,1,1.0
24,022043,196,8147.0
24,022053,175,1870.0
24,032040,169,3729.0
24,204000,166,1793.0
24,202022,154,1674.0
24,201026,105,680.0
24,204051,103,1238.0
24,031045,97,16569.0
24,143020,96,1014.0
24,031047,94,15843.0
24,091135,91,171.0
24,022009,79,2254.0
24,031006,75,5979.0
24,204030,74,558.0
24,051085,71,94.0
24,146043,70,6161.0
24,091159,67,123.0
24,093002,60,95.0
24,061016,58,22808.418
24,011014,57,11521.08
24,204065,53,788.0
24,167001,50,83.0
24,201027,49,722.0
24,018000,46,13588.5
24,091045,46,51.0
24,051106,42,43.0
24,202044,41,322.0
24,041085,41,87.0
24,014012,36,3532.0
24,092080,36,70.0
24,092018,36,69.0
24,051086,32,34.0
24,022014,30,1276.0
24,084038,30,251.0
24,031003,29,4189.0
24,016010,29,132.0
24,061010,28,14059.0
24,011104,28,2208.0
24,134003,26,1338.0
24,032088,26,639.0
24,201122,26,188.0
24,167018,26,26.0
24,022027,25,744.0
24,022114,25,278.0
24,201011,25,76.0
24,106337,25,50.0
24,075010,24,1747.675
24,031034,23,2376.0
24,022171,23,166.0
24,075014,22,2775.75
24,091042,21,35.0
24,092017,21,21.0
24,063014,20,6387.0
24,075012,20,1432.492
24,023065,20,319.0
24,172019,20,289.0
24,022195,20,143.0
24,011110,19,3414.0
24,203006,19,565.0
24,075023,19,196.6
24,031105,18,3237.0
24,075015,18,1971.8
24,011105,18,1368.0
24,022104,18,792.0
24,202000,18,97.0
24,201017,18,82.0
24,061012,17,2703.0
24,012012,17,1488.0
24,187187,17,198.0
24,091177,17,35.0
24,201112,17,34.0
24,061011,16,1733.0
24,202011,16,153.0
24,011030,15,1128.0
24,011026,15,936.0
24,143054,15,113.0
24,075009,14,1301.38
24,022034,14,73.0
24,032026,14,66.0
24,201115,14,53.0
24,167004,14,17.0
24,091043,14,14.0
24,018105,13,7923.996
24,061013,13,2486.0
24,084029,13,190.0
24,022012,13,140.0
24,204050,13,102.0
24,204066,13,60.0
24,061007,12,7440.0
24,071002,12,2984.0
24,146108,12,2938.0
24,075016,12,1800.5
24,091195,12,28.0
24,167013,12,12.0
24,121068,11,2738.0
24,075024,11,2025.063
24,071033,11,908.0
24,071009,11,608.0
24,061027,11,304.0
24,172012,11,24.0
24,201000,11,12.0
24,061005,10,6585.0
24,063010,10,842.0
24,061029,10,473.0
24,061020,10,434.0
24,061028,10,397.0
24,201120,10,29.0
24,051240,10,11.0
24,051104,10,10.0
24,091046,10,10.0
24,022011,9,303.0
24,032041,9,129.0
24,022147,9,118.0
24,016045,9,46.0
24,202003,9,34.0
24,051239,9,11.0
24,201111,9,9.0
24,106017,8,2216.602
24,144025,8,2115.0
24,132025,8,1282.0
24,072110,8,1055.0
24,126074,8,659.0
24,031118,8,658.0
24,031123,8,432.0
24,129089,8,240.0
24,022138,8,115.0
24,032105,8,58.0
24,022168,8,50.0
24,084003,8,38.0
24,204008,8,37.0
24,084033,8,32.0
24,201030,8,30.0
24,091052,8,10.0
24,041036,8,8.0
24,071000,7,5660.0
24,031004,7,944.0
24,127004,7,920.0
24,062006,7,744.0
24,014014,7,504.0
24,031173,7,437.0
24,022177,7,83.0
24,204002,7,32.0
24,092026,7,18.0
24,202024,7,17.0
24,092019,7,8.0
24,141093,7,8.0
24,018076,6,1892.0
24,062026,6,1687.0
24,071003,6,1632.0
24,063002,6,1599.0
24,072008,6,509.6
24,031019,6,506.0
24,086129,6,398.0
24,013038,6,373.0
24,071039,6,282.0
24,072009,6,268.325
24,084071,6,134.0
24,204009,6,120.0
24,172014,6,98.0
24,201126,6,55.0
24,202006,6,43.0
24,022142,6,35.0
24,209027,6,28.0
24,072109,6,20.0
