owner,article,transaction_frequency,total_quantity
3,031048,4,22.0
3,087044,4,21.0
3,202016,4,21.0
3,142060,4,20.0
3,041017,4,18.0
3,103191,4,18.0
3,187082,4,18.0
3,103192,4,17.0
3,031121,4,16.0
3,103160,4,16.0
3,107084,4,15.0
3,087056,4,14.0
3,207020,4,13.0
3,091271,4,12.0
3,034039,4,11.0
3,093046,4,11.0
3,091133,4,9.0
3,091227,4,9.0
3,093080,4,8.0
3,174095,4,8.0
3,205082,4,8.0
3,034019,4,7.0
3,041093,4,7.0
3,043059,4,7.0
3,091144,4,7.0
3,091272,4,7.0
3,107088,4,7.0
3,161019,4,7.0
3,023005,4,6.0
3,034011,4,6.0
3,159005,4,5.0
3,205172,4,5.0
3,051221,4,4.0
3,051304,4,4.0
3,052003,4,4.0
3,091224,4,4.0
3,095003,4,4.0
3,159011,4,4.0
3,125127,3,2200.0
3,129018,3,1500.0
3,122004,3,1141.0
3,125111,3,602.0
3,125112,3,602.0
3,122002,3,594.0
3,012059,3,348.0
3,086051,3,305.6
3,106314,3,304.0
3,122154,3,303.6
3,082007,3,210.0
3,014042,3,168.0
3,124240,3,165.0
3,035008,3,117.0
3,049014,3,80.0
3,035003,3,74.0
3,123082,3,65.0
3,102587,3,42.0
3,012050,3,35.286
3,063012,3,28.0
3,081011,3,27.0
3,031060,3,24.0
3,112023,3,24.0
3,022201,3,20.0
3,022035,3,19.0
3,107096,3,18.0
3,204088,3,14.0
3,206033,3,14.0
3,087052,3,13.0
3,204030,3,12.0
3,107108,3,11.0
3,205189,3,10.0
3,091169,3,9.0
3,207013,3,9.0
3,152151,3,8.0
3,054097,3,7.0
3,991118,3,6.024
3,022046,3,6.0
3,023100,3,6.0
3,084007,3,6.0
3,091087,3,6.0
3,091182,3,6.0
3,144062,3,6.0
3,147039,3,6.0
3,991028,3,6.0
3,991117,3,5.27
3,023077,3,5.0
3,041005,3,5.0
3,084008,3,5.0
3,091128,3,5.0
3,091150,3,5.0
3,161160,3,5.0
3,174104,3,5.0
3,174118,3,5.0
3,991107,3,5.0
3,041006,3,4.0
3,086100,3,4.0
3,089106,3,4.0
3,091187,3,4.0
3,107086,3,4.0
3,205173,3,4.0
3,205178,3,4.0
3,022144,3,3.0
3,023033,3,3.0
3,041032,3,3.0
3,041040,3,3.0
3,051226,3,3.0
3,051251,3,3.0
3,086099,3,3.0
3,091022,3,3.0
3,091029,3,3.0
3,091230,3,3.0
3,091231,3,3.0
3,092145,3,3.0
3,094043,3,3.0
3,151025,3,3.0
3,152148,3,3.0
3,161035,3,3.0
3,164020,3,3.0
3,172191,3,3.0
3,173005,3,3.0
3,174058,3,3.0
3,174069,3,3.0
3,125129,2,1500.0
3,125130,2,1500.0
3,063018,2,1234.0
3,125131,2,1000.0
3,096033,2,870.0
3,109320,2,852.0
3,086144,2,751.0
3,072030,2,580.0
3,071048,2,501.0
3,085023,2,462.17
3,131000,2,402.0
3,086175,2,301.0
3,081154,2,299.0
3,122063,2,239.0
3,063001,2,216.0
3,086065,2,163.0
3,012033,2,146.0
3,086097,2,112.0
3,071115,2,78.0
3,126021,2,67.0
3,012043,2,60.0
3,124141,2,59.0
3,086120,2,52.0
3,075028,2,50.0
3,086007,2,44.0
3,206029,2,44.0
3,124258,2,43.0
3,031155,2,41.0
3,035002,2,41.0
3,122024,2,40.0
3,122058,2,38.0
3,032016,2,33.0
3,022176,2,31.0
3,203069,2,31.0
3,133217,2,30.0
3,075006,2,28.814
3,075021,2,26.058
3,083156,2,25.0
3,022202,2,24.0
3,042015,2,24.0
3,209005,2,20.0
3,033066,2,19.0
3,086044,2,19.0
3,109198,2,18.0
3,133218,2,17.0
3,085037,2,16.0
3,124263,2,15.0
3,143033,2,12.0
3,022194,2,9.0
3,041021,2,9.0
3,096045,2,9.0
3,102589,2,9.0
3,016014,2,8.0
3,054108,2,8.0
3,091168,2,8.0
3,145014,2,8.0
3,205183,2,8.0
3,209040,2,8.0
3,161133,2,7.0
3,016016,2,6.0
3,091170,2,6.0
3,093018,2,6.0
3,154087,2,6.0
3,051160,2,5.0
3,107109,2,5.0
3,025000,2,4.0
3,043071,2,4.0
3,049009,2,4.0
3,052008,2,4.0
3,054137,2,4.0
3,082033,2,4.0
3,083139,2,4.0
3,087045,2,4.0
3,105110,2,4.0
3,131150,2,4.0
3,154086,2,4.0
3,161157,2,4.0
3,169003,2,4.0
3,201006,2,4.0
3,034009,2,3.0
3,086139,2,3.0
3,086156,2,3.0
3,087048,2,3.0
3,091134,2,3.0
3,091136,2,3.0
3,091257,2,3.0
3,092182,2,3.0
3,143031,2,3.0
3,172013,2,3.0
3,174061,2,3.0
3,51379,2,3.0
3,023014,2,2.0
3,034018,2,2.0
3,046009,2,2.0
3,046010,2,2.0
3,046011,2,2.0
3,046012,2,2.0
3,051302,2,2.0
3,051303,2,2.0
3,051306,2,2.0
3,086180,2,2.0
3,091001,2,2.0
3,091034,2,2.0
3,091173,2,2.0
3,091248,2,2.0
3,092015,2,2.0
3,092092,2,2.0
3,096031,2,2.0
3,096041,2,2.0
3,124045,2,2.0
3,142062,2,2.0
3,148050,2,2.0
3,152013,2,2.0
3,161153,2,2.0
3,161182,2,2.0
3,166040,2,2.0
3,174025,2,2.0
3,174063,2,2.0
3,174064,2,2.0
3,181091,2,2.0
3,201031,2,2.0
3,201118,2,2.0
3,209022,2,2.0
3,69001,2,2.0
3,012039,1,414.0
3,122159,1,347.0
3,012088,1,300.0
3,123030,1,280.0
3,133204,1,270.0
3,189031,1,260.0
3,011115,1,217.08
3,113073,1,150.0
3,123117,1,150.0
3,129104,1,150.0
3,018072,1,144.0
3,081026,1,134.0
3,018023,1,120.0
3,113042,1,107.0
3,031002,1,100.0
3,031172,1,100.0
3,122023,1,100.0
3,14926,1,96.0
3,152183,1,96.0
3,122059,1,94.0
3,146074,1,75.0
3,085051,1,54.0
3,124282,1,53.0
3,131015,1,53.0
3,083150,1,51.0
3,075027,1,50.0
3,081033,1,50.0
3,125105,1,50.0
3,131017,1,47.0
3,133159,1,46.0
3,113043,1,43.0
3,035009,1,40.0
3,085003,1,40.0
3,131170,1,40.0
3,124291,1,30.0
3,071139,1,29.0
3,081012,1,29.0
3,126097,1,29.0
3,012061,1,27.0
3,072036,1,26.76
3,124231,1,25.0
3,126094,1,25.0
3,126096,1,25.0
3,032121,1,24.0
3,042084,1,23.0
3,126098,1,22.0
3,016038,1,21.0
3,031142,1,21.0
3,184053,1,21.0
3,012003,1,20.0
3,082008,1,20.0
3,121007,1,20.0
3,131018,1,20.0
3,148020,1,19.0
3,106313,1,18.0
3,184049,1,18.0
3,171015,1,16.0
3,072020,1,15.452
3,032133,1,15.0
3,123028,1,15.0
3,086066,1,14.0
3,141148,1,14.0
3,184044,1,14.0
3,184048,1,14.0
3,012044,1,12.0
3,171014,1,12.0
3,201124,1,12.0
3,072031,1,11.744
3,112049,1,11.0
3,133173,1,11.0
3,204097,1,11.0
3,209025,1,11.0
3,087055,1,10.0
3,099015,1,10.0
3,143024,1,10.0
3,166037,1,10.0
3,184046,1,10.0
3,991131,1,10.0
3,991132,1,10.0
3,086064,1,9.0
3,191014,1,9.0
3,031117,1,8.0
3,054134,1,8.0
3,086128,1,8.0
3,096044,1,8.0
3,109317,1,8.0
3,124051,1,8.0
3,142045,1,8.0
3,143001,1,8.0
3,152001,1,8.0
3,072018,1,7.968999999999999
3,072035,1,7.32
3,049038,1,7.0
3,089112,1,7.0
3,091083,1,7.0
3,106312,1,7.0
3,109318,1,7.0
3,131149,1,7.0
3,143113,1,7.0
3,204078,1,7.0
3,016037,1,6.0
3,082004,1,6.0
3,091179,1,6.0
3,106321,1,6.0
3,113055,1,6.0
3,113074,1,6.0
3,131152,1,6.0
3,172025,1,6.0
3,185020,1,6.0
3,019012,1,5.0
3,051360,1,5.0
3,054105,1,5.0
3,054126,1,5.0
3,092119,1,5.0
3,092120,1,5.0
3,102606,1,5.0
3,142050,1,5.0
3,151012,1,5.0
3,173032,1,5.0
3,031030,1,4.0
3,031133,1,4.0
3,036020,1,4.0
3,041003,1,4.0
3,051300,1,4.0
3,054115,1,4.0
3,082005,1,4.0
3,082028,1,4.0
3,091178,1,4.0
3,093033,1,4.0
3,097013,1,4.0
3,102607,1,4.0
3,103230,1,4.0
3,106025,1,4.0
3,107162,1,4.0
3,141001,1,4.0
3,144078,1,4.0
3,148011,1,4.0
3,184001,1,4.0
3,184179,1,4.0
3,031154,1,3.0
3,054098,1,3.0
3,082006,1,3.0
3,083005,1,3.0
3,083106,1,3.0
3,085025,1,3.0
3,085031,1,3.0
3,086046,1,3.0
3,086101,1,3.0
3,086122,1,3.0
3,086123,1,3.0
3,091180,1,3.0
3,106323,1,3.0
3,142061,1,3.0
3,148010,1,3.0
3,161173,1,3.0
3,172044,1,3.0
3,174018,1,3.0
3,174023,1,3.0
3,184043,1,3.0
3,184047,1,3.0
3,184057,1,3.0
3,991024,1,3.0
3,991116,1,2.013
3,023006,1,2.0
3,023025,1,2.0
3,034031,1,2.0
3,034043,1,2.0
3,051305,1,2.0
3,054042,1,2.0
3,054102,1,2.0
3,054106,1,2.0
3,054107,1,2.0
3,081008,1,2.0
3,082016,1,2.0
3,083011,1,2.0
3,085008,1,2.0
3,086031,1,2.0
3,086178,1,2.0
3,087013,1,2.0
3,087050,1,2.0
3,089083,1,2.0
3,091085,1,2.0
3,091171,1,2.0
3,093002,1,2.0
3,093026,1,2.0
3,093038,1,2.0
3,102229,1,2.0
3,103190,1,2.0
3,103195,1,2.0
3,103208,1,2.0
3,103249,1,2.0
3,109042,1,2.0
3,113027,1,2.0
3,124278,1,2.0
3,124279,1,2.0
3,124280,1,2.0
3,141021,1,2.0
3,142048,1,2.0
3,143045,1,2.0
3,143104,1,2.0
3,147033,1,2.0
3,148059,1,2.0
3,172083,1,2.0
3,174060,1,2.0
3,185019,1,2.0
3,186000,1,2.0
3,186050,1,2.0
3,187146,1,2.0
3,205041,1,2.0
3,206080,1,2.0
3,51233,1,2.0
3,085024,1,1.26
3,124225,1,1.2
3,021054,1,1.0
3,022191,1,1.0
3,023007,1,1.0
3,023009,1,1.0
3,023011,1,1.0
3,023022,1,1.0
3,044018,1,1.0
3,046013,1,1.0
3,046014,1,1.0
3,049001,1,1.0
3,049034,1,1.0
3,051033,1,1.0
3,051321,1,1.0
3,053015,1,1.0
3,054009,1,1.0
3,054040,1,1.0
3,054041,1,1.0
3,054123,1,1.0
3,054136,1,1.0
3,083001,1,1.0
3,083002,1,1.0
3,083006,1,1.0
3,083010,1,1.0
3,083012,1,1.0
3,083031,1,1.0
3,083135,1,1.0
3,083136,1,1.0
3,083141,1,1.0
3,084090,1,1.0
3,085030,1,1.0
3,089110,1,1.0
3,089113,1,1.0
3,091036,1,1.0
3,091044,1,1.0
3,091049,1,1.0
3,091061,1,1.0
3,091174,1,1.0
3,091181,1,1.0
3,091223,1,1.0
3,091225,1,1.0
3,091229,1,1.0
3,091235,1,1.0
3,092134,1,1.0
3,093004,1,1.0
3,093023,1,1.0
3,093062,1,1.0
3,093079,1,1.0
3,094006,1,1.0
3,094010,1,1.0
3,094013,1,1.0
3,094015,1,1.0
3,094038,1,1.0
3,094060,1,1.0
3,095008,1,1.0
3,099019,1,1.0
3,099020,1,1.0
3,109098,1,1.0
3,113065,1,1.0
3,113066,1,1.0
3,122067,1,1.0
3,124145,1,1.0
3,125141,1,1.0
3,127054,1,1.0
3,127061,1,1.0
3,141036,1,1.0
3,141062,1,1.0
3,142120,1,1.0
3,145095,1,1.0
3,148003,1,1.0
3,148004,1,1.0
3,148005,1,1.0
3,148065,1,1.0
3,152128,1,1.0
3,152187,1,1.0
3,154088,1,1.0
3,161002,1,1.0
3,161158,1,1.0
3,161164,1,1.0
3,161185,1,1.0
3,161186,1,1.0
3,161684,1,1.0
3,167021,1,1.0
3,169026,1,1.0
3,171128,1,1.0
3,172001,1,1.0
3,172002,1,1.0
3,172045,1,1.0
3,172155,1,1.0
3,174021,1,1.0
3,174057,1,1.0
3,174059,1,1.0
3,174062,1,1.0
3,174065,1,1.0
3,181021,1,1.0
3,181022,1,1.0
3,181041,1,1.0
3,181092,1,1.0
3,181093,1,1.0
3,181094,1,1.0
3,181178,1,1.0
3,181217,1,1.0
3,182156,1,1.0
3,184032,1,1.0
3,184073,1,1.0
3,187053,1,1.0
3,201032,1,1.0
3,201119,1,1.0
3,205001,1,1.0
3,205012,1,1.0
3,205109,1,1.0
3,205119,1,1.0
3,205171,1,1.0
3,205201,1,1.0
3,205217,1,1.0
3,206081,1,1.0
3,83156,1,1.0
3,87002,1,1.0
3,87020,1,1.0
3,91068,1,1.0
3,93002,1,1.0
3,96040,1,1.0
3,991009,1,1.0
30,061016,98,29196.0
30,016010,80,529.0
30,092073,79,108.0
30,011105,70,8256.0
30,011104,65,7056.0
30,018072,50,5676.0
30,041068,45,78.0
30,016024,43,202.0
30,041066,36,55.0
30,092071,35,37.0
30,014012,34,4012.0
30,126100,33,4180.477
30,018000,30,10026.156
30,011014,29,3793.296
30,011030,29,3216.0
30,012053,27,4608.0
30,018428,27,4440.0
30,126003,26,6015.393
30,012012,26,4272.0
30,018076,24,8861.04
30,018073,24,4080.0
30,011110,22,3768.0
30,011130,19,2592.0
30,018086,17,2235.168
30,083121,17,424.0
30,011026,16,1008.0
30,065064,14,4386.0
30,011127,14,3336.0
30,012064,14,2688.0
30,014014,13,1272.0
30,013014,13,552.0
30,063014,11,2292.0
30,012025,11,1780.0
30,011013,11,516.0
30,014042,10,672.0
30,013046,9,984.0
30,123093,9,44.0
30,062016,8,2316.0
30,011000,8,1056.0
30,012068,8,912.0
30,041065,8,9.0
30,012017,7,1114.0
30,018071,7,1105.08
30,092072,7,7.0
30,092074,7,7.0
30,062039,6,1206.0
30,012019,6,720.0
30,011015,6,600.0
30,123089,6,60.0
30,016037,6,28.0
30,092075,6,6.0
30,011009,5,348.0
30,012037,5,252.0
30,016014,5,110.0
30,016008,5,21.0
30,016005,5,15.0
30,015018,4,888.0
30,18428,4,840.0
30,061048,4,660.0
30,012048,4,480.0
30,014023,4,408.0
30,016011,4,401.0
30,014009,4,240.0
30,075033,4,208.0
30,013040,4,156.0
30,013038,4,126.0
30,016022,4,22.0
30,041067,4,4.0
30,012083,3,1320.0
30,012040,3,1188.0
30,11130,3,456.0
30,012016,3,384.0
30,013015,3,360.0
30,013006,3,336.0
30,18072,3,240.0
30,013043,3,192.0
30,018018,3,160.0
30,012029,3,108.0
30,086083,3,78.0
30,019059,3,52.0
30,202050,3,20.0
30,086174,3,9.0
30,091096,3,3.0
30,124074,2,1701.0
30,071078,2,594.0
30,11110,2,504.0
30,013068,2,384.0
30,084041,2,326.0
30,012063,2,312.0
30,014026,2,288.0
30,013005,2,264.0
30,125045,2,231.0
30,084032,2,178.0
30,011024,2,168.0
30,013013,2,168.0
30,014030,2,144.0
30,013020,2,140.0
30,081030,2,137.8
30,071044,2,126.0
30,013042,2,120.0
30,018002,2,120.0
30,083035,2,120.0
30,991038,2,101.0
30,084044,2,99.0
30,086014,2,99.0
30,086089,2,90.0
30,013045,2,72.0
30,018023,2,72.0
30,176014,2,71.0
30,085016,2,65.5
30,062011,2,61.0
30,013086,2,36.0
30,071039,2,30.0
30,152093,2,23.0
30,175006,2,13.0
30,012047,2,12.0
30,016036,2,12.0
30,152089,2,12.0
30,084098,2,8.0
30,082021,2,3.716
30,182002,2,3.599
30,092031,2,3.0
30,131077,2,2.49
30,016017,2,2.0
30,091099,2,2.0
30,092107,2,2.0
30,126124,2,2.0
30,161061,2,2.0
30,184126,2,2.0
30,011114,1,1200.0
30,014031,1,936.0
30,131138,1,909.0
30,131146,1,600.0
30,012073,1,576.0
30,126057,1,400.0
30,086081,1,300.0
30,112054,1,265.0
30,083120,1,254.0
30,83109,1,252.0
30,012028,1,240.0
30,013047,1,240.0
30,013083,1,240.0
30,014038,1,168.0
30,013008,1,120.0
30,014925,1,120.0
30,061031,1,120.0
30,071115,1,120.0
30,176000,1,100.0
30,013084,1,84.0
30,065034,1,80.0
30,086107,1,72.0
30,124136,1,66.0
30,062004,1,60.0
30,051031,1,59.0
30,016045,1,54.0
30,084040,1,54.0
30,84073,1,54.0
30,82025,1,52.0
30,152059,1,50.1
30,014011,1,48.0
30,061012,1,48.0
30,061052,1,48.0
30,071114,1,48.0
30,089076,1,48.0
30,89077,1,48.0
30,089079,1,46.0
30,013063,1,40.0
30,084026,1,40.0
30,131076,1,39.0
30,011007,1,36.0
30,11013,1,36.0
30,172127,1,36.0
30,86050,1,29.6
30,89078,1,28.0
30,011006,1,24.0
30,011008,1,24.0
30,011031,1,24.0
30,012007,1,24.0
30,012036,1,24.0
30,013019,1,24.0
30,013090,1,24.0
30,014000,1,24.0
30,086170,1,24.0
30,11105,1,24.0
30,124132,1,22.0
30,175005,1,21.0
30,013085,1,20.0
30,016056,1,20.0
30,031173,1,20.0
30,109777,1,20.0
30,016000,1,18.0
30,172126,1,18.0
30,086106,1,16.0
30,086186,1,16.0
30,175011,1,16.0
30,013041,1,12.0
30,016041,1,12.0
30,184059,1,12.0
30,204004,1,12.0
30,061000,1,11.0
30,016007,1,10.0
30,016051,1,10.0
30,175010,1,7.0
30,991064,1,7.0
30,016061,1,6.0
30,054061,1,6.0
30,129002,1,6.0
30,141050,1,5.0
30,152090,1,5.0
30,181138,1,5.0
30,016038,1,3.0
30,092011,1,3.0
30,094019,1,3.0
30,86174,1,3.0
30,81032,1,2.15
30,084109,1,2.0
30,092007,1,2.0
30,092040,1,2.0
30,094014,1,2.0
30,127073,1,2.0
30,131120,1,2.0
30,129071,1,1.9
30,189012,1,1.9
30,021020,1,1.0
30,032079,1,1.0
30,092047,1,1.0
30,093054,1,1.0
30,161062,1,1.0
30,172003,1,1.0
30,172094,1,1.0
30,172095,1,1.0
30,172167,1,1.0
30,183134,1,1.0
30,202047,1,1.0
30,204066,1,1.0
30,91099,1,1.0
30,92031,1,1.0
30,92071,1,1.0
30,92072,1,1.0
30,92074,1,1.0
30,92107,1,1.0
31,051086,17,24.0
31,011014,9,1140.0
31,012012,7,1080.0
31,051138,6,17.0
31,051229,5,11.0
31,014014,4,120.0
31,011106,4,87.0
31,084023,4,26.0
31,174052,4,7.0
31,106310,2,9.0
31,051109,2,4.0
31,051139,2,2.0
31,109068,1,797.0
31,133059,1,57.0
31,133058,1,48.0
31,143118,1,2.0
31,051072,1,1.0
31,051073,1,1.0
31,051074,1,1.0
31,051085,1,1.0
31,053019,1,1.0
31,093198,1,1.0
31,095015,1,1.0
31,143119,1,1.0
32,022053,42,252.0
32,011014,27,5760.0
32,018000,26,11458.548
32,094001,26,48.0
32,014012,21,1704.0
32,011026,18,1944.0
32,142014,18,70.0
32,011030,15,1704.0
32,061016,13,2100.0
32,071039,12,969.0
32,032040,12,136.0
32,052000,12,54.0
32,043011,12,18.0
32,016010,11,112.0
32,091176,10,14.0
32,046027,10,11.0
32,122066,9,1759.0
32,061010,9,1065.0
32,032041,9,240.0
32,204000,9,36.0
32,202010,9,32.0
32,093051,9,22.0
32,174054,9,16.0
32,093090,9,13.0
32,011013,8,1044.0
32,014014,8,864.0
32,061004,8,528.0
32,061012,8,412.0
32,207014,8,137.0
32,023030,8,30.0
32,053015,8,26.0
32,044085,8,22.0
32,152160,8,11.0
32,051094,8,9.0
32,051100,8,9.0
32,174055,8,8.0
32,133094,7,2079.0
32,032120,7,14.0
32,206087,7,8.0
32,051106,7,7.0
32,051171,7,7.0
32,133074,6,599.111
32,206000,6,40.0
32,022054,6,33.0
32,023008,6,24.0
32,051068,6,11.0
32,094065,6,6.0
32,012012,5,2666.0
32,015171,5,769.008
32,011105,5,600.0
32,062010,5,496.0
32,042037,5,23.0
32,051067,5,12.0
32,046020,5,6.0
32,051253,5,6.0
32,181156,5,6.0
32,091055,5,5.0
32,162006,4,172.0
32,122061,4,157.0
32,016024,4,30.0
32,206032,4,24.0
32,153008,4,19.0
32,142015,4,14.0
32,181157,4,6.0
32,051237,4,5.0
32,181159,4,4.0
32,181160,4,4.0
32,181201,4,4.0
32,991003,4,4.0
32,991006,4,4.0
32,086037,3,560.0
32,071114,3,168.0
32,162009,3,111.0
32,141041,3,60.0
32,042038,3,15.0
32,042036,3,13.0
32,204001,3,10.0
32,099004,3,5.0
32,107003,3,5.0
32,181155,3,5.0
32,181158,3,5.0
32,051254,3,3.0
32,181162,3,3.0
32,014030,2,696.0
32,186060,2,650.0
32,133035,2,442.0
32,114021,2,325.0
32,114020,2,321.0
32,122013,2,285.0
32,012019,2,96.0
32,122017,2,88.0
32,033058,2,80.0
32,146029,2,71.0
32,164001,2,68.0
32,049004,2,60.0
32,133037,2,60.0
32,103980,2,59.0
32,103982,2,44.0
32,033059,2,40.0
32,122010,2,40.0
32,133041,2,40.0
32,023092,2,20.0
32,021206,2,16.0
32,036009,2,13.0
32,108006,2,12.0
32,205027,2,7.0
32,034067,2,6.0
32,102595,2,6.0
32,133020,2,3.403
32,054001,2,3.0
32,103199,2,3.0
32,051238,2,2.0
32,083000,2,2.0
32,093100,2,2.0
32,102231,2,2.0
32,128010,2,2.0
32,145082,2,2.0
32,154928,2,2.0
32,155006,2,2.0
32,155007,2,2.0
32,018072,1,1440.0
32,072083,1,951.0
32,186061,1,613.0
32,186058,1,519.0
32,186059,1,505.0
32,014000,1,480.0
32,186057,1,478.0
32,011024,1,432.0
32,012010,1,360.0
32,012025,1,360.0
32,014011,1,360.0
32,133034,1,347.0
32,109085,1,289.0
32,131021,1,250.0
32,186013,1,250.0
32,018073,1,240.0
32,991005,1,224.0
32,122008,1,210.0
32,166010,1,192.0
32,107017,1,176.0
32,012030,1,168.0
32,164000,1,155.0
32,133033,1,124.0
32,012037,1,120.0
32,131043,1,107.0
32,111008,1,100.0
32,111009,1,100.0
32,111010,1,100.0
32,111036,1,100.0
32,133021,1,80.0
32,016022,1,72.0
32,143107,1,68.0
32,132049,1,60.0
32,085001,1,59.0
32,122035,1,52.0
32,012040,1,50.0
32,991054,1,48.0
32,132068,1,43.0
32,103981,1,39.0
32,991002,1,36.0
32,128040,1,35.0
32,111007,1,34.0
32,113062,1,32.0
32,121023,1,32.0
32,133088,1,28.0
32,014016,1,24.0
32,083025,1,24.0
32,131046,1,20.0
32,991004,1,20.0
32,016002,1,18.0
32,089015,1,17.0
32,128073,1,16.0
32,044024,1,15.0
32,153004,1,15.0
32,016014,1,14.0
32,186012,1,14.0
32,102659,1,13.0
32,103282,1,13.0
32,128017,1,13.0
32,128018,1,13.0
32,128019,1,13.0
32,128020,1,13.0
32,143015,1,13.0
32,184070,1,11.0
32,022018,1,10.0
32,106297,1,10.0
32,044023,1,8.0
32,053002,1,8.0
32,184186,1,8.0
32,132069,1,7.0
32,016000,1,6.0
32,054036,1,6.0
32,106001,1,6.0
32,143050,1,6.0
32,143053,1,6.0
32,205003,1,6.0
32,074005,1,5.0
32,141042,1,5.0
32,054029,1,4.0
32,054031,1,4.0
32,054035,1,4.0
32,091028,1,4.0
32,102232,1,4.0
32,102521,1,4.0
32,102597,1,4.0
32,103155,1,4.0
32,131030,1,4.0
32,142021,1,4.0
32,149004,1,4.0
32,172005,1,4.0
32,181167,1,4.0
32,182000,1,4.0
32,183024,1,4.0
32,022142,1,3.0
32,053009,1,3.0
32,054033,1,3.0
32,054038,1,3.0
32,083015,1,3.0
32,106011,1,3.0
32,141004,1,3.0
32,143020,1,3.0
32,143046,1,3.0
32,146034,1,3.0
32,169009,1,3.0
32,172017,1,3.0
32,126001,1,2.045
32,044002,1,2.0
32,051370,1,2.0
32,054028,1,2.0
32,054030,1,2.0
32,054037,1,2.0
32,054063,1,2.0
32,082009,1,2.0
32,091025,1,2.0
32,102138,1,2.0
32,102519,1,2.0
32,102520,1,2.0
32,103200,1,2.0
32,143014,1,2.0
32,163003,1,2.0
32,175007,1,2.0
32,179013,1,2.0
32,181166,1,2.0
32,181168,1,2.0
32,017002,1,1.248
32,022025,1,1.0
32,022034,1,1.0
32,023015,1,1.0
32,032022,1,1.0
32,034060,1,1.0
32,041007,1,1.0
32,046021,1,1.0
32,051109,1,1.0
32,052005,1,1.0
32,053012,1,1.0
32,054032,1,1.0
32,054034,1,1.0
32,054050,1,1.0
32,083121,1,1.0
32,089010,1,1.0
32,089016,1,1.0
32,094002,1,1.0
32,102137,1,1.0
32,103023,1,1.0
32,103281,1,1.0
32,107005,1,1.0
32,107009,1,1.0
32,107024,1,1.0
32,109047,1,1.0
32,128247,1,1.0
32,131031,1,1.0
32,141058,1,1.0
32,141059,1,1.0
32,141060,1,1.0
32,143000,1,1.0
32,143040,1,1.0
32,144025,1,1.0
32,151026,1,1.0
32,151049,1,1.0
32,161000,1,1.0
32,161008,1,1.0
32,161015,1,1.0
32,163009,1,1.0
32,175008,1,1.0
32,181060,1,1.0
32,181165,1,1.0
32,181169,1,1.0
32,181224,1,1.0
32,184087,1,1.0
32,184187,1,1.0
32,185000,1,1.0
32,185001,1,1.0
32,185002,1,1.0
33,124139,222,257.0
33,124260,193,750.0
33,011104,139,7572.0
33,061040,128,40037.928
33,011014,118,12110.08
33,124116,97,102.0
33,124244,74,74.0
33,014012,55,4657.056
33,011107,43,7276.68
33,011030,39,2331.0
33,015018,38,8532.672
33,014014,30,2544.0
33,011026,24,1080.0
33,011000,20,1060.0
33,015171,19,6539.896000000001
33,011116,16,3024.0
33,075014,15,1061.0
33,011013,15,495.0
33,015013,14,3505.264
33,011115,14,3361.08
33,011105,13,3456.0
33,106309,13,3404.5
33,011009,13,555.0
33,061016,9,852.0
33,016010,9,22.0
33,106308,8,2434.0
33,133029,8,681.0
33,011110,6,1561.08
33,015017,6,888.0
33,091012,6,6.0
33,071039,5,169.0
33,124117,5,11.0
33,192046,4,1182.8
33,192045,4,539.638
33,106004,4,122.0
33,991124,4,98.0
33,112025,4,65.0
33,146018,4,46.0
33,092116,4,4.0
33,133109,3,513.8
33,014033,3,36.0
33,102581,3,10.0
33,016017,3,9.0
33,123101,2,680.325
33,133108,2,501.8
33,129115,2,500.0
33,061010,2,210.0
33,071114,2,156.0
33,131169,2,35.0
33,121505,2,33.192
33,129031,2,29.0
33,112027,2,15.0
33,129083,2,10.0
33,016008,2,4.0
33,091032,2,2.0
33,097023,2,2.0
33,174084,2,2.0
33,106331,1,404.6
33,061041,1,336.0
33,126010,1,264.0
33,126011,1,263.0
33,126008,1,236.0
33,106001,1,201.0
33,015006,1,144.0
33,011100,1,120.0
33,133021,1,120.0
33,122034,1,111.0
33,126012,1,106.0
33,115107,1,50.0
33,115108,1,50.0
33,121036,1,32.0
33,124076,1,30.0
33,133098,1,28.0
33,121025,1,25.0
33,991037,1,25.0
33,061039,1,24.0
33,086136,1,24.0
33,143038,1,24.0
33,124118,1,14.0
33,011033,1,12.0
33,102181,1,12.0
33,146038,1,12.0
33,991050,1,12.0
33,103133,1,11.0
33,086032,1,10.0
33,112038,1,10.0
33,124236,1,10.0
33,102506,1,9.0
33,121023,1,9.0
33,105582,1,8.0
33,124259,1,8.0
33,016011,1,7.0
33,103077,1,7.0
33,102605,1,6.0
33,172008,1,6.0
33,172052,1,6.0
33,072099,1,5.04
33,102198,1,5.0
33,109032,1,5.0
33,111015,1,5.0
33,128012,1,5.0
33,128013,1,5.0
33,128014,1,5.0
33,141078,1,5.0
33,186142,1,5.0
33,072044,1,4.433
33,162037,1,4.0
33,991014,1,4.0
33,103074,1,3.0
33,106301,1,3.0
33,991061,1,2.82
33,053011,1,2.0
33,083020,1,2.0
33,083048,1,2.0
33,103124,1,2.0
33,154009,1,2.0
33,161109,1,2.0
33,172006,1,2.0
33,072026,1,1.748
33,043015,1,1.0
33,086146,1,1.0
33,091009,1,1.0
33,092125,1,1.0
33,092126,1,1.0
33,092127,1,1.0
