ART,RESERVA,owner_base,UDS,ADR,QCNT,capa_conversion,factor_conversion_usado,tipologia_estimacion,unidad_resultante,posiciones_estimadas,soporte
83022,7,7,2680,AV08807,1,C,12.0,balda_9h,subhueco_balda,223.33333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
91152,71,71,1,AZ01304,1,B,1.0,EU,posicion_rack,1.0,match_articulo; owner=prefijo_RESERVA
98069,77,77,3,AJ10203,3,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
86013,7,7,360,BC11902,1,B,284.0,EU,posicion_rack,1.267605633802817,match_articulo; owner=prefijo_RESERVA
186018,33,33,192,BB13701,192,C,12.0,balda_9h,subhueco_balda,16.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
124264,29,29,30,AJ08801,1,C,12.0,balda_9h,subhueco_balda,2.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
14026,64,64,24,AV007A0,1,B,24.0,balda_9h,subhueco_balda,1.0,match_articulo; owner=prefijo_RESERVA
98014,14 VOLUNTARIA,14,18,BA02801,18,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
51087,23 KIT,23,1,B03,1,A,1.0,suelo_estandar,posicion_suelo,1.0,match_articulo_propietario; owner=prefijo_RESERVA
132059,29,29,4,AK14206,4,C,12.0,balda_9h,subhueco_balda,0.3333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
91100,71,71,1,AZ07601,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
114021,32,32,747,BF09405,1,C,12.0,balda_9h,subhueco_balda,62.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
103034,14 VOLUNTARIA,14,17,BA02801,17,A,26.0,balda_9h,subhueco_balda,0.6538461538461539,match_articulo_propietario; owner=prefijo_RESERVA
98213,64,64,420,AZ08105,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
991073,23,23,1194,98,1,C,12.0,balda_9h,subhueco_balda,99.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
161101,29,29,2,AJ13602,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA
42069,64,64,1,AJ09507,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
11024,61,61,72,AJ07506,3,B,599.0,EU,posicion_rack,0.12020033388981637,match_articulo; owner=prefijo_RESERVA
91138,64,64,1,BA12203,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
42065,64,64,9,AZ11801,9,B,1.0,EU,posicion_rack,9.0,match_articulo; owner=prefijo_RESERVA
22150,7  CAMION119,7,1,AV11801,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
126004,33,33,354,BB13701,354,C,12.0,balda_9h,subhueco_balda,29.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
32099,7,7,16,BB00801,1,B,2.0,EU,posicion_rack,8.0,match_articulo; owner=prefijo_RESERVA
991124,33,33,102,TJ07501,1,C,12.0,balda_9h,subhueco_balda,8.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
18059,77,77,264,AJ10004,1,B,12.0,EU,posicion_rack,22.0,match_articulo; owner=prefijo_RESERVA
98758,64,64,6,BA02103,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
63001,77,77,36,AV10303,1,B,744.0,EU,posicion_rack,0.04838709677419355,match_articulo; owner=prefijo_RESERVA
23030,32,32,4,BB03702,1,C,2.0,suelo_126,posicion_suelo,2.0,dimensión <= 126 cm; owner=prefijo_RESERVA
34050,64,64,1,BC08302,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA
31003,29,29,24,BB00902,1,B,24.0,AM,posicion_rack,1.0,match_articulo; owner=prefijo_RESERVA
98349,29,29,20,TJ07503,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
121033,32,32,27,AZ08905,27,C,12.0,balda_9h,subhueco_balda,2.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
34066,29 BLOQUEADO SM,29,1,BB03304,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA
81155,64,64,1,AZ11801,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98582,61,61,5,AT14704,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
51231,71,71,1,AQ06404,1,C,1.0,suelo_250,posicion_suelo,1.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA
23030,32,32,2,AV04803,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA
11127,33,33,864,AZ03504,1,B,192.0,EU,posicion_rack,4.5,match_articulo; owner=prefijo_RESERVA
102185,14 VOLUNTARIA,14,13,BA02801,13,A,80.0,balda_9h,subhueco_balda,0.1625,match_articulo_propietario; owner=prefijo_RESERVA
124259,33,33,16,AZ09205,1,C,12.0,balda_9h,subhueco_balda,1.3333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
172057,7,7,56,BA00204,1,B,43.0,EU,posicion_rack,1.302325581395349,match_articulo; owner=prefijo_RESERVA
133034,32,32,638,AI10804,638,C,12.0,balda_9h,subhueco_balda,53.166666666666664,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
51187,71,71,2,AZ11603,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA
161112,7,7,1,AX01601,1,C,2.0,TR,posicion_rack,0.5,dimensión larga compatible con TR; owner=prefijo_RESERVA
11125,29,29,323,BA13602,323,A,327.0,EU,posicion_rack,0.9877675840978594,match_articulo_propietario; owner=prefijo_RESERVA
184229,71,71,1,AZ11603,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
103589,29,29,1,AV13702,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
186026,61,61,246,AJ02201,246,C,12.0,balda_9h,subhueco_balda,20.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
202010,32,32,5,TJ01500,1,A,3.0,EU,posicion_rack,1.6666666666666667,match_articulo_propietario; owner=prefijo_RESERVA
42054,64,64,1,BA08705,1,A,1.0,EU,posicion_rack,1.0,match_articulo_propietario; owner=prefijo_RESERVA
148052,37,37,3,AL107,1,C,12.0,balda_9h,subhueco_balda,0.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
51230,71 CAMION120,71,1,AN13903,1,C,1.0,suelo_250,posicion_suelo,1.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA
11104,61,61,48,AJ08001,2,B,48.0,balda_9h,subhueco_balda,1.0,match_articulo; owner=prefijo_RESERVA
64002,61,61,15,AK01105,15,C,12.0,balda_9h,subhueco_balda,1.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
149040,71,71,2,AZ11603,2,C,16.0,AM,posicion_rack,0.125,dimensión compatible con AM; owner=prefijo_RESERVA
71074,61,61,12,TJ13000,12,B,59.5,EU,posicion_rack,0.20168067226890757,match_articulo; owner=prefijo_RESERVA
148072,3,3,1,AL107,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA
18000,71,71,20,AO03802,20,C,12.0,balda_9h,subhueco_balda,1.6666666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98724,61,61,3,AZ02300,3,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
98345,61,61,18,AV06307,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
98589,61,61,7,AO12404,7,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
51046,29,29,3,AJ09104,1,C,2.0,suelo_126,posicion_suelo,1.5,dimensión <= 126 cm; owner=prefijo_RESERVA
98757,64,64,1,AY00300,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
149048,33,33,1,TJ00701,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA
61016,33,33,144,AV09006,1,B,252.0,EU,posicion_rack,0.5714285714285714,match_articulo; owner=prefijo_RESERVA
115107,33,33,144,BA04603,144,C,2.0,suelo_126,posicion_suelo,72.0,dimensión <= 126 cm; owner=prefijo_RESERVA
102573,29,29,30,B03,30,C,12.0,balda_9h,subhueco_balda,2.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98773,71,71,2,AW02004,2,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AO03802,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
33000,32,32,12,AN09904,1,C,2.0,suelo_126,posicion_suelo,6.0,dimensión <= 126 cm; owner=prefijo_RESERVA
145063,64,64,2,BA11402,2,C,12.0,balda_9h,subhueco_balda,0.16666666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
103039,7,7,87,BB14402,87,B,141.0,EU,posicion_rack,0.6170212765957447,match_articulo; owner=prefijo_RESERVA
124147,29,29,46,AN14601,1,C,2.0,suelo_126,posicion_suelo,23.0,dimensión <= 126 cm; owner=prefijo_RESERVA
161046,29,29,1,AJ09505,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,BB00703,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
98182,61,61,1,TJ13000,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
21032,64,64,2,AW10703,2,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA
109093,32,32,3,AZ08905,3,C,2.0,suelo_126,posicion_suelo,1.5,dimensión <= 126 cm; owner=prefijo_RESERVA
51246,71,71,1,AW02004,1,B,1.0,balda_9h,subhueco_balda,1.0,match_articulo; owner=prefijo_RESERVA
148011,3,3,4,AL103,1,C,12.0,balda_9h,subhueco_balda,0.3333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
148012,37,37,1,C09,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
149023,29,29,1,AK14206,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
42072,64,64,1,BA08705,1,A,5.0,EU,posicion_rack,0.2,match_articulo_propietario; owner=prefijo_RESERVA
84098,77 CAMION121,77,20,AR14404,1,A,4.0,EU,posicion_rack,5.0,match_articulo_propietario; owner=prefijo_RESERVA
133021,33,33,70,BA04603,70,C,12.0,balda_9h,subhueco_balda,5.833333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
109210,29,29,30,BF07103,30,C,12.0,balda_9h,subhueco_balda,2.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
146023,3,3,2720,99,1,B,24.0,EU,posicion_rack,113.33333333333333,match_articulo; owner=prefijo_RESERVA
98553,61,61,20,AV11505,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
98378,33,33,1,AV09402,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
148004,3,3,2,AL103,1,C,12.0,balda_9h,subhueco_balda,0.16666666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
61006,77,77,12,17,1,B,78.0,EU,posicion_rack,0.15384615384615385,match_articulo; owner=prefijo_RESERVA
186025,61,61,269,AJ02201,269,C,12.0,balda_9h,subhueco_balda,22.416666666666668,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
128015,33,33,19,BA04603,19,C,12.0,balda_9h,subhueco_balda,1.5833333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
186026,61,61,305,AJ02201,305,C,12.0,balda_9h,subhueco_balda,25.416666666666668,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
31019,24,24,20,BB05501,1,A,20.0,AM,posicion_rack,1.0,match_articulo_propietario; owner=prefijo_RESERVA
71118,71 CAMION120,71,360,AL13205,1,B,194.0,EU,posicion_rack,1.8556701030927836,match_articulo; owner=prefijo_RESERVA
121035,33,33,2,BA04603,2,C,12.0,balda_9h,subhueco_balda,0.16666666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
18002,77,77,60,AR14304,1,B,324.0,EU,posicion_rack,0.18518518518518517,match_articulo; owner=prefijo_RESERVA
98575,61,61,5,AR04804,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AV08503,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
*MULTI*,,sin_asignacion_segura,1,TJ06400,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
124139,33,33,14,AH09406,1,C,2.0,suelo_126,posicion_suelo,7.0,dimensión <= 126 cm; owner=prefijo_RESERVA
98728,61,61,2,AZ02300,2,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
161056,64,64,1,AM13801,1,B,1.0,EU,posicion_rack,1.0,match_articulo; owner=prefijo_RESERVA
44085,32,32,3,AQ07004,1,C,2.0,suelo_126,posicion_suelo,1.5,dimensión <= 126 cm; owner=prefijo_RESERVA
98257,4  TEJADO,4,1,90,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
11127,61,61,1176,BI14701,1,A,168.0,EU,posicion_rack,7.0,match_articulo_propietario; owner=prefijo_RESERVA
61011,61,61,43,AK01105,43,B,203.5,EU,posicion_rack,0.2113022113022113,match_articulo; owner=prefijo_RESERVA
124138,29,29,29,BA13602,29,C,2.0,suelo_126,posicion_suelo,14.5,dimensión <= 126 cm; owner=prefijo_RESERVA
203035,71 CAMION122,71,2,AZ13102,1,C,1.0,suelo_250,posicion_suelo,2.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA
143039,33,33,3,BB09403,3,C,12.0,balda_9h,subhueco_balda,0.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98748,64,64,3,BA03104,3,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
98394,37,37,1,AL102,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
91162,7,7,2,AZ03904,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA
22098,7 BLOQUEADO SM,7,2,AZ04301,1,C,2.0,suelo_126,posicion_suelo,1.0,dimensión <= 126 cm; owner=prefijo_RESERVA
14014,29,29,1080,BA12003,1,A,276.0,EU,posicion_rack,3.9130434782608696,match_articulo_propietario; owner=prefijo_RESERVA
143010,32,32,4,AI10804,2,B,5.0,EU,posicion_rack,0.8,match_articulo; owner=prefijo_RESERVA
71118,71,71,54,AH02006,1,B,194.0,EU,posicion_rack,0.27835051546391754,match_articulo; owner=prefijo_RESERVA
1593V,29,29,1,AK07006,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
991061,33,33,5640,AZ13702,1,C,12.0,balda_9h,subhueco_balda,470.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
148013,37,37,1,C08,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
102647,33,33,3,BA04603,3,C,12.0,balda_9h,subhueco_balda,0.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98591,61,61,8,AO12404,8,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
186025,61,61,130,AJ02201,130,C,12.0,balda_9h,subhueco_balda,10.833333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AO13903,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
98259,77,77,24,AV13305,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
98264,61 CAMION123,61,24,AI09804,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
51100,32,32,1,TJ07901,1,A,1.0,EU,posicion_rack,1.0,match_articulo_propietario; owner=prefijo_RESERVA
143050,5,5,182,97,1,A,60.5,EU,posicion_rack,3.0082644628099175,match_articulo_propietario; owner=prefijo_RESERVA
41096,77,77,1,BD10100,1,A,1.0,suelo_estandar,posicion_suelo,1.0,match_articulo_propietario; owner=prefijo_RESERVA
109314,29,29,5,AV13702,5,C,16.0,AM,posicion_rack,0.3125,dimensión compatible con AM; owner=prefijo_RESERVA
32051,71 CAMION120,71,8,AI04403,4,C,2.0,suelo_126,posicion_suelo,4.0,dimensión <= 126 cm; owner=prefijo_RESERVA
148039,71,71,1,AL102,1,C,16.0,AM,posicion_rack,0.0625,dimensión compatible con AM; owner=prefijo_RESERVA
121026,33,33,7,BA04603,7,C,12.0,balda_9h,subhueco_balda,0.5833333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
128016,33,33,830,BB13701,830,C,12.0,balda_9h,subhueco_balda,69.16666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
5696,61,61,552,AP09404,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
102603,33,33,332,AV02902,1,C,12.0,balda_9h,subhueco_balda,27.666666666666668,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
12036,77,77,144,AN03605,1,A,24.0,balda_9h,subhueco_balda,6.0,match_articulo_propietario; owner=prefijo_RESERVA
888888,29,29,1,AN06303,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
83133,64,64,1,BA11402,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
61050,61,61,558,BA02204,1,C,12.0,balda_9h,subhueco_balda,46.5,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AH13801,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
*MULTI*,,sin_asignacion_segura,1,AH10006,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
33037,64,64,1,AQ06904,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
121019,33,33,60,BB13701,60,C,12.0,balda_9h,subhueco_balda,5.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98259,77 CANADAS,77,103,AO03604,103,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
169014,71,71,1,AQ01802,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
84052,64,64,75,TJ03201,1,A,6.0,EU,posicion_rack,12.5,match_articulo_propietario; owner=prefijo_RESERVA
162009,32,32,14,AV10906,14,C,12.0,balda_9h,subhueco_balda,1.1666666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
154024,64,64,8,AT09401,1,C,1.0,suelo_250,posicion_suelo,8.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA
98732,61,61,5,AZ02300,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
106338,29,29,56,AV11403,56,C,12.0,balda_9h,subhueco_balda,4.666666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
109099,77,77,7,AV12909,1,C,12.0,balda_9h,subhueco_balda,0.5833333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
126118,61 CAMION123,61,9,AK01105,9,C,12.0,balda_9h,subhueco_balda,0.75,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
162030,29,29,160,BC00102,1,C,12.0,balda_9h,subhueco_balda,13.333333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
121029,33,33,7,BA04603,7,C,12.0,balda_9h,subhueco_balda,0.5833333333333334,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
161024,61,61,13,AP03804,1,C,2.0,suelo_126,posicion_suelo,6.5,dimensión <= 126 cm; owner=prefijo_RESERVA
102155,14 VOLUNTARIA,14,5,BA02801,5,A,38.0,balda_9h,subhueco_balda,0.13157894736842105,match_articulo_propietario; owner=prefijo_RESERVA
144009,29,29,8,AN02604,1,C,12.0,balda_9h,subhueco_balda,0.6666666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
109199,61,61,12,AJ02201,12,C,2.0,suelo_126,posicion_suelo,6.0,dimensión <= 126 cm; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,TJ07701,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
91151,71,71,1,AX04000,1,B,1.0,EU,posicion_rack,1.0,match_articulo; owner=prefijo_RESERVA
98597,61,61,5,AO13004,5,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
36028,64,64,2,AJ05206,1,B,40.0,EU,posicion_rack,0.05,match_articulo; owner=prefijo_RESERVA
98644,61,61,3,AZ02300,3,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
61050,61 CAMION123,61,516,AN10703,1,C,12.0,balda_9h,subhueco_balda,43.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
142020,29,29,6,AM02804,1,C,1.0,suelo_250,posicion_suelo,6.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA
11030,77 CANADAS,77,59,AO03604,59,B,48.0,balda_9h,subhueco_balda,1.2291666666666667,match_articulo; owner=prefijo_RESERVA
91155,77,77,2,BC06800,1,C,6.0,EU,posicion_rack,0.3333333333333333,dimensión compatible con EU; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AT14704,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
111010,32,32,694,AI10804,694,C,12.0,balda_9h,subhueco_balda,57.833333333333336,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
36032,64,64,6,AQ04603,1,C,2.0,suelo_126,posicion_suelo,3.0,dimensión <= 126 cm; owner=prefijo_RESERVA
202044,77,77,5,TJ02100,1,B,5.5,EU,posicion_rack,0.9090909090909091,match_articulo; owner=prefijo_RESERVA
98774,71,71,2,AW02004,2,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
98234,29,29,18,AV08201,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
12025,77,77,384,AK11206,1,C,12.0,balda_9h,subhueco_balda,32.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
32051,71,71,7,AU14403,1,C,2.0,suelo_126,posicion_suelo,3.5,dimensión <= 126 cm; owner=prefijo_RESERVA
15017,61,61,2184,AL00802,1,A,48.0,balda_9h,subhueco_balda,45.5,match_articulo_propietario; owner=prefijo_RESERVA
98768,64,64,1,BB06705,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
63001,96,96,168,B03,1,B,744.0,EU,posicion_rack,0.22580645161290322,match_articulo; owner=prefijo_RESERVA
154021,64 CAMION120,64,1,AI05701,1,C,1.0,suelo_250,posicion_suelo,1.0,dimensión >= 190 cm o categoría exterior; owner=prefijo_RESERVA
16045V,77,77,1,BD14903,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
*MULTI*,,sin_asignacion_segura,1,AV11403,1,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=sin_match
148007,37,37,1,AL102,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
148045,37,37,1,AL102,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
991088,64,64,3,AZ11801,3,C,12.0,balda_9h,subhueco_balda,0.25,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
51045,29,29,3,AT08503,1,C,2.0,suelo_126,posicion_suelo,1.5,dimensión <= 126 cm; owner=prefijo_RESERVA
146057,3  PICO,3,1214,98,1,C,12.0,balda_9h,subhueco_balda,101.16666666666667,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
11009,61,61,1080,AZ12903,1,B,120.0,EU,posicion_rack,9.0,match_articulo; owner=prefijo_RESERVA
51370,32,32,2,AH01005,1,C,16.0,AM,posicion_rack,0.125,dimensión compatible con AM; owner=prefijo_RESERVA
184216,64,64,6,BC08302,6,C,2.0,suelo_126,posicion_suelo,3.0,dimensión <= 126 cm; owner=prefijo_RESERVA
144007,29,29,4,AJ08905,1,C,2.0,suelo_126,posicion_suelo,2.0,dimensión <= 126 cm; owner=prefijo_RESERVA
12019,29,29,984,AZ06603,1,B,228.0,EU,posicion_rack,4.315789473684211,match_articulo; owner=prefijo_RESERVA
103590,29,29,1,AV13702,1,C,12.0,balda_9h,subhueco_balda,0.08333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
98609,61,61,10,AO13804,10,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
74036,60,60,336,BA06102,1,C,12.0,balda_9h,subhueco_balda,28.0,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
148086,4,4,1,AL102,1,C,6.0,EU,posicion_rack,0.16666666666666666,dimensión compatible con EU; owner=prefijo_RESERVA
102622,33,33,16,BB09403,16,C,12.0,balda_9h,subhueco_balda,1.3333333333333333,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
61041,33,33,167,TJ13203,1,C,12.0,balda_9h,subhueco_balda,13.916666666666666,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
102639,29,29,9,AU14604,9,C,12.0,balda_9h,subhueco_balda,0.75,dimensión pequeña con bajo volumen; owner=prefijo_RESERVA
174123,29,29,1,AZ13001,1,C,2.0,TR,posicion_rack,0.5,dimensión larga compatible con TR; owner=prefijo_RESERVA
98731,61,61,3,AZ02300,3,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
51187,71,71,1,AW02004,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
91032,33,33,1,AZ08403,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
61012,61,61,101,AK01105,101,B,78.0,EU,posicion_rack,1.294871794871795,match_articulo; owner=prefijo_RESERVA
98592,61,61,3,AO12803,3,C,,revision_manual,revision_manual,,revision_manual_sin_dimensiones; owner=prefijo_RESERVA
91199,64,64,1,BA10403,1,C,2.0,suelo_126,posicion_suelo,0.5,dimensión <= 126 cm; owner=prefijo_RESERVA
206050,29,29,23,AH06404,1,A,19.5,AM,posicion_rack,1.1794871794871795,match_articulo_propietario; owner=prefijo_RESERVA
